                    *********************************************************************************
                    *  Z= 31 A= 70: Positive-Parity Spin-dependent Level Density [MeV-1] for GA 70  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   8.00  1.106  3.60E+04 4.15E+04 5.76E+05 7.92E+02 2.11E+03 3.21E+03 3.98E+03 4.36E+03 4.34E+03 4.28E+03 3.81E+03 3.45E+03 2.85E+03 2.26E+03 1.77E+03 1.27E+03 9.03E+02 6.84E+02 4.24E+02 3.30E+02 2.36E+02 1.48E+02 9.93E+01 5.86E+01 3.97E+01 2.75E+01 9.40E+00 1.14E+01 3.57E+00 1.53E+00 1.46E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.140  6.48E+04 7.37E+04 1.06E+06 1.22E+03 3.52E+03 5.47E+03 6.70E+03 7.52E+03 7.57E+03 7.45E+03 6.85E+03 6.05E+03 5.14E+03 4.19E+03 3.20E+03 2.50E+03 1.81E+03 1.33E+03 1.01E+03 6.98E+02 5.02E+02 3.49E+02 2.38E+02 1.69E+02 8.78E+01 7.07E+01 3.80E+01 2.55E+01 2.19E+01 8.51E+00 2.17E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.173  1.17E+05 1.33E+05 1.98E+06 2.24E+03 5.98E+03 9.26E+03 1.16E+04 1.30E+04 1.33E+04 1.31E+04 1.22E+04 1.11E+04 9.36E+03 7.82E+03 6.29E+03 4.84E+03 3.72E+03 2.79E+03 1.99E+03 1.53E+03 1.08E+03 7.84E+02 5.24E+02 3.38E+02 2.20E+02 1.43E+02 9.58E+01 6.77E+01 2.54E+01 2.00E+01 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.205  2.10E+05 2.41E+05 3.67E+06 3.63E+03 1.01E+04 1.60E+04 2.02E+04 2.26E+04 2.35E+04 2.36E+04 2.19E+04 2.00E+04 1.75E+04 1.46E+04 1.19E+04 9.46E+03 7.13E+03 5.54E+03 4.09E+03 3.00E+03 2.21E+03 1.50E+03 1.04E+03 7.07E+02 4.16E+02 3.06E+02 1.64E+02 1.03E+02 6.92E+01 3.06E+01 1.50E+01 2.86E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.236  3.79E+05 4.32E+05 6.68E+06 6.48E+03 1.74E+04 2.75E+04 3.48E+04 3.94E+04 4.18E+04 4.14E+04 3.94E+04 3.62E+04 3.15E+04 2.70E+04 2.20E+04 1.75E+04 1.37E+04 1.03E+04 7.71E+03 5.72E+03 4.06E+03 2.92E+03 1.91E+03 1.30E+03 8.42E+02 4.99E+02 3.54E+02 2.03E+02 1.11E+02 7.86E+01 4.29E+01 2.50E+01 1.50E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.296  1.25E+06 1.32E+06 2.10E+07 1.75E+04 4.99E+04 7.91E+04 1.01E+05 1.16E+05 1.23E+05 1.24E+05 1.20E+05 1.10E+05 9.79E+04 8.42E+04 6.94E+04 5.64E+04 4.41E+04 3.41E+04 2.59E+04 1.92E+04 1.41E+04 1.01E+04 6.99E+03 4.98E+03 3.26E+03 2.23E+03 1.56E+03 9.93E+02 6.92E+02 4.57E+02 3.09E+02 2.05E+02 2.25E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.354  3.88E+06 3.93E+06 6.52E+07 4.77E+04 1.38E+05 2.19E+05 2.82E+05 3.27E+05 3.51E+05 3.58E+05 3.47E+05 3.25E+05 2.93E+05 2.55E+05 2.15E+05 1.78E+05 1.43E+05 1.13E+05 8.79E+04 6.73E+04 5.10E+04 3.76E+04 2.74E+04 1.98E+04 1.38E+04 9.87E+03 6.76E+03 4.65E+03 3.21E+03 2.10E+03 1.44E+03 9.09E+02 1.08E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.409  1.17E+07 1.17E+07 2.00E+08 1.30E+05 3.81E+05 6.05E+05 7.87E+05 9.20E+05 9.98E+05 1.03E+06 1.01E+06 9.54E+05 8.71E+05 7.72E+05 6.64E+05 5.58E+05 4.58E+05 3.70E+05 2.92E+05 2.27E+05 1.74E+05 1.31E+05 9.69E+04 7.03E+04 5.02E+04 3.57E+04 2.46E+04 1.71E+04 1.14E+04 7.78E+03 5.47E+03 3.30E+03 4.39E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.462  3.43E+07 3.37E+07 5.95E+08 3.55E+05 1.04E+06 1.66E+06 2.16E+06 2.54E+06 2.78E+06 2.88E+06 2.86E+06 2.73E+06 2.52E+06 2.26E+06 1.97E+06 1.67E+06 1.39E+06 1.13E+06 9.07E+05 7.15E+05 5.52E+05 4.21E+05 3.16E+05 2.33E+05 1.70E+05 1.22E+05 8.63E+04 6.12E+04 4.21E+04 3.05E+04 2.22E+04 1.42E+04 2.09E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.514  7.70E+07 5.16E+07 9.26E+08 5.30E+05 1.55E+06 2.48E+06 3.24E+06 3.82E+06 4.19E+06 4.36E+06 4.34E+06 4.16E+06 3.86E+06 3.47E+06 3.04E+06 2.60E+06 2.18E+06 1.79E+06 1.44E+06 1.14E+06 8.89E+05 6.83E+05 5.16E+05 3.86E+05 2.83E+05 2.06E+05 1.49E+05 1.06E+05 7.47E+04 5.51E+04 4.04E+04 2.67E+04 3.94E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.563  1.42E+08 7.93E+07 1.44E+09 7.91E+05 2.32E+06 3.70E+06 4.85E+06 5.75E+06 6.32E+06 6.59E+06 6.58E+06 6.33E+06 5.90E+06 5.35E+06 4.71E+06 4.05E+06 3.41E+06 2.82E+06 2.28E+06 1.82E+06 1.43E+06 1.11E+06 8.44E+05 6.39E+05 4.73E+05 3.49E+05 2.57E+05 1.82E+05 1.33E+05 9.94E+04 7.37E+04 5.03E+04 7.44E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.612  2.43E+08 1.22E+08 2.25E+09 1.18E+06 3.46E+06 5.54E+06 7.27E+06 8.63E+06 9.52E+06 9.96E+06 9.99E+06 9.65E+06 9.04E+06 8.24E+06 7.28E+06 6.31E+06 5.34E+06 4.44E+06 3.62E+06 2.91E+06 2.30E+06 1.80E+06 1.38E+06 1.06E+06 7.91E+05 5.90E+05 4.43E+05 3.15E+05 2.36E+05 1.79E+05 1.34E+05 9.46E+04 1.40E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.658  3.98E+08 1.87E+08 3.52E+09 1.76E+06 5.17E+06 8.29E+06 1.09E+07 1.30E+07 1.44E+07 1.51E+07 1.52E+07 1.47E+07 1.38E+07 1.27E+07 1.13E+07 9.81E+06 8.37E+06 7.00E+06 5.75E+06 4.64E+06 3.71E+06 2.92E+06 2.26E+06 1.75E+06 1.32E+06 9.98E+05 7.65E+05 5.43E+05 4.18E+05 3.24E+05 2.45E+05 1.78E+05 2.65E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.704  6.36E+08 2.88E+08 5.50E+09 2.63E+06 7.72E+06 1.24E+07 1.63E+07 1.95E+07 2.16E+07 2.28E+07 2.30E+07 2.24E+07 2.12E+07 1.95E+07 1.74E+07 1.53E+07 1.31E+07 1.10E+07 9.13E+06 7.40E+06 5.96E+06 4.74E+06 3.69E+06 2.91E+06 2.21E+06 1.69E+06 1.32E+06 9.38E+05 7.43E+05 5.84E+05 4.46E+05 3.35E+05 5.00E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.748  1.00E+09 4.45E+08 8.62E+09 3.92E+06 1.15E+07 1.85E+07 2.44E+07 2.93E+07 3.26E+07 3.44E+07 3.49E+07 3.41E+07 3.25E+07 3.01E+07 2.69E+07 2.38E+07 2.05E+07 1.74E+07 1.45E+07 1.18E+07 9.60E+06 7.68E+06 6.03E+06 4.81E+06 3.69E+06 2.86E+06 2.28E+06 1.62E+06 1.32E+06 1.05E+06 8.12E+05 6.30E+05 9.44E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.854  3.20E+09 1.32E+09 2.67E+10 1.07E+07 3.14E+07 5.08E+07 6.71E+07 8.11E+07 9.09E+07 9.67E+07 9.91E+07 9.75E+07 9.42E+07 8.85E+07 8.02E+07 7.19E+07 6.31E+07 5.42E+07 4.59E+07 3.80E+07 3.15E+07 2.58E+07 2.06E+07 1.70E+07 1.33E+07 1.06E+07 8.91E+06 6.33E+06 5.54E+06 4.61E+06 3.64E+06 3.05E+06 4.62E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.954  9.77E+09 3.93E+09 8.39E+10 2.90E+07 8.56E+07 1.39E+08 1.84E+08 2.24E+08 2.53E+08 2.72E+08 2.81E+08 2.79E+08 2.73E+08 2.60E+08 2.39E+08 2.17E+08 1.94E+08 1.69E+08 1.46E+08 1.22E+08 1.04E+08 8.64E+07 7.04E+07 6.01E+07 4.80E+07 3.96E+07 3.49E+07 2.48E+07 2.33E+07 2.01E+07 1.63E+07 1.48E+07 2.26E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.141  1.10E+11 3.63E+10 8.73E+11 2.15E+08 6.36E+08 1.04E+09 1.39E+09 1.72E+09 1.97E+09 2.14E+09 2.27E+09 2.29E+09 2.30E+09 2.26E+09 2.11E+09 1.99E+09 1.83E+09 1.64E+09 1.46E+09 1.26E+09 1.12E+09 9.72E+08 8.23E+08 7.50E+08 6.25E+08 5.49E+08 5.34E+08 3.80E+08 4.10E+08 3.85E+08 3.27E+08 3.49E+08 5.41E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.472  1.99E+13 3.92E+12 1.31E+14 1.18E+10 3.51E+10 5.84E+10 7.90E+10 1.01E+11 1.19E+11 1.33E+11 1.47E+11 1.54E+11 1.63E+11 1.69E+11 1.66E+11 1.66E+11 1.62E+11 1.56E+11 1.48E+11 1.35E+11 1.30E+11 1.23E+11 1.12E+11 1.17E+11 1.06E+11 1.06E+11 1.25E+11 8.91E+10 1.28E+11 1.41E+11 1.32E+11 1.93E+11 3.10E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.764  7.20E+14 1.36E+14 2.76E+15 6.45E+11 1.94E+12 3.28E+12 4.49E+12 5.93E+12 7.21E+12 8.31E+12 9.52E+12 1.03E+13 1.15E+13 1.27E+13 1.30E+13 1.38E+13 1.45E+13 1.47E+13 2.95E+11 2.69E+11 2.60E+11 2.45E+11 2.24E+11 2.33E+11 2.11E+11 2.11E+11 2.49E+11 1.78E+11 2.55E+11 2.81E+11 2.64E+11 3.87E+11 6.20E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.028  5.05E+16 9.82E+15 2.02E+17 3.54E+13 1.07E+14 1.84E+14 2.55E+14 3.48E+14 4.36E+14 5.18E+14 6.18E+14 6.93E+14 8.18E+14 9.50E+14 1.02E+15 1.16E+15 1.29E+15 1.39E+15 5.87E+11 5.36E+11 5.17E+11 4.88E+11 4.46E+11 4.65E+11 4.21E+11 4.20E+11 4.98E+11 3.55E+11 5.09E+11 5.62E+11 5.27E+11 7.72E+11 1.24E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.270  3.85E+18 7.50E+17 1.62E+19 1.94E+15 5.89E+15 1.03E+16 1.45E+16 2.04E+16 2.63E+16 3.22E+16 4.00E+16 4.65E+16 5.80E+16 7.12E+16 8.00E+16 9.65E+16 1.14E+17 1.32E+17 1.17E+12 1.07E+12 1.03E+12 9.72E+11 8.89E+11 9.26E+11 8.40E+11 8.38E+11 9.93E+11 7.08E+11 1.02E+12 1.12E+12 1.05E+12 1.54E+12 2.48E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.496  3.01E+20 5.88E+19 1.33E+21 1.06E+17 3.25E+17 5.80E+17 8.26E+17 1.20E+18 1.59E+18 2.01E+18 2.60E+18 3.12E+18 4.11E+18 5.34E+18 6.28E+18 8.06E+18 1.02E+19 1.25E+19 2.32E+12 2.12E+12 2.05E+12 1.94E+12 1.77E+12 1.85E+12 1.68E+12 1.67E+12 1.98E+12 1.41E+12 2.03E+12 2.24E+12 2.10E+12 3.08E+12 4.95E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.708  2.42E+22 4.71E+21 1.11E+23 5.81E+18 1.79E+19 3.26E+19 4.70E+19 7.04E+19 9.63E+19 1.25E+20 1.68E+20 2.10E+20 2.91E+20 4.00E+20 4.92E+20 6.73E+20 9.05E+20 1.18E+21 4.62E+12 4.23E+12 4.08E+12 3.86E+12 3.53E+12 3.68E+12 3.34E+12 3.33E+12 3.96E+12 2.82E+12 4.06E+12 4.48E+12 4.20E+12 6.16E+12 9.89E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.909  1.98E+24 3.86E+23 9.36E+24 3.18E+20 9.89E+20 1.83E+21 2.67E+21 4.13E+21 5.82E+21 7.79E+21 1.09E+22 1.41E+22 2.06E+22 3.00E+22 3.86E+22 5.62E+22 8.05E+22 1.11E+23 9.20E+12 8.42E+12 8.13E+12 7.68E+12 7.03E+12 7.34E+12 6.66E+12 6.65E+12 7.90E+12 5.63E+12 8.10E+12 8.95E+12 8.38E+12 1.23E+13 1.98E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.099  1.65E+26 3.22E+25 8.02E+26 1.74E+22 5.46E+22 1.03E+23 1.52E+23 2.43E+23 3.52E+23 4.85E+23 7.08E+23 9.45E+23 1.46E+24 2.25E+24 3.03E+24 4.69E+24 7.16E+24 1.05E+25 1.83E+13 1.68E+13 1.62E+13 1.53E+13 1.40E+13 1.46E+13 1.33E+13 1.33E+13 1.58E+13 1.12E+13 1.62E+13 1.79E+13 1.67E+13 2.46E+13 3.95E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.282  1.40E+28 2.73E+27 6.95E+28 9.56E+23 3.01E+24 5.76E+24 8.63E+24 1.43E+25 2.13E+25 3.02E+25 4.59E+25 6.35E+25 1.04E+26 1.68E+26 2.38E+26 3.92E+26 6.37E+26 9.97E+26 3.65E+13 3.34E+13 3.23E+13 3.05E+13 2.79E+13 2.92E+13 2.65E+13 2.65E+13 3.14E+13 2.24E+13 3.23E+13 3.57E+13 3.35E+13 4.92E+13 7.89E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.457  1.20E+30 2.35E+29 6.08E+30 5.24E+25 1.66E+26 3.23E+26 4.91E+26 8.37E+26 1.29E+27 1.88E+27 2.98E+27 4.26E+27 7.34E+27 1.26E+28 1.86E+28 3.27E+28 5.66E+28 9.43E+28 7.25E+13 6.64E+13 6.42E+13 6.07E+13 5.56E+13 5.81E+13 5.28E+13 5.28E+13 6.28E+13 4.48E+13 6.45E+13 7.13E+13 6.68E+13 9.82E+13 1.58E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.625  1.04E+32 2.04E+31 5.37E+32 2.87E+27 9.16E+27 1.81E+28 2.79E+28 4.91E+28 7.78E+28 1.17E+29 1.93E+29 2.86E+29 5.20E+29 9.46E+29 1.46E+30 2.73E+30 5.04E+30 8.92E+30 1.44E+14 1.32E+14 1.28E+14 1.21E+14 1.11E+14 1.16E+14 1.05E+14 1.05E+14 1.25E+14 8.93E+13 1.29E+14 1.42E+14 1.33E+14 1.96E+14 3.15E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.787  9.17E+33 1.79E+33 4.78E+34 1.57E+29 5.05E+29 1.02E+30 1.59E+30 2.88E+30 4.70E+30 7.30E+30 1.25E+31 1.92E+31 3.68E+31 7.09E+31 1.15E+32 2.28E+32 4.48E+32 8.44E+32 2.87E+14 2.63E+14 2.55E+14 2.41E+14 2.21E+14 2.31E+14 2.10E+14 2.10E+14 2.50E+14 1.78E+14 2.57E+14 2.84E+14 2.67E+14 3.92E+14 6.30E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.944  8.12E+35 1.59E+35 4.28E+36 8.61E+30 2.79E+31 5.71E+31 9.03E+31 1.69E+32 2.84E+32 4.54E+32 8.11E+32 1.29E+33 2.61E+33 5.32E+33 9.00E+33 1.91E+34 3.99E+34 7.98E+34 5.72E+14 5.24E+14 5.07E+14 4.80E+14 4.40E+14 4.61E+14 4.19E+14 4.19E+14 4.99E+14 3.56E+14 5.13E+14 5.68E+14 5.33E+14 7.84E+14 1.26E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.096  7.25E+37 1.42E+37 3.86E+38 4.72E+32 1.54E+33 3.21E+33 5.13E+33 9.94E+33 1.72E+34 2.83E+34 5.26E+34 8.66E+34 1.85E+35 3.98E+35 7.06E+35 1.59E+36 3.55E+36 7.55E+36 1.14E+15 1.04E+15 1.01E+15 9.56E+14 8.77E+14 9.18E+14 8.35E+14 8.36E+14 9.96E+14 7.10E+14 1.02E+15 1.13E+15 1.06E+15 1.57E+15 2.51E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.244  6.51E+39 1.27E+39 3.49E+40 2.58E+34 8.49E+34 1.80E+35 2.92E+35 5.84E+35 1.04E+36 1.76E+36 3.41E+36 5.82E+36 1.31E+37 2.99E+37 5.54E+37 1.33E+38 3.15E+38 7.14E+38 2.26E+15 2.08E+15 2.01E+15 1.91E+15 1.75E+15 1.83E+15 1.67E+15 1.67E+15 1.99E+15 1.42E+15 2.05E+15 2.27E+15 2.13E+15 3.13E+15 5.02E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.388  5.88E+41 1.15E+41 3.17E+42 1.42E+36 4.68E+36 1.01E+37 1.66E+37 3.43E+37 6.29E+37 1.10E+38 2.21E+38 3.91E+38 9.29E+38 2.24E+39 4.34E+39 1.11E+40 2.81E+40 6.76E+40 4.51E+15 4.13E+15 4.01E+15 3.79E+15 3.48E+15 3.65E+15 3.32E+15 3.33E+15 3.97E+15 2.83E+15 4.09E+15 4.52E+15 4.25E+15 6.25E+15 1.00E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.528  5.34E+43 1.04E+43 2.89E+44 7.75E+37 2.58E+38 5.67E+38 9.44E+38 2.01E+39 3.80E+39 6.84E+39 1.43E+40 2.62E+40 6.58E+40 1.68E+41 3.41E+41 9.26E+41 2.50E+42 6.39E+42 8.97E+15 8.23E+15 7.98E+15 7.56E+15 6.94E+15 7.28E+15 6.62E+15 6.63E+15 7.91E+15 5.64E+15 8.16E+15 9.04E+15 8.48E+15 1.25E+16 2.01E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
