                    *********************************************************************************
                    *  Z= 66 A=162: Positive-Parity Spin-dependent Level Density [MeV-1] for DY162  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
 170.00  3.387  4.63E+23 3.08E+22 6.81E+23 2.67E+20 5.32E+20 7.95E+20 2.32E+21 1.99E+21 2.17E+21 1.74E+21 2.23E+21 2.02E+21 2.23E+21 1.85E+21 1.94E+21 1.64E+21 1.54E+21 1.11E+21 1.04E+21 9.31E+20 7.53E+20 6.05E+20 5.37E+20 5.03E+20 3.90E+20 3.31E+20 3.15E+20 2.55E+20 2.23E+20 1.98E+20 1.54E+20 1.21E+20 1.01E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.485  9.25E+23 6.16E+22 1.36E+24 5.33E+20 1.06E+21 1.59E+21 4.64E+21 3.98E+21 4.34E+21 3.47E+21 4.45E+21 4.03E+21 4.46E+21 3.70E+21 3.87E+21 3.28E+21 3.08E+21 2.22E+21 2.07E+21 1.86E+21 1.51E+21 1.21E+21 1.07E+21 1.00E+21 7.79E+20 6.62E+20 6.29E+20 5.10E+20 4.45E+20 3.96E+20 3.09E+20 2.42E+20 2.02E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.581  1.85E+24 1.23E+23 2.72E+24 1.06E+21 2.12E+21 3.17E+21 9.27E+21 7.95E+21 8.68E+21 6.93E+21 8.90E+21 8.06E+21 8.92E+21 7.39E+21 7.74E+21 6.56E+21 6.15E+21 4.44E+21 4.14E+21 3.72E+21 3.01E+21 2.42E+21 2.15E+21 2.01E+21 1.56E+21 1.32E+21 1.26E+21 1.02E+21 8.90E+20 7.92E+20 6.17E+20 4.84E+20 4.04E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.674  3.69E+24 2.46E+23 5.44E+24 2.13E+21 4.24E+21 6.34E+21 1.85E+22 1.59E+22 1.73E+22 1.38E+22 1.78E+22 1.61E+22 1.78E+22 1.48E+22 1.55E+22 1.31E+22 1.23E+22 8.87E+21 8.28E+21 7.43E+21 6.02E+21 4.83E+21 4.29E+21 4.02E+21 3.12E+21 2.65E+21 2.51E+21 2.04E+21 1.78E+21 1.58E+21 1.23E+21 9.68E+20 8.07E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 66 A=165: Positive-Parity Spin-dependent Level Density [MeV-1] for DY165  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.129  2.00E+00 8.60E+00 9.76E+01 0.00E+00 0.00E+00 1.00E+00 1.73E+00 1.47E+00 1.47E+00 1.47E+00 7.33E-01 7.33E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.183  4.00E+00 1.13E+01 1.29E+02 0.00E+00 0.00E+00 8.54E-01 3.11E+00 2.44E+00 1.22E+00 1.22E+00 1.22E+00 6.11E-01 6.11E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.224  8.00E+00 2.22E+01 2.60E+02 0.00E+00 1.77E-02 2.87E+00 4.95E+00 3.68E+00 3.33E+00 2.09E+00 2.09E+00 1.05E+00 1.05E+00 5.24E-01 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.258  1.60E+01 3.58E+01 3.90E+02 1.24E+00 2.49E+00 4.97E+00 6.52E+00 4.20E+00 4.90E+00 4.19E+00 2.62E+00 2.09E+00 1.05E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.289  3.00E+01 7.69E+01 8.20E+02 3.39E+00 7.97E+00 1.03E+01 1.28E+01 1.07E+01 8.57E+00 7.52E+00 4.71E+00 4.19E+00 2.62E+00 2.09E+00 1.05E+00 5.24E-01 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.316  5.50E+01 1.25E+02 1.33E+03 7.29E+00 1.22E+01 1.53E+01 1.82E+01 1.55E+01 1.84E+01 1.45E+01 8.38E+00 4.71E+00 4.19E+00 2.62E+00 2.09E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.342  1.01E+02 2.44E+02 2.68E+03 1.26E+01 2.16E+01 2.99E+01 3.23E+01 3.42E+01 3.18E+01 2.67E+01 2.06E+01 1.42E+01 8.57E+00 4.71E+00 3.14E+00 2.09E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.365  1.79E+02 3.81E+02 4.25E+03 1.75E+01 3.32E+01 4.59E+01 5.28E+01 5.22E+01 4.82E+01 4.17E+01 3.01E+01 2.31E+01 1.59E+01 8.38E+00 4.71E+00 3.14E+00 2.09E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.387  3.20E+02 7.45E+02 8.51E+03 3.37E+01 5.88E+01 8.47E+01 1.05E+02 1.00E+02 9.41E+01 8.06E+01 6.07E+01 4.85E+01 3.36E+01 2.15E+01 1.20E+01 4.71E+00 3.14E+00 2.09E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.408  5.51E+02 1.11E+03 1.30E+04 4.70E+01 7.81E+01 1.19E+02 1.49E+02 1.47E+02 1.42E+02 1.20E+02 9.99E+01 7.44E+01 5.40E+01 3.41E+01 2.24E+01 9.95E+00 4.71E+00 3.14E+00 1.05E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.428  9.40E+02 2.00E+03 2.42E+04 7.83E+01 1.47E+02 2.12E+02 2.53E+02 2.56E+02 2.39E+02 2.21E+02 1.84E+02 1.43E+02 1.08E+02 6.96E+01 4.36E+01 2.46E+01 1.31E+01 4.71E+00 3.14E+00 1.05E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.447  1.57E+03 3.03E+03 3.67E+04 1.18E+02 2.15E+02 3.31E+02 3.95E+02 3.80E+02 3.49E+02 3.28E+02 2.77E+02 2.13E+02 1.58E+02 1.12E+02 7.33E+01 4.00E+01 2.30E+01 9.95E+00 4.71E+00 2.09E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.465  2.62E+03 5.40E+03 6.69E+04 2.02E+02 3.87E+02 5.69E+02 6.48E+02 6.51E+02 6.34E+02 6.00E+02 5.08E+02 3.88E+02 2.91E+02 2.05E+02 1.40E+02 8.36E+01 5.13E+01 2.46E+01 1.15E+01 4.71E+00 2.09E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.483  4.30E+03 8.02E+03 9.95E+04 3.17E+02 5.97E+02 8.42E+02 9.50E+02 9.41E+02 9.20E+02 8.65E+02 7.54E+02 5.76E+02 4.39E+02 3.14E+02 2.18E+02 1.30E+02 7.74E+01 4.05E+01 1.99E+01 8.38E+00 4.19E+00 2.09E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.500  7.07E+03 1.41E+04 1.79E+05 5.26E+02 9.95E+02 1.42E+03 1.64E+03 1.67E+03 1.63E+03 1.56E+03 1.33E+03 1.03E+03 7.96E+02 5.81E+02 4.07E+02 2.47E+02 1.54E+02 8.62E+01 4.37E+01 2.04E+01 7.33E+00 3.14E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.516  1.14E+04 2.09E+04 2.66E+05 7.65E+02 1.45E+03 2.10E+03 2.42E+03 2.44E+03 2.40E+03 2.28E+03 1.99E+03 1.53E+03 1.19E+03 8.74E+02 5.97E+02 3.76E+02 2.41E+02 1.35E+02 7.37E+01 3.30E+01 1.47E+01 4.71E+00 2.09E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.532  1.86E+04 3.65E+04 4.73E+05 1.25E+03 2.44E+03 3.53E+03 4.10E+03 4.21E+03 4.23E+03 4.02E+03 3.47E+03 2.74E+03 2.18E+03 1.59E+03 1.08E+03 7.01E+02 4.62E+02 2.69E+02 1.42E+02 7.35E+01 3.25E+01 1.47E+01 4.71E+00 2.09E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.548  2.99E+04 5.35E+04 6.96E+05 1.82E+03 3.55E+03 5.14E+03 6.04E+03 6.17E+03 6.07E+03 5.74E+03 5.07E+03 4.04E+03 3.23E+03 2.39E+03 1.63E+03 1.05E+03 6.95E+02 4.15E+02 2.29E+02 1.16E+02 5.69E+01 2.38E+01 7.52E+00 3.14E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.563  4.81E+04 9.23E+04 1.22E+06 3.02E+03 5.84E+03 8.58E+03 1.01E+04 1.05E+04 1.04E+04 1.00E+04 8.84E+03 7.11E+03 5.74E+03 4.28E+03 2.96E+03 1.93E+03 1.29E+03 7.79E+02 4.40E+02 2.31E+02 1.18E+02 5.59E+01 2.06E+01 6.28E+00 2.62E+00 1.05E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.577  7.64E+04 1.34E+05 1.78E+06 4.31E+03 8.52E+03 1.24E+04 1.46E+04 1.51E+04 1.50E+04 1.43E+04 1.29E+04 1.04E+04 8.39E+03 6.31E+03 4.40E+03 2.93E+03 1.95E+03 1.17E+03 6.52E+02 3.67E+02 1.85E+02 8.85E+01 3.42E+01 1.36E+01 4.19E+00 2.09E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.606  1.93E+05 3.31E+05 4.48E+06 1.04E+04 2.03E+04 2.98E+04 3.51E+04 3.64E+04 3.63E+04 3.52E+04 3.20E+04 2.60E+04 2.11E+04 1.62E+04 1.16E+04 7.87E+03 5.37E+03 3.27E+03 1.89E+03 1.07E+03 5.84E+02 2.90E+02 1.22E+02 5.19E+01 1.92E+01 4.71E+00 2.09E+00 5.24E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.632  4.76E+05 8.04E+05 1.11E+07 2.44E+04 4.80E+04 7.02E+04 8.28E+04 8.65E+04 8.69E+04 8.49E+04 7.76E+04 6.38E+04 5.24E+04 4.10E+04 2.96E+04 2.05E+04 1.42E+04 8.92E+03 5.32E+03 3.10E+03 1.69E+03 8.79E+02 4.15E+02 1.85E+02 7.61E+01 2.48E+01 5.24E+00 2.09E+00 1.05E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.658  1.16E+06 1.93E+06 2.70E+07 5.68E+04 1.12E+05 1.64E+05 1.93E+05 2.03E+05 2.06E+05 2.02E+05 1.86E+05 1.54E+05 1.28E+05 1.02E+05 7.41E+04 5.22E+04 3.69E+04 2.37E+04 1.46E+04 8.60E+03 4.84E+03 2.59E+03 1.28E+03 6.26E+02 2.61E+02 9.85E+01 2.89E+01 8.76E+00 2.29E+00 1.05E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.683  2.78E+06 4.55E+06 6.47E+07 1.30E+05 2.57E+05 3.77E+05 4.47E+05 4.72E+05 4.79E+05 4.72E+05 4.38E+05 3.67E+05 3.08E+05 2.47E+05 1.82E+05 1.30E+05 9.36E+04 6.15E+04 3.82E+04 2.33E+04 1.36E+04 7.65E+03 3.78E+03 1.93E+03 8.34E+02 3.46E+02 1.35E+02 4.13E+01 1.06E+01 2.86E+00 1.76E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.707  6.56E+06 1.06E+07 1.53E+08 2.97E+05 5.85E+05 8.58E+05 1.01E+06 1.07E+06 1.10E+06 1.09E+06 1.02E+06 8.63E+05 7.30E+05 5.89E+05 4.39E+05 3.18E+05 2.33E+05 1.55E+05 9.80E+04 6.12E+04 3.69E+04 2.13E+04 1.09E+04 5.66E+03 2.67E+03 1.20E+03 4.94E+02 1.83E+02 5.53E+01 1.63E+01 5.67E+00 1.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.730  1.53E+07 2.45E+07 3.58E+08 6.67E+05 1.32E+06 1.93E+06 2.28E+06 2.43E+06 2.52E+06 2.51E+06 2.35E+06 1.99E+06 1.70E+06 1.39E+06 1.05E+06 7.69E+05 5.68E+05 3.83E+05 2.47E+05 1.58E+05 9.70E+04 5.75E+04 3.03E+04 1.66E+04 8.17E+03 3.75E+03 1.63E+03 6.78E+02 2.44E+02 8.69E+01 3.10E+01 5.62E+00 3.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.753  3.54E+07 5.59E+07 8.29E+08 1.49E+06 2.94E+06 4.31E+06 5.11E+06 5.46E+06 5.67E+06 5.68E+06 5.35E+06 4.57E+06 3.94E+06 3.23E+06 2.45E+06 1.82E+06 1.36E+06 9.35E+05 6.11E+05 3.99E+05 2.49E+05 1.51E+05 8.24E+04 4.68E+04 2.41E+04 1.13E+04 5.09E+03 2.32E+03 1.00E+03 3.92E+02 1.27E+02 4.48E+01 1.15E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.775  8.10E+07 1.26E+08 1.90E+09 3.28E+06 6.49E+06 9.54E+06 1.13E+07 1.21E+07 1.27E+07 1.27E+07 1.20E+07 1.03E+07 8.99E+06 7.43E+06 5.68E+06 4.28E+06 3.22E+06 2.24E+06 1.49E+06 9.83E+05 6.27E+05 3.89E+05 2.18E+05 1.27E+05 6.70E+04 3.32E+04 1.57E+04 7.70E+03 3.41E+03 1.42E+03 5.55E+02 2.21E+02 7.96E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.796  1.83E+08 2.83E+08 4.30E+09 7.19E+06 1.42E+07 2.09E+07 2.49E+07 2.68E+07 2.80E+07 2.82E+07 2.68E+07 2.32E+07 2.03E+07 1.69E+07 1.30E+07 9.88E+06 7.52E+06 5.31E+06 3.55E+06 2.38E+06 1.55E+06 9.83E+05 5.64E+05 3.35E+05 1.82E+05 9.36E+04 4.66E+04 2.38E+04 1.08E+04 4.82E+03 2.11E+03 9.99E+02 3.13E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.816  4.11E+08 6.27E+08 9.64E+09 1.56E+07 3.09E+07 4.55E+07 5.42E+07 5.85E+07 6.14E+07 6.20E+07 5.93E+07 5.15E+07 4.53E+07 3.79E+07 2.94E+07 2.26E+07 1.73E+07 1.24E+07 8.39E+06 5.70E+06 3.77E+06 2.43E+06 1.42E+06 8.65E+05 4.83E+05 2.57E+05 1.32E+05 6.99E+04 3.31E+04 1.59E+04 7.45E+03 3.61E+03 1.29E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
