                    *********************************************************************************
                    *  Z= 68 A=168: Positive-Parity Spin-dependent Level Density [MeV-1] for ER168  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   3.25  0.457  1.64E+03 3.08E+03 3.89E+04 1.01E+02 1.98E+02 3.00E+02 3.71E+02 3.89E+02 3.72E+02 3.60E+02 2.83E+02 2.21E+02 1.70E+02 1.19E+02 8.79E+01 5.25E+01 2.80E+01 1.64E+01 8.11E+00 4.06E+00 1.58E+00 1.05E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.474  2.58E+03 4.46E+03 5.64E+04 1.45E+02 2.92E+02 4.46E+02 5.34E+02 5.49E+02 5.30E+02 5.12E+02 4.10E+02 3.18E+02 2.49E+02 1.71E+02 1.29E+02 7.98E+01 4.50E+01 2.22E+01 1.29E+01 7.23E+00 2.11E+00 1.05E+00 5.27E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.491  4.08E+03 7.52E+03 9.65E+04 2.41E+02 4.76E+02 7.30E+02 8.64E+02 9.26E+02 8.93E+02 8.56E+02 6.97E+02 5.55E+02 4.45E+02 2.98E+02 2.21E+02 1.38E+02 8.64E+01 4.79E+01 2.25E+01 1.37E+01 6.36E+00 2.48E+00 1.05E+00 5.27E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.507  6.37E+03 1.08E+04 1.39E+05 3.62E+02 6.80E+02 1.04E+03 1.26E+03 1.32E+03 1.26E+03 1.20E+03 1.00E+03 7.91E+02 6.38E+02 4.41E+02 3.23E+02 2.05E+02 1.30E+02 7.78E+01 3.80E+01 2.01E+01 1.04E+01 4.59E+00 1.58E+00 5.32E-01 1.87E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.523  9.98E+03 1.81E+04 2.37E+05 5.81E+02 1.11E+03 1.67E+03 2.06E+03 2.18E+03 2.11E+03 2.05E+03 1.68E+03 1.36E+03 1.09E+03 7.69E+02 5.70E+02 3.63E+02 2.33E+02 1.41E+02 7.49E+01 3.60E+01 2.23E+01 1.08E+01 3.16E+00 1.06E+00 1.24E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.538  1.55E+04 2.58E+04 3.38E+05 8.21E+02 1.58E+03 2.38E+03 2.92E+03 3.08E+03 2.96E+03 2.89E+03 2.41E+03 1.92E+03 1.56E+03 1.11E+03 8.14E+02 5.20E+02 3.44E+02 2.07E+02 1.14E+02 5.91E+01 3.27E+01 1.77E+01 7.23E+00 1.60E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.553  2.40E+04 4.28E+04 5.68E+05 1.34E+03 2.59E+03 3.88E+03 4.73E+03 5.01E+03 4.90E+03 4.79E+03 3.99E+03 3.26E+03 2.64E+03 1.91E+03 1.41E+03 9.08E+02 6.13E+02 3.82E+02 2.07E+02 1.13E+02 6.28E+01 3.21E+01 1.50E+01 3.74E+00 2.67E+00 1.05E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.567  3.69E+04 6.05E+04 8.07E+05 1.91E+03 3.70E+03 5.50E+03 6.68E+03 7.00E+03 6.83E+03 6.66E+03 5.65E+03 4.59E+03 3.75E+03 2.76E+03 2.01E+03 1.32E+03 8.98E+02 5.68E+02 3.16E+02 1.70E+02 9.71E+01 4.98E+01 2.61E+01 8.48E+00 4.44E+00 2.11E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.595  8.70E+04 1.40E+05 1.89E+06 4.25E+03 8.41E+03 1.24E+04 1.50E+04 1.58E+04 1.56E+04 1.53E+04 1.31E+04 1.08E+04 8.84E+03 6.58E+03 4.91E+03 3.34E+03 2.22E+03 1.42E+03 8.54E+02 4.80E+02 2.68E+02 1.38E+02 7.52E+01 3.02E+01 1.67E+01 3.88E+00 5.52E+00 1.80E+00 0.00E+00 4.85E-03 9.01E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.621  2.02E+05 3.19E+05 4.39E+06 9.44E+03 1.89E+04 2.77E+04 3.32E+04 3.50E+04 3.50E+04 3.47E+04 2.97E+04 2.50E+04 2.06E+04 1.55E+04 1.16E+04 8.15E+03 5.57E+03 3.58E+03 2.22E+03 1.30E+03 7.54E+02 3.92E+02 2.27E+02 9.96E+01 5.03E+01 1.72E+01 1.34E+01 9.43E+00 1.80E+00 2.04E-01 1.62E+00 5.27E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.647  4.61E+05 7.17E+05 1.00E+07 2.09E+04 4.14E+04 6.09E+04 7.27E+04 7.75E+04 7.76E+04 7.72E+04 6.69E+04 5.65E+04 4.71E+04 3.58E+04 2.73E+04 1.94E+04 1.34E+04 8.80E+03 5.59E+03 3.37E+03 2.01E+03 1.11E+03 6.13E+02 3.05E+02 1.55E+02 6.82E+01 4.31E+01 2.01E+01 1.50E+01 4.04E+00 3.04E+00 1.05E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.671  1.04E+06 1.59E+06 2.26E+07 4.56E+04 8.99E+04 1.32E+05 1.58E+05 1.69E+05 1.70E+05 1.70E+05 1.49E+05 1.26E+05 1.06E+05 8.14E+04 6.32E+04 4.54E+04 3.19E+04 2.15E+04 1.38E+04 8.54E+03 5.11E+03 2.98E+03 1.63E+03 8.37E+02 4.69E+02 2.38E+02 1.23E+02 5.56E+01 5.35E+01 1.86E+01 9.29E+00 1.58E+00 1.58E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.695  2.31E+06 3.49E+06 5.02E+07 9.84E+04 1.93E+05 2.84E+05 3.38E+05 3.63E+05 3.67E+05 3.70E+05 3.26E+05 2.79E+05 2.37E+05 1.83E+05 1.43E+05 1.04E+05 7.41E+04 5.08E+04 3.31E+04 2.09E+04 1.28E+04 7.72E+03 4.29E+03 2.25E+03 1.29E+03 7.08E+02 3.90E+02 1.67E+02 1.43E+02 6.82E+01 3.49E+01 6.89E+00 3.69E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.717  5.08E+06 7.61E+06 1.11E+08 2.09E+05 4.11E+05 6.05E+05 7.21E+05 7.76E+05 7.94E+05 7.99E+05 7.05E+05 6.10E+05 5.21E+05 4.06E+05 3.21E+05 2.35E+05 1.70E+05 1.18E+05 7.83E+04 5.05E+04 3.17E+04 1.92E+04 1.10E+04 6.09E+03 3.51E+03 1.93E+03 1.10E+03 5.88E+02 3.67E+02 1.87E+02 1.41E+02 3.26E+01 1.05E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.739  1.11E+07 1.64E+07 2.42E+08 4.39E+05 8.68E+05 1.28E+06 1.52E+06 1.65E+06 1.69E+06 1.71E+06 1.51E+06 1.32E+06 1.14E+06 8.89E+05 7.10E+05 5.26E+05 3.85E+05 2.70E+05 1.82E+05 1.20E+05 7.62E+04 4.69E+04 2.76E+04 1.58E+04 9.29E+03 5.14E+03 3.03E+03 1.76E+03 1.05E+03 5.20E+02 4.09E+02 1.50E+02 3.69E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.761  2.39E+07 3.50E+07 5.23E+08 9.17E+05 1.82E+06 2.67E+06 3.19E+06 3.46E+06 3.57E+06 3.61E+06 3.22E+06 2.83E+06 2.45E+06 1.93E+06 1.55E+06 1.16E+06 8.58E+05 6.09E+05 4.17E+05 2.79E+05 1.80E+05 1.13E+05 6.77E+04 3.98E+04 2.38E+04 1.36E+04 8.08E+03 4.75E+03 2.89E+03 1.59E+03 1.07E+03 4.47E+02 1.42E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.782  5.12E+07 7.41E+07 1.12E+09 1.90E+06 3.77E+06 5.55E+06 6.65E+06 7.22E+06 7.46E+06 7.57E+06 6.79E+06 6.00E+06 5.22E+06 4.14E+06 3.36E+06 2.53E+06 1.89E+06 1.35E+06 9.40E+05 6.37E+05 4.16E+05 2.66E+05 1.63E+05 9.72E+04 5.92E+04 3.52E+04 2.11E+04 1.23E+04 7.70E+03 4.68E+03 2.82E+03 1.21E+03 4.89E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.802  1.09E+08 1.56E+08 2.38E+09 3.92E+06 7.76E+06 1.14E+07 1.37E+07 1.49E+07 1.55E+07 1.58E+07 1.42E+07 1.26E+07 1.10E+07 8.79E+06 7.19E+06 5.45E+06 4.12E+06 2.98E+06 2.09E+06 1.44E+06 9.52E+05 6.16E+05 3.84E+05 2.33E+05 1.45E+05 8.79E+04 5.36E+04 3.17E+04 2.01E+04 1.26E+04 7.77E+03 3.19E+03 1.32E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.841  5.21E+08 6.70E+08 1.05E+10 1.63E+07 3.23E+07 4.76E+07 5.73E+07 6.27E+07 6.53E+07 6.68E+07 6.07E+07 5.44E+07 4.80E+07 3.87E+07 3.20E+07 2.47E+07 1.89E+07 1.40E+07 9.99E+06 7.02E+06 4.77E+06 3.17E+06 2.03E+06 1.27E+06 8.16E+05 5.11E+05 3.20E+05 1.98E+05 1.29E+05 7.97E+04 5.17E+04 2.37E+04 9.48E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.879  2.26E+09 2.81E+09 4.47E+10 6.61E+07 1.31E+08 1.93E+08 2.33E+08 2.56E+08 2.68E+08 2.76E+08 2.52E+08 2.28E+08 2.03E+08 1.65E+08 1.38E+08 1.08E+08 8.38E+07 6.28E+07 4.58E+07 3.28E+07 2.28E+07 1.54E+07 1.01E+07 6.55E+06 4.30E+06 2.77E+06 1.78E+06 1.13E+06 7.49E+05 4.79E+05 3.15E+05 1.50E+05 6.44E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.914  9.41E+09 1.15E+10 1.86E+11 2.62E+08 5.19E+08 7.67E+08 9.29E+08 1.02E+09 1.07E+09 1.11E+09 1.02E+09 9.29E+08 8.33E+08 6.85E+08 5.78E+08 4.56E+08 3.59E+08 2.73E+08 2.02E+08 1.47E+08 1.04E+08 7.19E+07 4.83E+07 3.19E+07 2.14E+07 1.41E+07 9.31E+06 6.03E+06 4.08E+06 2.67E+06 1.77E+06 8.80E+05 3.92E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.949  3.81E+10 4.59E+10 7.56E+11 1.02E+09 2.02E+09 2.98E+09 3.62E+09 4.00E+09 4.21E+09 4.37E+09 4.04E+09 3.70E+09 3.34E+09 2.77E+09 2.35E+09 1.88E+09 1.49E+09 1.15E+09 8.63E+08 6.38E+08 4.58E+08 3.22E+08 2.20E+08 1.49E+08 1.02E+08 6.85E+07 4.61E+07 3.04E+07 2.10E+07 1.40E+07 9.42E+06 4.82E+06 2.21E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.982  1.03E+11 8.38E+10 1.40E+12 1.80E+09 3.56E+09 5.27E+09 6.54E+09 7.28E+09 7.64E+09 7.95E+09 7.34E+09 6.74E+09 6.07E+09 5.13E+09 4.35E+09 3.51E+09 2.79E+09 2.16E+09 1.63E+09 1.21E+09 8.77E+08 6.20E+08 4.26E+08 2.91E+08 2.01E+08 1.37E+08 9.22E+07 6.16E+07 4.27E+07 2.86E+07 1.94E+07 1.00E+07 4.64E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.015  2.21E+11 1.53E+11 2.58E+12 3.17E+09 6.30E+09 9.33E+09 1.18E+10 1.33E+10 1.39E+10 1.45E+10 1.33E+10 1.23E+10 1.10E+10 9.50E+09 8.04E+09 6.57E+09 5.20E+09 4.08E+09 3.07E+09 2.30E+09 1.68E+09 1.19E+09 8.23E+08 5.68E+08 3.96E+08 2.73E+08 1.85E+08 1.25E+08 8.68E+07 5.84E+07 3.98E+07 2.09E+07 9.73E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.046  4.38E+11 2.80E+11 4.76E+12 5.61E+09 1.11E+10 1.65E+10 2.14E+10 2.42E+10 2.52E+10 2.63E+10 2.42E+10 2.23E+10 2.00E+10 1.76E+10 1.49E+10 1.23E+10 9.71E+09 7.68E+09 5.80E+09 4.37E+09 3.22E+09 2.30E+09 1.59E+09 1.11E+09 7.80E+08 5.45E+08 3.70E+08 2.52E+08 1.77E+08 1.20E+08 8.19E+07 4.36E+07 2.04E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.076  8.34E+11 5.12E+11 8.79E+12 9.92E+09 1.97E+10 2.92E+10 3.88E+10 4.40E+10 4.56E+10 4.79E+10 4.40E+10 4.07E+10 3.64E+10 3.26E+10 2.74E+10 2.30E+10 1.81E+10 1.45E+10 1.10E+10 8.30E+09 6.16E+09 4.42E+09 3.07E+09 2.17E+09 1.54E+09 1.09E+09 7.40E+08 5.11E+08 3.60E+08 2.45E+08 1.68E+08 9.08E+07 4.28E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.106  1.56E+12 9.36E+11 1.62E+13 1.75E+10 3.48E+10 5.16E+10 7.02E+10 8.01E+10 8.28E+10 8.72E+10 7.99E+10 7.41E+10 6.61E+10 6.05E+10 5.07E+10 4.30E+10 3.38E+10 2.73E+10 2.07E+10 1.58E+10 1.18E+10 8.50E+09 5.93E+09 4.24E+09 3.03E+09 2.17E+09 1.48E+09 1.03E+09 7.32E+08 5.00E+08 3.46E+08 1.89E+08 8.98E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.134  2.88E+12 1.71E+12 3.00E+13 3.10E+10 6.16E+10 9.13E+10 1.27E+11 1.46E+11 1.50E+11 1.59E+11 1.45E+11 1.35E+11 1.20E+11 1.12E+11 9.37E+10 8.03E+10 6.31E+10 5.14E+10 3.90E+10 2.99E+10 2.26E+10 1.64E+10 1.15E+10 8.28E+09 5.97E+09 4.34E+09 2.96E+09 2.09E+09 1.49E+09 1.02E+09 7.12E+08 3.94E+08 1.88E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.203  1.48E+13 7.78E+12 1.40E+14 1.29E+11 2.56E+11 3.80E+11 5.60E+11 6.54E+11 6.66E+11 7.10E+11 6.46E+11 6.04E+11 5.35E+11 5.24E+11 4.35E+11 3.84E+11 3.00E+11 2.50E+11 1.91E+11 1.49E+11 1.14E+11 8.41E+10 5.95E+10 4.42E+10 3.25E+10 2.44E+10 1.68E+10 1.22E+10 8.82E+09 6.13E+09 4.32E+09 2.47E+09 1.20E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.268  6.88E+13 3.55E+13 6.57E+14 5.35E+11 1.06E+12 1.58E+12 2.47E+12 2.93E+12 2.95E+12 3.17E+12 2.87E+12 2.70E+12 2.38E+12 2.45E+12 2.02E+12 1.84E+12 1.43E+12 1.22E+12 9.36E+11 7.41E+11 5.81E+11 4.32E+11 3.09E+11 2.36E+11 1.77E+11 1.38E+11 9.52E+10 7.10E+10 5.21E+10 3.67E+10 2.62E+10 1.54E+10 7.63E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.389  2.02E+15 7.44E+14 1.46E+16 9.23E+12 1.84E+13 2.74E+13 4.79E+13 5.87E+13 5.80E+13 6.34E+13 5.69E+13 5.41E+13 4.72E+13 5.35E+13 4.34E+13 4.20E+13 3.24E+13 2.90E+13 2.24E+13 1.83E+13 1.49E+13 1.14E+13 8.31E+12 6.73E+12 5.27E+12 4.36E+12 3.06E+12 2.41E+12 1.82E+12 1.31E+12 9.62E+11 6.05E+11 3.10E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.604  1.73E+18 3.44E+17 7.75E+18 2.75E+15 5.49E+15 8.20E+15 1.80E+16 2.36E+16 2.24E+16 2.53E+16 2.23E+16 2.17E+16 1.85E+16 2.55E+16 2.01E+16 2.20E+16 1.66E+16 1.63E+16 1.29E+16 1.12E+16 9.89E+15 7.92E+15 6.02E+15 5.46E+15 4.65E+15 4.38E+15 3.16E+15 2.78E+15 2.23E+15 1.69E+15 1.30E+15 9.30E+14 5.09E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.793  6.88E+18 6.87E+17 1.55E+19 5.49E+15 1.10E+16 1.64E+16 3.60E+16 4.72E+16 4.47E+16 5.06E+16 4.45E+16 4.33E+16 3.70E+16 5.10E+16 4.02E+16 4.39E+16 3.32E+16 3.27E+16 2.58E+16 2.24E+16 1.98E+16 1.58E+16 1.20E+16 1.09E+16 9.30E+15 8.77E+15 6.32E+15 5.55E+15 4.45E+15 3.37E+15 2.60E+15 1.86E+15 1.02E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.965  1.72E+19 1.37E+18 3.09E+19 1.10E+16 2.19E+16 3.27E+16 7.20E+16 9.43E+16 8.93E+16 1.01E+17 8.88E+16 8.65E+16 7.39E+16 1.02E+17 8.04E+16 8.77E+16 6.63E+16 6.52E+16 5.15E+16 4.47E+16 3.95E+16 3.17E+16 2.41E+16 2.18E+16 1.86E+16 1.75E+16 1.26E+16 1.11E+16 8.90E+15 6.74E+15 5.20E+15 3.72E+15 2.04E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.122  3.78E+19 2.74E+18 6.18E+19 2.19E+16 4.37E+16 6.53E+16 1.44E+17 1.88E+17 1.78E+17 2.02E+17 1.77E+17 1.73E+17 1.48E+17 2.04E+17 1.61E+17 1.75E+17 1.32E+17 1.30E+17 1.03E+17 8.94E+16 7.89E+16 6.33E+16 4.81E+16 4.36E+16 3.72E+16 3.50E+16 2.52E+16 2.22E+16 1.78E+16 1.35E+16 1.04E+16 7.43E+15 4.07E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.269  7.89E+19 5.48E+18 1.24E+20 4.37E+16 8.73E+16 1.30E+17 2.87E+17 3.76E+17 3.56E+17 4.03E+17 3.54E+17 3.45E+17 2.95E+17 4.07E+17 3.21E+17 3.50E+17 2.65E+17 2.61E+17 2.06E+17 1.79E+17 1.58E+17 1.26E+17 9.61E+16 8.72E+16 7.43E+16 7.00E+16 5.05E+16 4.43E+16 3.56E+16 2.69E+16 2.08E+16 1.49E+16 8.14E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
