                    *********************************************************************************
                    *  Z= 73 A=181: Positive-Parity Spin-dependent Level Density [MeV-1] for TA181  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   8.00  0.693  5.98E+06 9.29E+06 1.26E+08 3.11E+05 6.16E+05 8.60E+05 9.66E+05 1.09E+06 1.03E+06 9.67E+05 8.03E+05 6.81E+05 5.46E+05 4.16E+05 3.07E+05 2.31E+05 1.58E+05 1.05E+05 7.42E+04 4.87E+04 3.22E+04 2.06E+04 1.40E+04 8.14E+03 5.35E+03 3.46E+03 2.18E+03 1.38E+03 9.08E+02 4.52E+02 2.07E+02 8.24E+01 1.76E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.715  1.35E+07 2.07E+07 2.86E+08 6.79E+05 1.35E+06 1.88E+06 2.12E+06 2.39E+06 2.27E+06 2.14E+06 1.79E+06 1.52E+06 1.23E+06 9.49E+05 7.09E+05 5.37E+05 3.72E+05 2.51E+05 1.81E+05 1.20E+05 8.15E+04 5.29E+04 3.66E+04 2.17E+04 1.45E+04 9.68E+03 6.21E+03 4.06E+03 2.73E+03 1.47E+03 6.79E+02 2.85E+02 6.49E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.736  3.01E+07 4.58E+07 6.40E+08 1.47E+06 2.92E+06 4.08E+06 4.61E+06 5.20E+06 4.95E+06 4.70E+06 3.96E+06 3.38E+06 2.76E+06 2.14E+06 1.61E+06 1.23E+06 8.65E+05 5.92E+05 4.31E+05 2.91E+05 2.01E+05 1.33E+05 9.36E+04 5.67E+04 3.86E+04 2.61E+04 1.72E+04 1.14E+04 7.83E+03 4.29E+03 2.06E+03 9.13E+02 2.12E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.756  6.66E+07 1.00E+08 1.42E+09 3.15E+06 6.26E+06 8.76E+06 9.93E+06 1.12E+07 1.07E+07 1.02E+07 8.66E+06 7.44E+06 6.11E+06 4.77E+06 3.63E+06 2.80E+06 1.99E+06 1.37E+06 1.01E+06 6.94E+05 4.85E+05 3.28E+05 2.34E+05 1.44E+05 9.93E+04 6.80E+04 4.56E+04 3.10E+04 2.17E+04 1.22E+04 6.00E+03 2.73E+03 7.38E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.775  1.46E+08 2.18E+08 3.12E+09 6.73E+06 1.34E+07 1.87E+07 2.13E+07 2.41E+07 2.31E+07 2.21E+07 1.88E+07 1.62E+07 1.34E+07 1.05E+07 8.07E+06 6.29E+06 4.50E+06 3.15E+06 2.35E+06 1.63E+06 1.15E+06 7.89E+05 5.71E+05 3.57E+05 2.50E+05 1.74E+05 1.18E+05 8.18E+04 5.81E+04 3.34E+04 1.67E+04 8.01E+03 2.23E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.813  7.57E+08 1.00E+09 1.47E+10 2.99E+07 5.94E+07 8.35E+07 9.52E+07 1.08E+08 1.04E+08 1.00E+08 8.61E+07 7.51E+07 6.26E+07 4.99E+07 3.88E+07 3.07E+07 2.24E+07 1.59E+07 1.21E+07 8.59E+06 6.22E+06 4.36E+06 3.23E+06 2.08E+06 1.49E+06 1.06E+06 7.44E+05 5.28E+05 3.84E+05 2.28E+05 1.18E+05 6.12E+04 1.86E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.849  3.51E+09 4.50E+09 6.74E+10 1.30E+08 2.58E+08 3.63E+08 4.15E+08 4.73E+08 4.59E+08 4.44E+08 3.84E+08 3.37E+08 2.84E+08 2.29E+08 1.80E+08 1.44E+08 1.07E+08 7.74E+07 5.98E+07 4.32E+07 3.18E+07 2.28E+07 1.72E+07 1.13E+07 8.31E+06 6.06E+06 4.33E+06 3.14E+06 2.33E+06 1.43E+06 7.63E+05 4.14E+05 1.34E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.884  1.56E+10 1.97E+10 3.00E+11 5.51E+08 1.09E+09 1.54E+09 1.77E+09 2.02E+09 1.97E+09 1.92E+09 1.67E+09 1.48E+09 1.25E+09 1.02E+09 8.09E+08 6.55E+08 4.92E+08 3.62E+08 2.84E+08 2.08E+08 1.56E+08 1.14E+08 8.70E+07 5.86E+07 4.37E+07 3.25E+07 2.37E+07 1.75E+07 1.32E+07 8.28E+06 4.54E+06 2.56E+06 8.66E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.917  6.74E+10 8.39E+10 1.31E+12 2.29E+09 4.55E+09 6.42E+09 7.38E+09 8.45E+09 8.28E+09 8.08E+09 7.08E+09 6.30E+09 5.38E+09 4.41E+09 3.54E+09 2.89E+09 2.20E+09 1.64E+09 1.30E+09 9.66E+08 7.34E+08 5.43E+08 4.22E+08 2.89E+08 2.19E+08 1.65E+08 1.22E+08 9.19E+07 7.07E+07 4.52E+07 2.52E+07 1.47E+07 5.16E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.950  1.88E+11 1.58E+11 2.49E+12 4.17E+09 8.29E+09 1.19E+10 1.38E+10 1.58E+10 1.53E+10 1.51E+10 1.34E+10 1.19E+10 1.03E+10 8.44E+09 6.75E+09 5.56E+09 4.20E+09 3.16E+09 2.53E+09 1.89E+09 1.45E+09 1.07E+09 8.39E+08 5.78E+08 4.41E+08 3.36E+08 2.49E+08 1.87E+08 1.46E+08 9.45E+07 5.29E+07 3.09E+07 1.12E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.981  4.16E+11 2.98E+11 4.73E+12 7.60E+09 1.51E+10 2.20E+10 2.57E+10 2.95E+10 2.84E+10 2.84E+10 2.53E+10 2.26E+10 1.96E+10 1.62E+10 1.29E+10 1.07E+10 8.03E+09 6.12E+09 4.93E+09 3.70E+09 2.85E+09 2.12E+09 1.67E+09 1.15E+09 8.88E+08 6.82E+08 5.06E+08 3.82E+08 3.03E+08 1.98E+08 1.11E+08 6.51E+07 2.42E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.011  8.45E+11 5.61E+11 9.02E+12 1.38E+10 2.75E+10 4.06E+10 4.81E+10 5.51E+10 5.27E+10 5.31E+10 4.78E+10 4.27E+10 3.74E+10 3.09E+10 2.46E+10 2.06E+10 1.53E+10 1.18E+10 9.61E+09 7.25E+09 5.61E+09 4.18E+09 3.31E+09 2.30E+09 1.79E+09 1.38E+09 1.03E+09 7.80E+08 6.27E+08 4.13E+08 2.33E+08 1.37E+08 5.23E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.040  1.65E+12 1.06E+12 1.72E+13 2.52E+10 5.02E+10 7.52E+10 8.98E+10 1.03E+11 9.76E+10 9.96E+10 9.04E+10 8.09E+10 7.13E+10 5.92E+10 4.68E+10 3.95E+10 2.93E+10 2.29E+10 1.87E+10 1.42E+10 1.11E+10 8.26E+09 6.58E+09 4.60E+09 3.60E+09 2.81E+09 2.09E+09 1.59E+09 1.30E+09 8.64E+08 4.87E+08 2.89E+08 1.13E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.069  3.18E+12 1.99E+12 3.28E+13 4.60E+10 9.15E+10 1.39E+11 1.68E+11 1.93E+11 1.81E+11 1.87E+11 1.71E+11 1.53E+11 1.36E+11 1.13E+11 8.93E+10 7.60E+10 5.61E+10 4.42E+10 3.65E+10 2.78E+10 2.18E+10 1.63E+10 1.31E+10 9.19E+09 7.24E+09 5.71E+09 4.25E+09 3.25E+09 2.68E+09 1.81E+09 1.02E+09 6.09E+08 2.45E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.096  6.06E+12 3.76E+12 6.25E+13 8.39E+10 1.67E+11 2.57E+11 3.13E+11 3.60E+11 3.35E+11 3.49E+11 3.23E+11 2.90E+11 2.59E+11 2.17E+11 1.70E+11 1.46E+11 1.07E+11 8.54E+10 7.12E+10 5.44E+10 4.29E+10 3.22E+10 2.60E+10 1.84E+10 1.46E+10 1.16E+10 8.63E+09 6.63E+09 5.56E+09 3.78E+09 2.14E+09 1.28E+09 5.31E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.163  3.38E+13 1.84E+13 3.15E+14 3.76E+11 7.49E+11 1.20E+12 1.49E+12 1.72E+12 1.57E+12 1.68E+12 1.59E+12 1.43E+12 1.30E+12 1.10E+12 8.55E+11 7.49E+11 5.41E+11 4.44E+11 3.77E+11 2.92E+11 2.33E+11 1.76E+11 1.45E+11 1.04E+11 8.38E+10 6.81E+10 5.08E+10 3.94E+10 3.42E+10 2.39E+10 1.36E+10 8.27E+09 3.66E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.226  1.70E+14 9.06E+13 1.59E+15 1.69E+12 3.36E+12 5.58E+12 7.12E+12 8.19E+12 7.32E+12 8.06E+12 7.79E+12 7.04E+12 6.56E+12 5.57E+12 4.30E+12 3.84E+12 2.73E+12 2.30E+12 2.00E+12 1.56E+12 1.27E+12 9.67E+11 8.04E+11 5.84E+11 4.82E+11 4.00E+11 2.99E+11 2.34E+11 2.11E+11 1.51E+11 8.66E+10 5.33E+10 2.52E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.343  5.91E+15 2.21E+15 4.13E+16 3.39E+13 6.77E+13 1.21E+14 1.62E+14 1.86E+14 1.60E+14 1.86E+14 1.88E+14 1.71E+14 1.66E+14 1.43E+14 1.08E+14 1.01E+14 6.97E+13 6.22E+13 5.63E+13 4.49E+13 3.77E+13 2.91E+13 2.49E+13 1.86E+13 1.59E+13 1.38E+13 1.04E+13 8.28E+12 8.01E+12 6.05E+12 3.51E+12 2.21E+12 1.20E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.551  6.85E+18 1.37E+18 2.94E+19 1.37E+16 2.74E+16 5.68E+16 8.35E+16 9.67E+16 7.62E+16 9.91E+16 1.10E+17 1.01E+17 1.06E+17 9.42E+16 6.89E+16 6.94E+16 4.53E+16 4.53E+16 4.45E+16 3.72E+16 3.31E+16 2.62E+16 2.39E+16 1.87E+16 1.74E+16 1.65E+16 1.25E+16 1.03E+16 1.15E+16 9.67E+15 5.74E+15 3.82E+15 2.71E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.734  2.73E+19 2.73E+18 5.87E+19 2.75E+16 5.48E+16 1.13E+17 1.67E+17 1.93E+17 1.52E+17 1.98E+17 2.19E+17 2.02E+17 2.12E+17 1.88E+17 1.38E+17 1.39E+17 9.06E+16 9.05E+16 8.90E+16 7.43E+16 6.61E+16 5.25E+16 4.78E+16 3.75E+16 3.48E+16 3.30E+16 2.50E+16 2.07E+16 2.31E+16 1.93E+16 1.15E+16 7.64E+15 5.43E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.899  6.83E+19 5.46E+18 1.17E+20 5.48E+16 1.09E+17 2.27E+17 3.33E+17 3.86E+17 3.04E+17 3.96E+17 4.38E+17 4.03E+17 4.23E+17 3.76E+17 2.75E+17 2.77E+17 1.81E+17 1.81E+17 1.78E+17 1.48E+17 1.32E+17 1.05E+17 9.55E+16 7.49E+16 6.95E+16 6.59E+16 4.99E+16 4.13E+16 4.62E+16 3.87E+16 2.29E+16 1.53E+16 1.09E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.051  1.50E+20 1.09E+19 2.34E+20 1.10E+17 2.19E+17 4.53E+17 6.66E+17 7.71E+17 6.08E+17 7.91E+17 8.74E+17 8.06E+17 8.45E+17 7.52E+17 5.50E+17 5.54E+17 3.62E+17 3.62E+17 3.55E+17 2.97E+17 2.64E+17 2.10E+17 1.91E+17 1.50E+17 1.39E+17 1.32E+17 9.98E+16 8.26E+16 9.23E+16 7.73E+16 4.59E+16 3.05E+16 2.17E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.193  3.14E+20 2.18E+19 4.68E+20 2.19E+17 4.37E+17 9.05E+17 1.33E+18 1.54E+18 1.21E+18 1.58E+18 1.75E+18 1.61E+18 1.69E+18 1.50E+18 1.10E+18 1.11E+18 7.23E+17 7.23E+17 7.10E+17 5.93E+17 5.28E+17 4.19E+17 3.82E+17 2.99E+17 2.78E+17 2.63E+17 1.99E+17 1.65E+17 1.84E+17 1.55E+17 9.17E+16 6.10E+16 4.34E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.326  6.41E+20 4.36E+19 9.36E+20 4.37E+17 8.73E+17 1.81E+18 2.66E+18 3.08E+18 2.42E+18 3.16E+18 3.49E+18 3.22E+18 3.38E+18 3.00E+18 2.20E+18 2.21E+18 1.44E+18 1.44E+18 1.42E+18 1.19E+18 1.06E+18 8.37E+17 7.63E+17 5.98E+17 5.55E+17 5.27E+17 3.99E+17 3.30E+17 3.69E+17 3.09E+17 1.83E+17 1.22E+17 8.67E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.452  1.29E+21 8.71E+19 1.87E+21 8.73E+17 1.74E+18 3.61E+18 5.31E+18 6.15E+18 4.84E+18 6.31E+18 6.98E+18 6.43E+18 6.75E+18 6.00E+18 4.39E+18 4.42E+18 2.89E+18 2.89E+18 2.84E+18 2.37E+18 2.11E+18 1.67E+18 1.52E+18 1.20E+18 1.11E+18 1.05E+18 7.97E+17 6.60E+17 7.37E+17 6.18E+17 3.67E+17 2.44E+17 1.73E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.571  2.60E+21 1.74E+20 3.74E+21 1.74E+18 3.48E+18 7.22E+18 1.06E+19 1.23E+19 9.68E+18 1.26E+19 1.39E+19 1.29E+19 1.35E+19 1.20E+19 8.77E+18 8.84E+18 5.77E+18 5.77E+18 5.67E+18 4.74E+18 4.22E+18 3.35E+18 3.05E+18 2.39E+18 2.22E+18 2.10E+18 1.59E+18 1.32E+18 1.47E+18 1.24E+18 7.33E+17 4.88E+17 3.47E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.686  5.21E+21 3.48E+20 7.47E+21 3.48E+18 6.96E+18 1.44E+19 2.12E+19 2.46E+19 1.93E+19 2.52E+19 2.79E+19 2.57E+19 2.69E+19 2.40E+19 1.75E+19 1.77E+19 1.15E+19 1.15E+19 1.13E+19 9.47E+18 8.43E+18 6.69E+18 6.09E+18 4.78E+18 4.43E+18 4.21E+18 3.19E+18 2.64E+18 2.95E+18 2.47E+18 1.47E+18 9.76E+17 6.93E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.795  1.04E+22 6.95E+20 1.49E+22 6.96E+18 1.39E+19 2.88E+19 4.24E+19 4.91E+19 3.86E+19 5.03E+19 5.57E+19 5.13E+19 5.38E+19 4.79E+19 3.50E+19 3.53E+19 2.30E+19 2.31E+19 2.27E+19 1.89E+19 1.69E+19 1.34E+19 1.22E+19 9.56E+18 8.86E+18 8.41E+18 6.37E+18 5.28E+18 5.89E+18 4.94E+18 2.93E+18 1.95E+18 1.39E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.901  2.08E+22 1.39E+21 2.98E+22 1.39E+19 2.78E+19 5.76E+19 8.47E+19 9.80E+19 7.72E+19 1.01E+20 1.11E+20 1.03E+20 1.08E+20 9.58E+19 7.00E+19 7.05E+19 4.61E+19 4.61E+19 4.53E+19 3.78E+19 3.37E+19 2.67E+19 2.43E+19 1.91E+19 1.77E+19 1.68E+19 1.27E+19 1.05E+19 1.18E+19 9.87E+18 5.86E+18 3.90E+18 2.77E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.003  4.17E+22 2.77E+21 5.96E+22 2.78E+19 5.54E+19 1.15E+20 1.69E+20 1.96E+20 1.54E+20 2.01E+20 2.22E+20 2.05E+20 2.15E+20 1.91E+20 1.40E+20 1.41E+20 9.20E+19 9.21E+19 9.05E+19 7.56E+19 6.73E+19 5.34E+19 4.87E+19 3.82E+19 3.54E+19 3.36E+19 2.55E+19 2.11E+19 2.36E+19 1.97E+19 1.17E+19 7.80E+18 5.54E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.101  8.33E+22 5.54E+21 1.19E+23 5.55E+19 1.11E+20 2.30E+20 3.38E+20 3.91E+20 3.08E+20 4.01E+20 4.44E+20 4.10E+20 4.30E+20 3.82E+20 2.80E+20 2.82E+20 1.84E+20 1.84E+20 1.81E+20 1.51E+20 1.35E+20 1.07E+20 9.73E+19 7.63E+19 7.08E+19 6.72E+19 5.09E+19 4.22E+19 4.71E+19 3.95E+19 2.34E+19 1.56E+19 1.11E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.197  1.66E+23 1.11E+22 2.38E+23 1.11E+20 2.21E+20 4.59E+20 6.76E+20 7.82E+20 6.16E+20 8.02E+20 8.88E+20 8.18E+20 8.59E+20 7.64E+20 5.59E+20 5.63E+20 3.68E+20 3.68E+20 3.62E+20 3.02E+20 2.69E+20 2.13E+20 1.94E+20 1.53E+20 1.42E+20 1.34E+20 1.02E+20 8.43E+19 9.42E+19 7.89E+19 4.68E+19 3.12E+19 2.22E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.289  3.33E+23 2.21E+22 4.76E+23 2.21E+20 4.42E+20 9.17E+20 1.35E+21 1.56E+21 1.23E+21 1.60E+21 1.77E+21 1.64E+21 1.72E+21 1.53E+21 1.12E+21 1.13E+21 7.35E+20 7.35E+20 7.23E+20 6.04E+20 5.38E+20 4.27E+20 3.89E+20 3.05E+20 2.83E+20 2.69E+20 2.03E+20 1.68E+20 1.88E+20 1.58E+20 9.36E+19 6.23E+19 4.43E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.379  6.64E+23 4.43E+22 9.52E+23 4.42E+20 8.83E+20 1.83E+21 2.70E+21 3.12E+21 2.46E+21 3.20E+21 3.54E+21 3.27E+21 3.43E+21 3.05E+21 2.23E+21 2.25E+21 1.47E+21 1.47E+21 1.44E+21 1.21E+21 1.08E+21 8.53E+20 7.77E+20 6.10E+20 5.66E+20 5.37E+20 4.07E+20 3.37E+20 3.76E+20 3.15E+20 1.87E+20 1.25E+20 8.86E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.467  1.33E+24 8.84E+22 1.90E+24 8.83E+20 1.76E+21 3.66E+21 5.39E+21 6.24E+21 4.91E+21 6.40E+21 7.08E+21 6.53E+21 6.85E+21 6.10E+21 4.46E+21 4.50E+21 2.93E+21 2.94E+21 2.89E+21 2.41E+21 2.15E+21 1.70E+21 1.55E+21 1.22E+21 1.13E+21 1.07E+21 8.13E+20 6.73E+20 7.53E+20 6.31E+20 3.74E+20 2.49E+20 1.77E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
