                    *********************************************************************************
                    *  Z= 73 A=181: Positive-Parity Spin-dependent Level Density [MeV-1] for TA181  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
  30.00  1.350  9.10E+15 3.41E+15 6.29E+16 5.13E+13 1.02E+14 1.83E+14 2.76E+14 2.81E+14 2.58E+14 2.78E+14 3.01E+14 2.64E+14 2.49E+14 2.15E+14 1.79E+14 1.51E+14 1.18E+14 1.04E+14 8.20E+13 6.37E+13 5.25E+13 4.45E+13 3.50E+13 2.91E+13 2.02E+13 1.80E+13 1.39E+13 1.09E+13 9.35E+12 7.73E+12 5.44E+12 3.04E+12 1.65E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.559  1.16E+19 2.32E+18 4.93E+19 2.24E+16 4.47E+16 9.26E+16 1.63E+17 1.57E+17 1.37E+17 1.61E+17 1.95E+17 1.68E+17 1.71E+17 1.54E+17 1.28E+17 1.15E+17 8.95E+16 8.91E+16 7.18E+16 5.79E+16 5.07E+16 4.59E+16 3.81E+16 3.42E+16 2.42E+16 2.42E+16 1.99E+16 1.64E+16 1.50E+16 1.48E+16 1.13E+16 6.28E+15 4.19E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.743  4.65E+19 4.64E+18 9.86E+19 4.47E+16 8.93E+16 1.85E+17 3.26E+17 3.14E+17 2.75E+17 3.21E+17 3.90E+17 3.35E+17 3.43E+17 3.08E+17 2.56E+17 2.31E+17 1.79E+17 1.78E+17 1.44E+17 1.16E+17 1.01E+17 9.18E+16 7.62E+16 6.84E+16 4.83E+16 4.83E+16 3.97E+16 3.27E+16 2.99E+16 2.95E+16 2.25E+16 1.26E+16 8.37E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.910  1.16E+20 9.28E+18 1.97E+20 8.93E+16 1.78E+17 3.70E+17 6.51E+17 6.28E+17 5.49E+17 6.41E+17 7.79E+17 6.70E+17 6.85E+17 6.16E+17 5.12E+17 4.61E+17 3.57E+17 3.56E+17 2.87E+17 2.32E+17 2.02E+17 1.83E+17 1.52E+17 1.37E+17 9.66E+16 9.65E+16 7.94E+16 6.54E+16 5.98E+16 5.90E+16 4.50E+16 2.51E+16 1.67E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.063  2.55E+20 1.85E+19 3.94E+20 1.78E+17 3.56E+17 7.39E+17 1.30E+18 1.25E+18 1.10E+18 1.28E+18 1.56E+18 1.34E+18 1.37E+18 1.23E+18 1.02E+18 9.22E+17 7.14E+17 7.12E+17 5.74E+17 4.63E+17 4.05E+17 3.67E+17 3.04E+17 2.73E+17 1.93E+17 1.93E+17 1.59E+17 1.31E+17 1.20E+17 1.18E+17 9.00E+16 5.02E+16 3.35E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.205  5.33E+20 3.71E+19 7.87E+20 3.56E+17 7.12E+17 1.48E+18 2.60E+18 2.51E+18 2.19E+18 2.56E+18 3.11E+18 2.68E+18 2.73E+18 2.46E+18 2.04E+18 1.84E+18 1.43E+18 1.42E+18 1.15E+18 9.25E+17 8.09E+17 7.33E+17 6.08E+17 5.47E+17 3.86E+17 3.86E+17 3.17E+17 2.61E+17 2.39E+17 2.36E+17 1.80E+17 1.00E+17 6.69E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.339  1.09E+21 7.41E+19 1.57E+21 7.12E+17 1.42E+18 2.95E+18 5.19E+18 5.01E+18 4.38E+18 5.11E+18 6.22E+18 5.35E+18 5.47E+18 4.92E+18 4.09E+18 3.68E+18 2.85E+18 2.84E+18 2.29E+18 1.85E+18 1.62E+18 1.47E+18 1.22E+18 1.09E+18 7.71E+17 7.71E+17 6.34E+17 5.22E+17 4.78E+17 4.72E+17 3.60E+17 2.01E+17 1.34E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.465  2.20E+21 1.48E+20 3.15E+21 1.42E+18 2.84E+18 5.89E+18 1.04E+19 1.00E+19 8.75E+18 1.02E+19 1.24E+19 1.07E+19 1.09E+19 9.83E+18 8.17E+18 7.36E+18 5.70E+18 5.68E+18 4.58E+18 3.70E+18 3.23E+18 2.93E+18 2.43E+18 2.18E+18 1.54E+18 1.54E+18 1.27E+18 1.04E+18 9.56E+17 9.44E+17 7.19E+17 4.01E+17 2.68E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.586  4.42E+21 2.96E+20 6.29E+21 2.84E+18 5.67E+18 1.18E+19 2.07E+19 2.00E+19 1.75E+19 2.04E+19 2.48E+19 2.14E+19 2.18E+19 1.96E+19 1.63E+19 1.47E+19 1.14E+19 1.14E+19 9.16E+18 7.39E+18 6.46E+18 5.86E+18 4.86E+18 4.37E+18 3.08E+18 3.08E+18 2.53E+18 2.09E+18 1.91E+18 1.89E+18 1.44E+18 8.02E+17 5.35E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.701  8.85E+21 5.91E+20 1.26E+22 5.68E+18 1.13E+19 2.35E+19 4.14E+19 4.00E+19 3.49E+19 4.08E+19 4.96E+19 4.27E+19 4.36E+19 3.93E+19 3.26E+19 2.94E+19 2.28E+19 2.27E+19 1.83E+19 1.48E+19 1.29E+19 1.17E+19 9.72E+18 8.73E+18 6.16E+18 6.16E+18 5.07E+18 4.17E+18 3.82E+18 3.77E+18 2.88E+18 1.60E+18 1.07E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.811  1.77E+22 1.18E+21 2.51E+22 1.13E+19 2.26E+19 4.70E+19 8.28E+19 7.99E+19 6.98E+19 8.15E+19 9.92E+19 8.53E+19 8.72E+19 7.85E+19 6.52E+19 5.88E+19 4.55E+19 4.54E+19 3.66E+19 2.95E+19 2.58E+19 2.34E+19 1.94E+19 1.75E+19 1.23E+19 1.23E+19 1.01E+19 8.35E+18 7.64E+18 7.54E+18 5.75E+18 3.21E+18 2.14E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.917  3.54E+22 2.36E+21 5.02E+22 2.27E+19 4.52E+19 9.39E+19 1.65E+20 1.60E+20 1.39E+20 1.63E+20 1.98E+20 1.70E+20 1.74E+20 1.57E+20 1.30E+20 1.17E+20 9.10E+19 9.07E+19 7.31E+19 5.90E+19 5.16E+19 4.68E+19 3.88E+19 3.49E+19 2.46E+19 2.46E+19 2.03E+19 1.67E+19 1.53E+19 1.51E+19 1.15E+19 6.41E+18 4.28E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.019  7.08E+22 4.72E+21 1.00E+23 4.53E+19 9.04E+19 1.88E+20 3.31E+20 3.19E+20 2.79E+20 3.26E+20 3.96E+20 3.41E+20 3.48E+20 3.13E+20 2.60E+20 2.35E+20 1.82E+20 1.81E+20 1.46E+20 1.18E+20 1.03E+20 9.35E+19 7.76E+19 6.98E+19 4.92E+19 4.93E+19 4.05E+19 3.34E+19 3.05E+19 3.02E+19 2.30E+19 1.28E+19 8.56E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.118  1.42E+23 9.43E+21 2.01E+23 9.04E+19 1.81E+20 3.75E+20 6.61E+20 6.37E+20 5.57E+20 6.51E+20 7.92E+20 6.81E+20 6.96E+20 6.26E+20 5.21E+20 4.69E+20 3.64E+20 3.62E+20 2.92E+20 2.36E+20 2.06E+20 1.87E+20 1.55E+20 1.39E+20 9.85E+19 9.85E+19 8.10E+19 6.67E+19 6.11E+19 6.03E+19 4.60E+19 2.56E+19 1.71E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.214  2.83E+23 1.89E+22 4.01E+23 1.81E+20 3.61E+20 7.49E+20 1.32E+21 1.27E+21 1.11E+21 1.30E+21 1.58E+21 1.36E+21 1.39E+21 1.25E+21 1.04E+21 9.38E+20 7.27E+20 7.24E+20 5.84E+20 4.71E+20 4.12E+20 3.74E+20 3.10E+20 2.79E+20 1.97E+20 1.97E+20 1.62E+20 1.33E+20 1.22E+20 1.21E+20 9.19E+19 5.13E+19 3.42E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.307  5.66E+23 3.77E+22 8.01E+23 3.61E+20 7.21E+20 1.50E+21 2.64E+21 2.54E+21 2.22E+21 2.60E+21 3.16E+21 2.72E+21 2.78E+21 2.50E+21 2.08E+21 1.87E+21 1.45E+21 1.45E+21 1.17E+21 9.42E+20 8.24E+20 7.47E+20 6.20E+20 5.57E+20 3.94E+20 3.94E+20 3.24E+20 2.67E+20 2.44E+20 2.41E+20 1.84E+20 1.02E+20 6.84E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.398  1.13E+24 7.53E+22 1.60E+24 7.21E+20 1.44E+21 2.99E+21 5.27E+21 5.09E+21 4.44E+21 5.19E+21 6.32E+21 5.43E+21 5.56E+21 5.00E+21 4.16E+21 3.75E+21 2.90E+21 2.89E+21 2.33E+21 1.88E+21 1.65E+21 1.49E+21 1.24E+21 1.11E+21 7.87E+20 7.87E+20 6.47E+20 5.33E+20 4.88E+20 4.82E+20 3.67E+20 2.05E+20 1.37E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.486  2.26E+24 1.50E+23 3.20E+24 1.44E+21 2.88E+21 5.97E+21 1.05E+22 1.02E+22 8.87E+21 1.04E+22 1.26E+22 1.09E+22 1.11E+22 9.99E+21 8.31E+21 7.49E+21 5.80E+21 5.79E+21 4.66E+21 3.76E+21 3.29E+21 2.99E+21 2.48E+21 2.23E+21 1.57E+21 1.57E+21 1.29E+21 1.07E+21 9.76E+20 9.64E+20 7.35E+20 4.10E+20 2.74E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 73 A=183: Positive-Parity Spin-dependent Level Density [MeV-1] for TA183  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.123  1.00E+00 7.78E+00 7.47E+01 0.00E+00 0.00E+00 2.00E+00 1.68E+00 1.37E+00 1.37E+00 1.37E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.173  4.00E+00 1.10E+01 1.01E+02 8.33E-01 5.69E-01 1.69E+00 2.81E+00 1.71E+00 1.14E+00 1.14E+00 1.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.212  8.00E+00 2.02E+01 1.91E+02 7.25E-01 1.25E+00 3.63E+00 4.61E+00 3.42E+00 3.15E+00 1.46E+00 9.76E-01 9.76E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.245  1.40E+01 2.61E+01 2.67E+02 7.25E-01 1.25E+00 2.91E+00 5.81E+00 5.37E+00 4.13E+00 2.93E+00 9.76E-01 9.76E-01 9.76E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.274  2.40E+01 5.70E+01 5.71E+02 2.42E+00 5.64E+00 9.06E+00 1.02E+01 8.75E+00 6.80E+00 4.92E+00 3.21E+00 2.92E+00 1.46E+00 1.69E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.300  4.20E+01 8.63E+01 8.75E+02 3.62E+00 7.84E+00 1.22E+01 1.58E+01 1.46E+01 1.05E+01 6.87E+00 5.88E+00 4.39E+00 2.92E+00 1.69E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.324  7.10E+01 1.47E+02 1.54E+03 7.71E+00 1.44E+01 1.86E+01 2.12E+01 2.19E+01 2.07E+01 1.52E+01 8.32E+00 7.33E+00 6.08E+00 3.16E+00 2.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.347  1.16E+02 2.15E+02 2.28E+03 1.21E+01 2.09E+01 2.61E+01 3.32E+01 2.95E+01 2.62E+01 2.37E+01 1.42E+01 1.09E+01 8.55E+00 5.83E+00 2.18E+00 1.46E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.368  1.96E+02 4.21E+02 4.43E+03 2.04E+01 4.41E+01 5.86E+01 6.36E+01 6.04E+01 4.88E+01 3.90E+01 3.14E+01 2.11E+01 1.40E+01 1.00E+01 6.31E+00 3.38E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.388  3.24E+02 6.02E+02 6.59E+03 2.50E+01 5.31E+01 7.50E+01 9.38E+01 9.05E+01 7.49E+01 5.87E+01 4.32E+01 3.60E+01 2.13E+01 1.35E+01 9.52E+00 6.27E+00 1.69E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.407  5.30E+02 1.05E+03 1.17E+04 4.85E+01 9.50E+01 1.29E+02 1.37E+02 1.46E+02 1.38E+02 1.13E+02 8.21E+01 5.62E+01 4.53E+01 2.27E+01 1.68E+01 1.19E+01 6.18E+00 1.43E+00 3.79E-02 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.425  8.58E+02 1.58E+03 1.77E+04 7.50E+01 1.42E+02 1.92E+02 2.09E+02 2.22E+02 1.88E+02 1.67E+02 1.30E+02 8.95E+01 6.21E+01 4.22E+01 2.57E+01 1.72E+01 9.82E+00 4.15E+00 4.90E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.442  1.40E+03 2.73E+03 3.13E+04 1.22E+02 2.35E+02 3.19E+02 3.49E+02 3.86E+02 3.43E+02 2.92E+02 2.16E+02 1.72E+02 1.16E+02 7.79E+01 4.59E+01 2.87E+01 1.82E+01 9.52E+00 3.87E+00 7.58E-01 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.459  2.23E+03 3.93E+03 4.56E+04 1.73E+02 3.34E+02 4.50E+02 4.85E+02 5.39E+02 4.87E+02 4.28E+02 3.24E+02 2.43E+02 1.82E+02 1.14E+02 7.55E+01 4.07E+01 2.63E+01 1.62E+01 7.03E+00 9.84E-01 1.20E+00 0.00E+00 2.26E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.475  3.59E+03 6.94E+03 8.12E+04 3.04E+02 5.92E+02 8.16E+02 8.55E+02 9.28E+02 8.24E+02 7.49E+02 5.83E+02 4.30E+02 3.11E+02 2.16E+02 1.42E+02 9.05E+01 4.77E+01 2.87E+01 1.42E+01 5.76E+00 1.92E+00 9.40E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.490  5.72E+03 1.01E+04 1.19E+05 4.23E+02 8.27E+02 1.17E+03 1.27E+03 1.37E+03 1.19E+03 1.06E+03 8.41E+02 6.45E+02 4.66E+02 3.18E+02 2.05E+02 1.34E+02 7.59E+01 4.10E+01 2.37E+01 1.01E+01 3.77E+00 2.37E+00 9.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
