                    *********************************************************************************
                    *  Z= 57 A=139: Positive-Parity Spin-dependent Level Density [MeV-1] for LA139  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
  20.00  1.258  1.31E+11 7.47E+10 1.62E+12 9.71E+08 1.90E+09 2.77E+09 3.53E+09 4.16E+09 4.66E+09 5.01E+09 5.20E+09 5.25E+09 5.16E+09 4.96E+09 4.66E+09 4.29E+09 3.87E+09 3.42E+09 2.96E+09 2.52E+09 2.10E+09 1.72E+09 1.38E+09 1.09E+09 8.45E+08 6.39E+08 4.72E+08 3.40E+08 2.42E+08 1.95E+08 1.51E+08 2.28E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.334  6.21E+11 3.17E+11 7.14E+12 3.86E+09 7.57E+09 1.10E+10 1.41E+10 1.67E+10 1.87E+10 2.02E+10 2.12E+10 2.15E+10 2.13E+10 2.06E+10 1.96E+10 1.82E+10 1.66E+10 1.49E+10 1.31E+10 1.13E+10 9.59E+09 8.01E+09 6.58E+09 5.32E+09 4.22E+09 3.28E+09 2.48E+09 1.85E+09 1.36E+09 1.19E+09 1.00E+09 1.82E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.407  2.71E+12 1.36E+12 3.19E+13 1.53E+10 3.01E+10 4.39E+10 5.62E+10 6.68E+10 7.53E+10 8.19E+10 8.61E+10 8.81E+10 8.79E+10 8.58E+10 8.22E+10 7.74E+10 7.16E+10 6.50E+10 5.79E+10 5.07E+10 4.38E+10 3.73E+10 3.13E+10 2.59E+10 2.10E+10 1.68E+10 1.31E+10 1.00E+10 7.65E+09 7.28E+09 6.68E+09 1.46E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.541  7.06E+13 2.58E+13 6.77E+14 2.42E+11 4.76E+11 6.96E+11 8.96E+11 1.07E+12 1.22E+12 1.34E+12 1.42E+12 1.48E+12 1.50E+12 1.49E+12 1.45E+12 1.40E+12 1.32E+12 1.23E+12 1.13E+12 1.02E+12 9.13E+11 8.07E+11 7.07E+11 6.13E+11 5.24E+11 4.41E+11 3.62E+11 2.95E+11 2.42E+11 2.71E+11 2.97E+11 9.32E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.779  6.79E+16 1.35E+16 5.23E+17 6.02E+13 1.19E+14 1.75E+14 2.27E+14 2.76E+14 3.19E+14 3.58E+14 3.90E+14 4.15E+14 4.33E+14 4.45E+14 4.52E+14 4.55E+14 4.53E+14 4.45E+14 4.31E+14 4.14E+14 3.97E+14 3.78E+14 3.61E+14 3.44E+14 3.25E+14 3.04E+14 2.78E+14 2.55E+14 2.43E+14 3.76E+14 5.85E+14 3.82E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.989  2.71E+17 2.70E+16 1.05E+18 1.20E+14 2.37E+14 3.50E+14 4.54E+14 5.51E+14 6.36E+14 7.14E+14 7.79E+14 8.29E+14 8.65E+14 8.89E+14 9.03E+14 9.10E+14 9.06E+14 8.89E+14 8.62E+14 8.26E+14 7.92E+14 7.56E+14 7.22E+14 6.87E+14 6.50E+14 6.07E+14 5.56E+14 5.10E+14 4.86E+14 7.52E+14 1.17E+15 7.64E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.179  6.76E+17 5.40E+16 2.09E+18 2.40E+14 4.73E+14 6.98E+14 9.06E+14 1.10E+15 1.27E+15 1.43E+15 1.55E+15 1.65E+15 1.73E+15 1.77E+15 1.80E+15 1.82E+15 1.81E+15 1.78E+15 1.72E+15 1.65E+15 1.58E+15 1.51E+15 1.44E+15 1.37E+15 1.30E+15 1.21E+15 1.11E+15 1.02E+15 9.72E+14 1.50E+15 2.34E+15 1.53E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.354  1.49E+18 1.08E+17 4.18E+18 4.79E+14 9.45E+14 1.39E+15 1.81E+15 2.19E+15 2.54E+15 2.85E+15 3.10E+15 3.30E+15 3.45E+15 3.54E+15 3.60E+15 3.63E+15 3.61E+15 3.55E+15 3.44E+15 3.30E+15 3.16E+15 3.02E+15 2.88E+15 2.74E+15 2.59E+15 2.42E+15 2.22E+15 2.04E+15 1.94E+15 3.01E+15 4.67E+15 3.05E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.516  3.10E+18 2.16E+17 8.35E+18 9.55E+14 1.89E+15 2.78E+15 3.61E+15 4.38E+15 5.06E+15 5.68E+15 6.20E+15 6.60E+15 6.88E+15 7.07E+15 7.19E+15 7.24E+15 7.21E+15 7.08E+15 6.87E+15 6.59E+15 6.32E+15 6.03E+15 5.76E+15 5.48E+15 5.18E+15 4.84E+15 4.44E+15 4.07E+15 3.88E+15 6.01E+15 9.34E+15 6.11E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.669  6.34E+18 4.31E+17 1.67E+19 1.91E+15 3.76E+15 5.55E+15 7.21E+15 8.74E+15 1.01E+16 1.13E+16 1.24E+16 1.32E+16 1.37E+16 1.41E+16 1.43E+16 1.45E+16 1.44E+16 1.41E+16 1.37E+16 1.32E+16 1.26E+16 1.20E+16 1.15E+16 1.10E+16 1.04E+16 9.68E+15 8.87E+15 8.13E+15 7.76E+15 1.20E+16 1.87E+16 1.22E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.813  1.28E+19 8.61E+17 3.33E+19 3.81E+15 7.51E+15 1.11E+16 1.44E+16 1.75E+16 2.02E+16 2.26E+16 2.47E+16 2.63E+16 2.74E+16 2.82E+16 2.87E+16 2.89E+16 2.88E+16 2.83E+16 2.74E+16 2.63E+16 2.52E+16 2.41E+16 2.30E+16 2.19E+16 2.07E+16 1.93E+16 1.77E+16 1.63E+16 1.55E+16 2.40E+16 3.74E+16 2.44E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.950  2.57E+19 1.72E+18 6.66E+19 7.60E+15 1.50E+16 2.21E+16 2.87E+16 3.48E+16 4.03E+16 4.52E+16 4.93E+16 5.25E+16 5.48E+16 5.63E+16 5.72E+16 5.77E+16 5.74E+16 5.64E+16 5.47E+16 5.25E+16 5.04E+16 4.81E+16 4.59E+16 4.37E+16 4.14E+16 3.87E+16 3.54E+16 3.25E+16 3.10E+16 4.81E+16 7.47E+16 4.88E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.082  5.15E+19 3.44E+18 1.33E+20 1.52E+16 2.99E+16 4.41E+16 5.73E+16 6.95E+16 8.04E+16 9.02E+16 9.84E+16 1.05E+17 1.09E+17 1.12E+17 1.14E+17 1.15E+17 1.15E+17 1.13E+17 1.09E+17 1.05E+17 1.01E+17 9.61E+16 9.18E+16 8.74E+16 8.27E+16 7.73E+16 7.08E+16 6.50E+16 6.20E+16 9.61E+16 1.49E+17 9.77E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.207  1.03E+20 6.87E+18 2.66E+20 3.03E+16 5.98E+16 8.81E+16 1.14E+17 1.39E+17 1.60E+17 1.80E+17 1.96E+17 2.09E+17 2.18E+17 2.24E+17 2.28E+17 2.30E+17 2.29E+17 2.25E+17 2.18E+17 2.09E+17 2.01E+17 1.92E+17 1.83E+17 1.75E+17 1.65E+17 1.54E+17 1.41E+17 1.30E+17 1.24E+17 1.92E+17 2.99E+17 1.95E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.329  2.06E+20 1.37E+19 5.32E+20 6.04E+16 1.19E+17 1.76E+17 2.28E+17 2.77E+17 3.20E+17 3.59E+17 3.92E+17 4.18E+17 4.36E+17 4.48E+17 4.56E+17 4.59E+17 4.58E+17 4.50E+17 4.36E+17 4.18E+17 4.02E+17 3.83E+17 3.66E+17 3.49E+17 3.30E+17 3.09E+17 2.83E+17 2.60E+17 2.48E+17 3.84E+17 5.97E+17 3.91E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.445  4.12E+20 2.74E+19 1.06E+21 1.21E+17 2.38E+17 3.51E+17 4.56E+17 5.53E+17 6.39E+17 7.18E+17 7.83E+17 8.34E+17 8.71E+17 8.95E+17 9.10E+17 9.17E+17 9.14E+17 8.98E+17 8.71E+17 8.36E+17 8.02E+17 7.66E+17 7.32E+17 6.97E+17 6.60E+17 6.17E+17 5.65E+17 5.19E+17 4.95E+17 7.68E+17 1.19E+18 7.81E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.558  8.23E+20 5.48E+19 2.13E+21 2.41E+17 4.75E+17 7.01E+17 9.10E+17 1.10E+18 1.28E+18 1.43E+18 1.56E+18 1.66E+18 1.74E+18 1.79E+18 1.82E+18 1.83E+18 1.82E+18 1.79E+18 1.74E+18 1.67E+18 1.60E+18 1.53E+18 1.46E+18 1.39E+18 1.32E+18 1.23E+18 1.13E+18 1.04E+18 9.90E+17 1.53E+18 2.39E+18 1.56E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.668  1.64E+21 1.10E+20 4.25E+21 4.80E+17 9.48E+17 1.40E+18 1.82E+18 2.20E+18 2.55E+18 2.86E+18 3.12E+18 3.32E+18 3.47E+18 3.57E+18 3.63E+18 3.66E+18 3.64E+18 3.58E+18 3.47E+18 3.34E+18 3.20E+18 3.06E+18 2.92E+18 2.78E+18 2.63E+18 2.46E+18 2.26E+18 2.07E+18 1.98E+18 3.07E+18 4.77E+18 3.12E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.774  3.29E+21 2.19E+20 8.49E+21 9.59E+17 1.89E+18 2.79E+18 3.63E+18 4.40E+18 5.08E+18 5.71E+18 6.23E+18 6.63E+18 6.93E+18 7.12E+18 7.24E+18 7.30E+18 7.28E+18 7.15E+18 6.94E+18 6.66E+18 6.40E+18 6.11E+18 5.84E+18 5.56E+18 5.27E+18 4.92E+18 4.51E+18 4.14E+18 3.96E+18 6.13E+18 9.54E+18 6.25E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.878  6.57E+21 4.37E+20 1.70E+22 1.91E+18 3.78E+18 5.57E+18 7.24E+18 8.78E+18 1.01E+19 1.14E+19 1.24E+19 1.32E+19 1.38E+19 1.42E+19 1.45E+19 1.46E+19 1.45E+19 1.43E+19 1.39E+19 1.33E+19 1.28E+19 1.22E+19 1.17E+19 1.11E+19 1.05E+19 9.84E+18 9.02E+18 8.28E+18 7.91E+18 1.23E+19 1.91E+19 1.25E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.978  1.31E+22 8.74E+20 3.39E+22 3.82E+18 7.54E+18 1.11E+19 1.44E+19 1.75E+19 2.03E+19 2.27E+19 2.48E+19 2.64E+19 2.76E+19 2.84E+19 2.89E+19 2.91E+19 2.90E+19 2.85E+19 2.77E+19 2.66E+19 2.55E+19 2.44E+19 2.33E+19 2.22E+19 2.10E+19 1.97E+19 1.80E+19 1.66E+19 1.58E+19 2.45E+19 3.82E+19 2.50E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
