                    *********************************************************************************
                    *  Z= 88 A=227: Positive-Parity Spin-dependent Level Density [MeV-1] for RA227  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
  22.50  1.044  1.29E+15 8.01E+14 3.78E+16 1.20E+05 4.62E+04 2.11E+04 1.86E+06 6.24E+04 1.61E+06 2.39E+07 7.15E+08 9.61E+06 1.64E+06 1.22E+07 2.83E+06 2.61E+04 1.74E+05 4.48E+08 3.06E+10 1.41E+12 7.07E+12 1.62E+13 3.63E+13 5.58E+13 1.41E+14 1.72E+14 1.20E+14 8.92E+13 6.45E+13 4.14E+13 2.93E+13 1.82E+13 8.69E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.101  1.09E+16 6.90E+15 3.33E+17 3.30E+03 7.83E+02 2.54E+02 8.87E+04 9.78E+02 6.59E+04 2.17E+06 1.69E+08 6.31E+05 5.00E+04 6.10E+05 8.88E+04 1.94E+02 2.19E+03 5.36E+07 1.25E+10 1.83E+12 1.55E+13 4.82E+13 1.48E+14 2.87E+14 1.07E+15 1.57E+15 1.13E+15 8.77E+14 6.63E+14 4.44E+14 3.27E+14 2.12E+14 1.10E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.206  1.52E+18 5.96E+17 2.96E+19 2.51E+00 0.00E+00 0.00E+00 2.01E+02 0.00E+00 1.10E+02 1.79E+04 9.49E+06 2.73E+03 4.67E+01 1.53E+03 8.73E+01 0.00E+00 3.48E-01 7.67E+05 2.07E+09 3.09E+12 7.42E+13 4.27E+14 2.49E+15 7.59E+15 6.16E+16 1.32E+17 9.99E+16 8.47E+16 6.98E+16 5.08E+16 4.07E+16 2.85E+16 1.76E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.392  1.36E+22 2.71E+21 1.29E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.22E+00 2.98E+04 5.09E-02 0.00E+00 9.60E-03 0.00E+00 0.00E+00 0.00E+00 1.57E+02 5.72E+07 8.78E+12 1.70E+15 3.35E+16 6.98E+17 5.31E+18 2.04E+20 9.33E+20 7.82E+20 7.89E+20 2.08E+17 1.52E+17 1.22E+17 8.52E+16 5.25E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.557  5.43E+22 5.43E+21 2.58E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 9.36E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.58E+06 2.50E+13 3.91E+16 2.63E+18 1.39E+18 1.06E+19 4.08E+20 1.87E+21 1.56E+21 1.58E+21 6.21E+17 4.52E+17 3.63E+17 2.54E+17 1.57E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.705  1.37E+23 1.11E+22 5.25E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.35E+04 7.10E+13 8.97E+17 2.06E+20 2.78E+18 2.12E+19 8.16E+20 3.73E+21 3.13E+21 3.16E+21 1.85E+18 1.35E+18 1.08E+18 7.59E+17 4.69E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.842  3.82E+23 3.79E+22 1.65E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.20E+03 2.02E+14 2.06E+19 1.62E+22 5.56E+18 4.24E+19 1.63E+21 7.46E+21 6.25E+21 6.31E+21 5.52E+18 4.02E+18 3.23E+18 2.27E+18 1.40E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.969  7.13E+24 1.31E+24 5.03E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.31E+01 5.74E+14 4.73E+20 1.27E+24 1.11E+19 8.47E+19 3.26E+21 1.49E+22 1.25E+22 1.26E+22 1.64E+19 1.20E+19 9.63E+18 6.77E+18 4.18E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.088  5.12E+26 9.96E+25 3.78E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.63E+15 1.09E+22 9.95E+25 2.21E+19 1.69E+20 6.53E+21 2.98E+22 2.50E+22 2.52E+22 4.90E+19 3.58E+19 2.87E+19 2.02E+19 1.25E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.201  4.00E+28 7.81E+27 2.97E+29 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.64E+15 2.49E+23 7.80E+27 4.42E+19 3.38E+20 1.31E+22 5.97E+22 5.00E+22 5.05E+22 1.46E+20 1.07E+20 8.58E+19 6.03E+19 3.73E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.309  3.14E+30 6.12E+29 2.33E+31 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.32E+16 5.72E+24 6.12E+29 8.83E+19 6.76E+20 2.61E+22 1.19E+23 1.00E+23 1.01E+23 4.36E+20 3.18E+20 2.56E+20 1.80E+20 1.12E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.411  2.46E+32 4.80E+31 1.83E+33 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.75E+16 1.31E+26 4.80E+31 1.76E+20 1.35E+21 5.22E+22 2.39E+23 2.00E+23 2.02E+23 1.30E+21 9.49E+20 7.64E+20 5.37E+20 3.33E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.510  1.93E+34 3.77E+33 1.43E+35 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.07E+17 3.01E+27 3.77E+33 3.52E+20 2.70E+21 1.04E+23 4.77E+23 4.00E+23 4.04E+23 3.87E+21 2.83E+21 2.28E+21 1.60E+21 9.96E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.605  1.52E+36 2.96E+35 1.12E+37 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.03E+17 6.92E+28 2.96E+35 7.02E+20 5.40E+21 2.09E+23 9.54E+23 8.00E+23 8.08E+23 1.15E+22 8.44E+21 6.80E+21 4.79E+21 2.97E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.696  1.19E+38 2.32E+37 8.81E+38 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.61E+17 1.59E+30 2.32E+37 1.40E+21 1.08E+22 4.17E+23 1.91E+24 1.60E+24 1.62E+24 3.44E+22 2.52E+22 2.03E+22 1.43E+22 8.89E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.784  9.33E+39 1.82E+39 6.92E+40 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.45E+18 3.64E+31 1.82E+39 2.80E+21 2.16E+22 8.35E+23 3.82E+24 3.20E+24 3.23E+24 1.03E+23 7.51E+22 6.06E+22 4.27E+22 2.65E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.870  7.32E+41 1.43E+41 5.43E+42 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.96E+18 8.37E+32 1.43E+41 5.59E+21 4.31E+22 1.67E+24 7.63E+24 6.40E+24 6.46E+24 3.06E+23 2.24E+23 1.81E+23 1.27E+23 7.93E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  2.953  5.75E+43 1.12E+43 4.26E+44 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.98E+19 1.92E+34 1.12E+43 1.12E+22 8.61E+22 3.34E+24 1.53E+25 1.28E+25 1.29E+25 9.11E+23 6.68E+23 5.39E+23 3.80E+23 2.37E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.034  4.51E+45 8.79E+44 3.34E+46 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.63E+19 4.41E+35 8.79E+44 2.23E+22 1.72E+23 6.67E+24 3.05E+25 2.56E+25 2.58E+25 2.72E+24 1.99E+24 1.61E+24 1.13E+24 7.08E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.113  3.54E+47 6.89E+46 2.62E+48 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.60E+20 1.01E+37 6.89E+46 4.45E+22 3.44E+23 1.33E+25 6.11E+25 5.12E+25 5.17E+25 8.10E+24 5.94E+24 4.80E+24 3.39E+24 2.11E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
