                    *********************************************************************************
                    *  Z= 40 A= 92: Positive-Parity Spin-dependent Level Density [MeV-1] for ZR 92  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   3.00  0.593  1.60E+01 2.08E+01 1.18E+02 4.29E+00 2.86E+00 4.29E+00 3.62E+00 3.57E+00 7.14E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.617  2.10E+01 2.36E+01 1.64E+02 2.86E+00 2.86E+00 5.00E+00 3.62E+00 4.29E+00 2.14E+00 2.14E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.640  2.80E+01 2.79E+01 1.84E+02 3.57E+00 4.29E+00 5.71E+00 4.33E+00 5.00E+00 2.14E+00 2.14E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.662  3.80E+01 5.43E+01 3.81E+02 6.43E+00 5.71E+00 1.29E+01 7.86E+00 1.00E+01 3.57E+00 5.71E+00 7.14E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.684  5.30E+01 6.50E+01 4.51E+02 7.14E+00 7.14E+00 1.71E+01 8.57E+00 1.14E+01 5.00E+00 6.43E+00 7.14E-01 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.705  7.30E+01 9.36E+01 7.05E+02 9.29E+00 8.57E+00 2.07E+01 1.50E+01 1.57E+01 8.57E+00 9.29E+00 2.86E+00 2.86E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.726  9.80E+01 1.04E+02 7.72E+02 1.14E+01 9.29E+00 2.36E+01 1.50E+01 1.86E+01 8.57E+00 9.29E+00 3.57E+00 3.57E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.746  1.33E+02 1.81E+02 1.42E+03 1.50E+01 1.86E+01 3.50E+01 2.93E+01 3.07E+01 1.86E+01 1.64E+01 9.29E+00 5.71E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.765  1.83E+02 2.16E+02 1.73E+03 1.71E+01 2.14E+01 4.21E+01 3.50E+01 3.64E+01 2.21E+01 2.07E+01 1.07E+01 7.14E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.802  3.36E+02 3.96E+02 3.44E+03 2.14E+01 3.86E+01 6.79E+01 6.14E+01 6.86E+01 4.50E+01 4.00E+01 2.29E+01 1.86E+01 6.43E+00 4.29E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.838  6.33E+02 7.91E+02 7.13E+03 4.07E+01 6.93E+01 1.26E+02 1.18E+02 1.37E+02 9.43E+01 8.57E+01 4.86E+01 3.86E+01 1.64E+01 1.21E+01 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.872  1.22E+03 1.54E+03 1.45E+04 7.57E+01 1.29E+02 2.26E+02 2.21E+02 2.50E+02 1.91E+02 1.71E+02 1.08E+02 8.36E+01 4.21E+01 2.71E+01 1.00E+01 6.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.905  2.34E+03 2.94E+03 2.89E+04 1.22E+02 2.32E+02 3.99E+02 4.14E+02 4.57E+02 3.73E+02 3.31E+02 2.26E+02 1.70E+02 9.79E+01 6.43E+01 2.64E+01 1.57E+01 4.29E+00 2.86E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.937  4.50E+03 5.71E+03 5.79E+04 2.04E+02 4.47E+02 7.31E+02 7.96E+02 8.57E+02 7.37E+02 6.51E+02 4.66E+02 3.53E+02 2.11E+02 1.37E+02 6.50E+01 3.86E+01 1.07E+01 5.71E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.968  8.51E+03 1.03E+04 1.08E+05 3.29E+02 7.74E+02 1.26E+03 1.40E+03 1.51E+03 1.33E+03 1.19E+03 8.84E+02 6.78E+02 4.27E+02 2.86E+02 1.46E+02 8.43E+01 3.14E+01 1.79E+01 3.57E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.997  1.59E+04 1.91E+04 2.05E+05 5.85E+02 1.37E+03 2.24E+03 2.50E+03 2.74E+03 2.45E+03 2.22E+03 1.68E+03 1.31E+03 8.47E+02 5.73E+02 3.05E+02 1.81E+02 7.21E+01 3.71E+01 9.29E+00 5.71E+00 7.14E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.026  2.92E+04 3.42E+04 3.77E+05 9.72E+02 2.33E+03 3.78E+03 4.33E+03 4.74E+03 4.34E+03 3.95E+03 3.10E+03 2.45E+03 1.66E+03 1.14E+03 6.59E+02 3.99E+02 1.87E+02 1.01E+02 3.50E+01 1.64E+01 2.86E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.054  5.36E+04 6.33E+04 7.16E+05 1.66E+03 4.17E+03 6.67E+03 7.81E+03 8.54E+03 8.01E+03 7.30E+03 5.90E+03 4.67E+03 3.28E+03 2.28E+03 1.37E+03 8.44E+02 4.26E+02 2.30E+02 9.21E+01 4.86E+01 1.36E+01 7.86E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.082  9.81E+04 1.15E+05 1.33E+06 2.78E+03 7.26E+03 1.15E+04 1.37E+04 1.50E+04 1.43E+04 1.31E+04 1.08E+04 8.73E+03 6.32E+03 4.51E+03 2.84E+03 1.80E+03 9.72E+02 5.50E+02 2.43E+02 1.26E+02 4.29E+01 2.21E+01 3.57E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.135  3.45E+05 3.78E+05 4.63E+06 8.19E+03 2.20E+04 3.47E+04 4.21E+04 4.67E+04 4.58E+04 4.29E+04 3.67E+04 3.03E+04 2.30E+04 1.70E+04 1.14E+04 7.59E+03 4.52E+03 2.69E+03 1.40E+03 7.56E+02 3.36E+02 1.69E+02 6.00E+01 3.00E+01 7.86E+00 3.57E+00 0.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.185  1.15E+06 1.23E+06 1.57E+07 2.37E+04 6.59E+04 1.04E+05 1.28E+05 1.43E+05 1.44E+05 1.37E+05 1.20E+05 1.02E+05 8.02E+04 6.11E+04 4.34E+04 2.99E+04 1.91E+04 1.19E+04 6.79E+03 3.83E+03 1.91E+03 9.81E+02 4.14E+02 1.96E+02 6.43E+01 3.00E+01 5.71E+00 3.57E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.233  3.74E+06 3.97E+06 5.30E+07 6.98E+04 1.97E+05 3.10E+05 3.89E+05 4.38E+05 4.48E+05 4.33E+05 3.91E+05 3.37E+05 2.75E+05 2.15E+05 1.59E+05 1.14E+05 7.64E+04 4.98E+04 3.03E+04 1.80E+04 9.83E+03 5.31E+03 2.56E+03 1.26E+03 5.20E+02 2.36E+02 7.71E+01 3.50E+01 7.14E+00 3.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.280  1.20E+07 1.26E+07 1.75E+08 2.05E+05 5.85E+05 9.20E+05 1.17E+06 1.32E+06 1.37E+06 1.35E+06 1.24E+06 1.09E+06 9.08E+05 7.28E+05 5.55E+05 4.08E+05 2.85E+05 1.92E+05 1.23E+05 7.60E+04 4.41E+04 2.49E+04 1.30E+04 6.72E+03 3.12E+03 1.47E+03 5.81E+02 2.59E+02 8.07E+01 3.29E+01 5.71E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.325  2.85E+07 2.03E+07 2.85E+08 3.19E+05 9.17E+05 1.44E+06 1.84E+06 2.09E+06 2.18E+06 2.15E+06 1.99E+06 1.76E+06 1.48E+06 1.19E+06 9.19E+05 6.81E+05 4.81E+05 3.28E+05 2.12E+05 1.33E+05 7.83E+04 4.49E+04 2.41E+04 1.27E+04 6.16E+03 3.00E+03 1.29E+03 5.90E+02 2.12E+02 9.11E+01 2.44E+01 1.22E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.368  5.49E+07 3.26E+07 4.64E+08 4.98E+05 1.44E+06 2.26E+06 2.89E+06 3.30E+06 3.47E+06 3.42E+06 3.19E+06 2.84E+06 2.41E+06 1.96E+06 1.52E+06 1.14E+06 8.12E+05 5.58E+05 3.66E+05 2.31E+05 1.39E+05 8.09E+04 4.46E+04 2.40E+04 1.22E+04 6.13E+03 2.00E+03 9.21E+02 3.44E+02 1.49E+02 4.32E+01 2.16E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.410  9.75E+07 5.25E+07 7.57E+08 7.78E+05 2.25E+06 3.55E+06 4.55E+06 5.22E+06 5.51E+06 5.46E+06 5.13E+06 4.59E+06 3.92E+06 3.21E+06 2.52E+06 1.90E+06 1.37E+06 9.51E+05 6.31E+05 4.03E+05 2.46E+05 1.46E+05 8.24E+04 4.55E+04 2.41E+04 1.25E+04 3.10E+03 1.25E+03 4.75E+02 2.08E+02 6.19E+01 3.10E+01 1.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.451  1.66E+08 8.46E+07 1.23E+09 1.21E+06 3.53E+06 5.57E+06 7.17E+06 8.24E+06 8.74E+06 8.72E+06 8.24E+06 7.42E+06 6.39E+06 5.27E+06 4.17E+06 3.17E+06 2.31E+06 1.62E+06 1.09E+06 7.03E+05 4.37E+05 2.62E+05 1.52E+05 8.60E+04 4.76E+04 2.56E+04 4.81E+03 1.58E+03 6.07E+02 2.66E+02 8.06E+01 4.03E+01 1.33E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.491  2.77E+08 1.36E+08 2.02E+09 1.89E+06 5.54E+06 8.74E+06 1.13E+07 1.30E+07 1.39E+07 1.39E+07 1.32E+07 1.20E+07 1.04E+07 8.65E+06 6.91E+06 5.30E+06 3.90E+06 2.76E+06 1.88E+06 1.23E+06 7.75E+05 4.73E+05 2.82E+05 1.63E+05 9.41E+04 5.22E+04 7.46E+03 2.00E+03 7.38E+02 3.24E+02 9.94E+01 4.97E+01 1.67E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.530  4.55E+08 2.20E+08 3.30E+09 2.96E+06 8.69E+06 1.37E+07 1.78E+07 2.06E+07 2.20E+07 2.22E+07 2.12E+07 1.94E+07 1.69E+07 1.42E+07 1.14E+07 8.84E+06 6.59E+06 4.70E+06 3.24E+06 2.14E+06 1.38E+06 8.51E+05 5.21E+05 3.07E+05 1.86E+05 1.07E+05 1.16E+04 2.53E+03 8.70E+02 3.82E+02 1.18E+02 5.90E+01 2.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.623  1.64E+09 7.30E+08 1.14E+10 8.99E+06 2.68E+07 4.23E+07 5.54E+07 6.45E+07 7.00E+07 7.13E+07 6.94E+07 6.43E+07 5.74E+07 4.89E+07 4.04E+07 3.19E+07 2.44E+07 1.78E+07 1.26E+07 8.59E+06 5.77E+06 3.71E+06 2.42E+06 1.51E+06 1.02E+06 6.35E+05 3.46E+04 4.54E+03 1.20E+03 5.28E+02 1.65E+02 8.25E+01 2.83E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.710  5.60E+09 2.44E+09 3.95E+10 2.74E+07 8.24E+07 1.30E+08 1.72E+08 2.02E+08 2.23E+08 2.29E+08 2.27E+08 2.13E+08 1.94E+08 1.69E+08 1.42E+08 1.15E+08 9.02E+07 6.75E+07 4.94E+07 3.45E+07 2.42E+07 1.61E+07 1.13E+07 7.44E+06 5.62E+06 3.78E+06 1.03E+05 8.17E+03 1.53E+03 6.74E+02 2.12E+02 1.06E+02 3.67E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.874  8.12E+10 2.78E+10 4.92E+11 2.53E+08 7.82E+08 1.24E+09 1.67E+09 1.99E+09 2.25E+09 2.37E+09 2.43E+09 2.35E+09 2.23E+09 2.01E+09 1.77E+09 1.49E+09 1.24E+09 9.68E+08 7.54E+08 5.57E+08 4.25E+08 3.06E+08 2.43E+08 1.80E+08 1.70E+08 1.34E+08 9.26E+05 2.64E+04 2.48E+03 9.65E+02 3.05E+02 1.53E+02 5.33E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.164  2.14E+13 4.24E+12 9.65E+13 2.17E+10 7.03E+10 1.12E+11 1.57E+11 1.92E+11 2.29E+11 2.53E+11 2.77E+11 2.85E+11 2.93E+11 2.83E+11 2.75E+11 2.51E+11 2.32E+11 1.99E+11 1.76E+11 1.45E+11 1.31E+11 1.10E+11 1.14E+11 1.05E+11 1.55E+11 1.69E+11 7.41E+07 2.75E+05 6.54E+03 1.55E+03 4.93E+02 2.46E+02 8.67E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.419  3.37E+14 5.90E+13 5.27E+14 1.86E+12 6.32E+12 1.01E+13 1.47E+13 1.86E+13 4.56E+11 5.04E+11 5.52E+11 5.68E+11 5.83E+11 5.65E+11 5.48E+11 5.01E+11 4.62E+11 3.97E+11 3.51E+11 2.89E+11 2.62E+11 2.19E+11 2.27E+11 2.10E+11 3.10E+11 3.38E+11 5.94E+09 2.87E+06 1.72E+04 2.13E+03 6.80E+02 3.40E+02 1.20E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.650  2.48E+16 4.84E+15 3.27E+16 1.60E+14 5.68E+14 9.13E+14 1.38E+15 1.80E+15 9.08E+11 1.00E+12 1.10E+12 1.13E+12 1.16E+12 1.13E+12 1.09E+12 9.98E+11 9.22E+11 7.93E+11 7.00E+11 5.77E+11 5.23E+11 4.38E+11 4.54E+11 4.21E+11 6.20E+11 6.76E+11 4.75E+11 3.00E+07 4.55E+04 2.93E+03 8.67E+02 4.34E+02 1.53E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.862  2.31E+18 4.51E+17 3.06E+18 1.37E+16 5.11E+16 8.25E+16 1.30E+17 1.74E+17 1.81E+12 2.00E+12 2.19E+12 2.25E+12 2.31E+12 2.24E+12 2.18E+12 1.99E+12 1.84E+12 1.58E+12 1.40E+12 1.15E+12 1.04E+12 8.74E+11 9.07E+11 8.41E+11 1.24E+12 1.35E+12 3.81E+13 3.13E+08 1.20E+05 4.04E+03 1.05E+03 5.27E+02 1.87E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
