                    *********************************************************************************
                    *  Z= 77 A=193: Positive-Parity Spin-dependent Level Density [MeV-1] for IR193  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
  18.00  1.013  3.79E+11 2.45E+11 3.63E+12 8.33E+09 1.66E+10 2.33E+10 2.56E+10 2.68E+10 2.50E+10 2.26E+10 1.94E+10 1.48E+10 1.22E+10 1.02E+10 8.35E+09 6.27E+09 5.18E+09 4.34E+09 3.40E+09 2.74E+09 2.26E+09 1.82E+09 1.36E+09 1.08E+09 8.77E+08 6.86E+08 5.38E+08 4.41E+08 3.51E+08 2.37E+08 1.82E+08 3.13E+08 1.75E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.041  7.35E+11 4.67E+11 6.97E+12 1.54E+10 3.05E+10 4.39E+10 4.79E+10 5.10E+10 4.79E+10 4.32E+10 3.71E+10 2.81E+10 2.34E+10 1.96E+10 1.60E+10 1.20E+10 9.96E+09 8.42E+09 6.64E+09 5.33E+09 4.43E+09 3.58E+09 2.66E+09 2.12E+09 1.74E+09 1.37E+09 1.10E+09 9.08E+08 7.30E+08 4.95E+08 3.82E+08 6.63E+08 3.95E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.068  1.41E+12 8.88E+11 1.34E+13 2.83E+10 5.63E+10 8.28E+10 8.99E+10 9.70E+10 9.17E+10 8.28E+10 7.10E+10 5.35E+10 4.47E+10 3.75E+10 3.07E+10 2.30E+10 1.92E+10 1.63E+10 1.29E+10 1.04E+10 8.68E+09 7.05E+09 5.22E+09 4.17E+09 3.46E+09 2.73E+09 2.24E+09 1.87E+09 1.52E+09 1.03E+09 8.00E+08 1.40E+09 8.90E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.132  8.08E+12 4.45E+12 6.86E+13 1.30E+11 2.60E+11 4.04E+11 4.33E+11 4.84E+11 4.65E+11 4.20E+11 3.60E+11 2.68E+11 2.26E+11 1.91E+11 1.57E+11 1.17E+11 9.83E+10 8.56E+10 6.87E+10 5.51E+10 4.68E+10 3.84E+10 2.80E+10 2.26E+10 1.93E+10 1.54E+10 1.33E+10 1.14E+10 9.42E+09 6.50E+09 5.09E+09 9.16E+09 6.80E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.194  4.15E+13 2.23E+13 3.53E+14 6.01E+11 1.20E+12 1.97E+12 2.08E+12 2.42E+12 2.35E+12 2.13E+12 1.83E+12 1.34E+12 1.14E+12 9.69E+11 7.99E+11 5.94E+11 5.05E+11 4.49E+11 3.65E+11 2.92E+11 2.52E+11 2.09E+11 1.51E+11 1.22E+11 1.07E+11 8.65E+10 7.88E+10 6.93E+10 5.85E+10 4.09E+10 3.23E+10 5.97E+10 5.19E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.308  1.51E+15 5.65E+14 9.43E+15 1.28E+13 2.55E+13 4.69E+13 4.83E+13 6.02E+13 6.04E+13 5.50E+13 4.70E+13 3.34E+13 2.91E+13 2.50E+13 2.08E+13 1.53E+13 1.33E+13 1.23E+13 1.03E+13 8.20E+12 7.32E+12 6.19E+12 4.36E+12 3.58E+12 3.33E+12 2.74E+12 2.78E+12 2.57E+12 2.26E+12 1.62E+12 1.30E+12 2.54E+12 3.03E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.510  1.87E+18 3.73E+17 7.10E+18 5.77E+15 1.15E+16 2.66E+16 2.60E+16 3.73E+16 3.98E+16 3.65E+16 3.11E+16 2.09E+16 1.90E+16 1.67E+16 1.40E+16 1.02E+16 9.24E+15 9.32E+15 8.18E+15 6.47E+15 6.17E+15 5.44E+15 3.64E+15 3.07E+15 3.19E+15 2.74E+15 3.46E+15 3.52E+15 3.37E+15 2.55E+15 2.13E+15 4.59E+15 1.03E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.688  7.47E+18 7.46E+17 1.42E+19 1.15E+16 2.30E+16 5.31E+16 5.19E+16 7.46E+16 7.96E+16 7.30E+16 6.21E+16 4.17E+16 3.80E+16 3.34E+16 2.80E+16 2.04E+16 1.85E+16 1.86E+16 1.63E+16 1.29E+16 1.23E+16 1.09E+16 7.27E+15 6.14E+15 6.38E+15 5.48E+15 6.91E+15 7.04E+15 6.73E+15 5.10E+15 4.25E+15 9.17E+15 2.06E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.849  1.87E+19 1.49E+18 2.84E+19 2.30E+16 4.60E+16 1.06E+17 1.04E+17 1.49E+17 1.59E+17 1.46E+17 1.24E+17 8.34E+16 7.58E+16 6.67E+16 5.61E+16 4.08E+16 3.69E+16 3.72E+16 3.27E+16 2.59E+16 2.46E+16 2.17E+16 1.45E+16 1.23E+16 1.28E+16 1.10E+16 1.38E+16 1.41E+16 1.35E+16 1.02E+16 8.50E+15 1.83E+16 4.12E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  1.997  4.10E+19 2.98E+18 5.67E+19 4.60E+16 9.19E+16 2.12E+17 2.07E+17 2.98E+17 3.18E+17 2.91E+17 2.48E+17 1.67E+17 1.52E+17 1.33E+17 1.12E+17 8.15E+16 7.38E+16 7.44E+16 6.53E+16 5.17E+16 4.93E+16 4.34E+16 2.90E+16 2.45E+16 2.55E+16 2.19E+16 2.76E+16 2.81E+16 2.69E+16 2.04E+16 1.70E+16 3.67E+16 8.23E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.135  8.57E+19 5.96E+18 1.13E+20 9.19E+16 1.84E+17 4.24E+17 4.14E+17 5.95E+17 6.35E+17 5.82E+17 4.95E+17 3.33E+17 3.03E+17 2.66E+17 2.24E+17 1.63E+17 1.47E+17 1.49E+17 1.31E+17 1.03E+17 9.85E+16 8.68E+16 5.80E+16 4.90E+16 5.10E+16 4.38E+16 5.52E+16 5.62E+16 5.38E+16 4.08E+16 3.40E+16 7.33E+16 1.65E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.265  1.75E+20 1.19E+19 2.26E+20 1.84E+17 3.67E+17 8.47E+17 8.27E+17 1.19E+18 1.27E+18 1.16E+18 9.90E+17 6.65E+17 6.05E+17 5.32E+17 4.47E+17 3.26E+17 2.95E+17 2.97E+17 2.61E+17 2.06E+17 1.97E+17 1.74E+17 1.16E+17 9.80E+16 1.02E+17 8.76E+16 1.10E+17 1.12E+17 1.08E+17 8.16E+16 6.79E+16 1.47E+17 3.29E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.387  3.54E+20 2.38E+19 4.53E+20 3.67E+17 7.33E+17 1.69E+18 1.65E+18 2.38E+18 2.54E+18 2.33E+18 1.98E+18 1.33E+18 1.21E+18 1.06E+18 8.94E+17 6.51E+17 5.89E+17 5.94E+17 5.22E+17 4.13E+17 3.93E+17 3.47E+17 2.32E+17 1.96E+17 2.04E+17 1.75E+17 2.21E+17 2.25E+17 2.15E+17 1.63E+17 1.36E+17 2.93E+17 6.58E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.504  7.10E+20 4.75E+19 9.05E+20 7.33E+17 1.46E+18 3.38E+18 3.30E+18 4.75E+18 5.07E+18 4.65E+18 3.95E+18 2.66E+18 2.42E+18 2.13E+18 1.79E+18 1.30E+18 1.18E+18 1.19E+18 1.04E+18 8.25E+17 7.86E+17 6.93E+17 4.63E+17 3.92E+17 4.07E+17 3.50E+17 4.41E+17 4.49E+17 4.30E+17 3.26E+17 2.71E+17 5.86E+17 1.32E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.615  1.42E+21 9.50E+19 1.81E+21 1.46E+18 2.92E+18 6.75E+18 6.60E+18 9.49E+18 1.01E+19 9.29E+18 7.90E+18 5.31E+18 4.83E+18 4.25E+18 3.57E+18 2.60E+18 2.35E+18 2.37E+18 2.08E+18 1.65E+18 1.57E+18 1.39E+18 9.26E+17 7.83E+17 8.14E+17 6.99E+17 8.82E+17 8.99E+17 8.60E+17 6.52E+17 5.43E+17 1.17E+18 2.63E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.722  2.85E+21 1.90E+20 3.61E+21 2.93E+18 5.84E+18 1.35E+19 1.32E+19 1.90E+19 2.03E+19 1.86E+19 1.58E+19 1.06E+19 9.66E+18 8.49E+18 7.14E+18 5.19E+18 4.70E+18 4.74E+18 4.16E+18 3.30E+18 3.14E+18 2.77E+18 1.85E+18 1.57E+18 1.63E+18 1.40E+18 1.76E+18 1.80E+18 1.72E+18 1.30E+18 1.09E+18 2.34E+18 5.26E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.825  5.69E+21 3.80E+20 7.22E+21 5.84E+18 1.17E+19 2.70E+19 2.63E+19 3.79E+19 4.05E+19 3.71E+19 3.16E+19 2.12E+19 1.93E+19 1.70E+19 1.43E+19 1.04E+19 9.39E+18 9.48E+18 8.32E+18 6.59E+18 6.28E+18 5.54E+18 3.70E+18 3.13E+18 3.25E+18 2.79E+18 3.53E+18 3.59E+18 3.44E+18 2.61E+18 2.17E+18 4.68E+18 1.05E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.924  1.14E+22 7.58E+20 1.44E+22 1.17E+19 2.33E+19 5.39E+19 5.26E+19 7.58E+19 8.09E+19 7.42E+19 6.31E+19 4.24E+19 3.86E+19 3.39E+19 2.85E+19 2.07E+19 1.88E+19 1.89E+19 1.66E+19 1.32E+19 1.26E+19 1.11E+19 7.40E+18 6.25E+18 6.50E+18 5.59E+18 7.05E+18 7.18E+18 6.87E+18 5.21E+18 4.34E+18 9.37E+18 2.10E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.020  2.28E+22 1.52E+21 2.89E+22 2.33E+19 4.66E+19 1.08E+20 1.05E+20 1.51E+20 1.62E+20 1.48E+20 1.26E+20 8.47E+19 7.71E+19 6.78E+19 5.70E+19 4.14E+19 3.75E+19 3.79E+19 3.33E+19 2.63E+19 2.51E+19 2.21E+19 1.48E+19 1.25E+19 1.30E+19 1.12E+19 1.41E+19 1.44E+19 1.37E+19 1.04E+19 8.67E+18 1.87E+19 4.21E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.113  4.55E+22 3.03E+21 5.77E+22 4.66E+19 9.31E+19 2.15E+20 2.10E+20 3.03E+20 3.23E+20 2.96E+20 2.52E+20 1.69E+20 1.54E+20 1.35E+20 1.14E+20 8.28E+19 7.50E+19 7.57E+19 6.65E+19 5.26E+19 5.01E+19 4.42E+19 2.96E+19 2.50E+19 2.60E+19 2.23E+19 2.82E+19 2.87E+19 2.75E+19 2.08E+19 1.73E+19 3.74E+19 8.42E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.203  9.09E+22 6.05E+21 1.15E+23 9.31E+19 1.86E+20 4.30E+20 4.20E+20 6.05E+20 6.46E+20 5.92E+20 5.03E+20 3.38E+20 3.08E+20 2.71E+20 2.28E+20 1.66E+20 1.50E+20 1.51E+20 1.33E+20 1.05E+20 1.00E+20 8.84E+19 5.91E+19 4.99E+19 5.19E+19 4.46E+19 5.63E+19 5.74E+19 5.49E+19 4.16E+19 3.47E+19 7.49E+19 1.68E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.291  1.82E+23 1.21E+22 2.30E+23 1.86E+20 3.71E+20 8.59E+20 8.39E+20 1.21E+21 1.29E+21 1.18E+21 1.01E+21 6.76E+20 6.15E+20 5.41E+20 4.55E+20 3.31E+20 3.00E+20 3.02E+20 2.66E+20 2.10E+20 2.00E+20 1.77E+20 1.18E+20 9.98E+19 1.04E+20 8.92E+19 1.13E+20 1.15E+20 1.10E+20 8.33E+19 6.93E+19 1.50E+20 3.37E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.376  3.63E+23 2.42E+22 4.60E+23 3.72E+20 7.42E+20 1.72E+21 1.68E+21 2.41E+21 2.58E+21 2.36E+21 2.01E+21 1.35E+21 1.23E+21 1.08E+21 9.09E+20 6.61E+20 5.99E+20 6.04E+20 5.31E+20 4.20E+20 4.00E+20 3.53E+20 2.36E+20 2.00E+20 2.08E+20 1.78E+20 2.25E+20 2.29E+20 2.19E+20 1.66E+20 1.39E+20 2.99E+20 6.73E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
