                    *********************************************************************************
                    *  Z= 54 A=130: Positive-Parity Spin-dependent Level Density [MeV-1] for XE130  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   2.00  0.404  1.70E+01 2.93E+01 3.27E+02 5.00E+00 3.67E+00 2.93E+00 1.79E+00 1.64E+00 1.70E+00 2.47E+00 1.51E+00 2.87E+00 2.86E+00 1.43E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.428  2.70E+01 4.93E+01 5.29E+02 7.14E+00 7.49E+00 5.43E+00 2.58E+00 1.91E+00 5.00E+00 5.32E+00 2.94E+00 4.30E+00 3.57E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.451  4.10E+01 6.62E+01 7.25E+02 7.14E+00 8.72E+00 6.85E+00 6.87E+00 3.34E+00 7.15E+00 6.04E+00 5.80E+00 6.44E+00 4.29E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.473  6.00E+01 8.40E+01 9.11E+02 7.37E+00 8.25E+00 1.04E+01 1.05E+01 6.20E+00 1.05E+01 8.90E+00 7.56E+00 6.43E+00 4.29E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.494  8.20E+01 9.27E+01 9.91E+02 6.65E+00 1.11E+01 1.18E+01 1.12E+01 8.29E+00 1.11E+01 9.19E+00 9.23E+00 5.71E+00 5.71E+00 2.14E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.515  1.09E+02 1.20E+02 1.32E+03 9.51E+00 1.20E+01 1.82E+01 1.49E+01 1.00E+01 1.38E+01 9.04E+00 9.56E+00 1.03E+01 5.36E+00 3.43E+00 1.43E+00 1.53E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.534  1.42E+02 1.50E+02 1.78E+03 8.28E+00 1.70E+01 2.20E+01 1.76E+01 1.36E+01 1.58E+01 7.61E+00 1.13E+01 1.10E+01 7.51E+00 3.83E+00 4.75E+00 3.67E+00 3.84E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.553  1.88E+02 2.16E+02 2.99E+03 1.15E+01 1.98E+01 2.28E+01 1.64E+01 2.57E+01 2.15E+01 1.23E+01 1.62E+01 1.87E+01 9.51E+00 5.55E+00 5.47E+00 7.25E+00 1.17E+01 5.71E+00 5.00E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.571  2.50E+02 2.82E+02 4.25E+03 1.28E+01 2.17E+01 2.77E+01 1.64E+01 3.00E+01 2.79E+01 1.94E+01 1.78E+01 2.04E+01 1.50E+01 1.05E+01 1.12E+01 1.30E+01 1.60E+01 1.14E+01 7.14E+00 2.14E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.588  3.40E+02 4.36E+02 7.07E+03 1.26E+01 2.82E+01 3.04E+01 2.88E+01 4.36E+01 4.23E+01 2.79E+01 2.39E+01 3.16E+01 2.57E+01 3.13E+01 2.90E+01 2.30E+01 2.53E+01 1.64E+01 1.07E+01 3.57E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.606  4.71E+02 6.13E+02 9.98E+03 2.33E+01 4.11E+01 3.96E+01 4.30E+01 4.64E+01 5.04E+01 3.88E+01 3.66E+01 4.23E+01 4.85E+01 5.03E+01 4.40E+01 4.01E+01 3.10E+01 2.00E+01 1.14E+01 4.29E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.622  6.71E+02 9.81E+02 1.55E+04 5.12E+01 6.58E+01 7.53E+01 4.95E+01 7.74E+01 7.00E+01 6.10E+01 6.08E+01 8.21E+01 8.53E+01 8.22E+01 7.71E+01 5.93E+01 4.17E+01 2.36E+01 1.29E+01 4.29E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.638  9.47E+02 1.23E+03 1.98E+04 5.88E+01 7.03E+01 8.26E+01 5.16E+01 8.78E+01 9.14E+01 9.06E+01 1.03E+02 1.14E+02 1.12E+02 1.05E+02 9.36E+01 7.21E+01 4.93E+01 2.50E+01 1.50E+01 4.29E+00 2.14E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.669  1.77E+03 2.08E+03 3.29E+04 7.16E+01 8.93E+01 1.03E+02 1.03E+02 1.98E+02 2.28E+02 2.05E+02 1.99E+02 2.06E+02 1.73E+02 1.24E+02 1.21E+02 9.64E+01 6.57E+01 4.07E+01 2.50E+01 1.57E+01 1.00E+01 3.57E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.699  3.20E+03 3.61E+03 6.07E+04 1.24E+02 1.80E+02 2.25E+02 2.16E+02 2.81E+02 3.14E+02 2.88E+02 2.91E+02 3.39E+02 2.94E+02 2.28E+02 1.99E+02 1.51E+02 1.08E+02 8.64E+01 7.50E+01 6.43E+01 6.29E+01 4.36E+01 2.29E+01 1.14E+01 5.00E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.728  5.97E+03 7.50E+03 1.38E+05 2.72E+02 4.01E+02 3.58E+02 3.79E+02 4.89E+02 5.41E+02 5.20E+02 5.43E+02 5.99E+02 5.25E+02 4.43E+02 4.37E+02 3.94E+02 3.72E+02 3.30E+02 2.76E+02 2.20E+02 1.65E+02 1.07E+02 6.71E+01 3.64E+01 1.64E+01 4.29E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.755  1.20E+04 1.67E+04 3.22E+05 4.70E+02 5.21E+02 5.49E+02 8.06E+02 1.10E+03 1.26E+03 1.22E+03 1.22E+03 1.18E+03 1.17E+03 1.17E+03 1.13E+03 1.08E+03 9.95E+02 8.71E+02 7.13E+02 5.12E+02 3.38E+02 1.94E+02 9.93E+01 4.79E+01 2.07E+01 6.43E+00 2.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.782  2.49E+04 3.49E+04 6.58E+05 8.84E+02 1.28E+03 1.52E+03 1.74E+03 2.06E+03 2.30E+03 2.49E+03 2.62E+03 2.89E+03 2.87E+03 2.72E+03 2.58E+03 2.29E+03 1.90E+03 1.50E+03 1.17E+03 8.54E+02 5.66E+02 3.41E+02 1.92E+02 9.14E+01 4.93E+01 1.36E+01 4.29E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.807  5.03E+04 6.64E+04 1.25E+06 1.22E+03 2.07E+03 2.78E+03 3.46E+03 4.16E+03 4.89E+03 5.16E+03 5.52E+03 5.74E+03 5.55E+03 5.02E+03 4.66E+03 4.03E+03 3.30E+03 2.59E+03 1.94E+03 1.41E+03 1.01E+03 6.86E+02 4.67E+02 3.29E+02 2.19E+02 1.26E+02 7.29E+01 2.64E+01 9.29E+00 1.43E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.832  9.81E+04 1.25E+05 2.45E+06 1.49E+03 3.18E+03 4.90E+03 6.56E+03 8.37E+03 9.48E+03 9.88E+03 1.02E+04 1.02E+04 9.67E+03 8.81E+03 8.06E+03 7.14E+03 6.03E+03 5.05E+03 4.03E+03 3.22E+03 2.53E+03 1.91E+03 1.40E+03 1.01E+03 7.03E+02 4.54E+02 2.88E+02 1.56E+02 7.86E+01 3.29E+01 1.43E+01 3.57E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.856  1.93E+05 2.56E+05 5.18E+06 4.10E+03 7.66E+03 1.03E+04 1.31E+04 1.56E+04 1.71E+04 1.83E+04 1.91E+04 1.95E+04 1.91E+04 1.78E+04 1.64E+04 1.46E+04 1.28E+04 1.12E+04 9.56E+03 8.08E+03 6.62E+03 5.18E+03 3.85E+03 2.66E+03 1.69E+03 9.99E+02 5.61E+02 2.85E+02 1.43E+02 6.36E+01 2.71E+01 1.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.880  3.91E+05 5.33E+05 1.09E+07 7.95E+03 1.48E+04 2.09E+04 2.63E+04 3.09E+04 3.47E+04 3.70E+04 3.87E+04 3.93E+04 3.86E+04 3.71E+04 3.52E+04 3.23E+04 2.89E+04 2.54E+04 2.16E+04 1.78E+04 1.42E+04 1.08E+04 7.87E+03 5.44E+03 3.51E+03 2.06E+03 1.13E+03 5.46E+02 2.49E+02 9.79E+01 3.57E+01 1.14E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.903  7.92E+05 1.07E+06 2.19E+07 1.42E+04 2.80E+04 4.09E+04 5.28E+04 6.30E+04 7.07E+04 7.54E+04 7.84E+04 7.99E+04 7.86E+04 7.56E+04 7.21E+04 6.64E+04 5.90E+04 5.10E+04 4.28E+04 3.45E+04 2.69E+04 1.99E+04 1.42E+04 9.85E+03 6.54E+03 4.17E+03 2.56E+03 1.49E+03 8.30E+02 4.22E+02 1.96E+02 1.05E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.947  3.28E+06 3.91E+06 8.20E+07 5.03E+04 9.94E+04 1.45E+05 1.88E+05 2.25E+05 2.54E+05 2.74E+05 2.86E+05 2.90E+05 2.85E+05 2.72E+05 2.54E+05 2.32E+05 2.06E+05 1.78E+05 1.51E+05 1.25E+05 1.01E+05 8.04E+04 6.26E+04 4.77E+04 3.53E+04 2.52E+04 1.74E+04 1.13E+04 7.08E+03 4.19E+03 2.38E+03 2.58E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.989  1.29E+07 1.53E+07 3.31E+08 1.92E+05 3.77E+05 5.44E+05 6.93E+05 8.23E+05 9.28E+05 1.00E+06 1.05E+06 1.07E+06 1.06E+06 1.03E+06 9.78E+05 9.08E+05 8.24E+05 7.35E+05 6.42E+05 5.49E+05 4.57E+05 3.71E+05 2.93E+05 2.24E+05 1.66E+05 1.19E+05 8.19E+04 5.45E+04 3.47E+04 2.12E+04 1.23E+04 1.28E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.029  4.89E+07 5.68E+07 1.25E+09 6.88E+05 1.35E+06 1.98E+06 2.54E+06 3.03E+06 3.41E+06 3.69E+06 3.88E+06 3.96E+06 3.94E+06 3.83E+06 3.65E+06 3.39E+06 3.09E+06 2.75E+06 2.40E+06 2.04E+06 1.70E+06 1.38E+06 1.10E+06 8.57E+05 6.51E+05 4.83E+05 3.49E+05 2.46E+05 1.68E+05 1.11E+05 7.12E+04 1.04E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.068  1.80E+08 2.06E+08 4.66E+09 2.37E+06 4.66E+06 6.81E+06 8.76E+06 1.05E+07 1.18E+07 1.29E+07 1.36E+07 1.39E+07 1.39E+07 1.35E+07 1.29E+07 1.21E+07 1.11E+07 1.00E+07 8.88E+06 7.71E+06 6.57E+06 5.49E+06 4.50E+06 3.62E+06 2.84E+06 2.18E+06 1.63E+06 1.19E+06 8.43E+05 5.80E+05 3.87E+05 5.99E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.106  4.63E+08 3.59E+08 8.23E+09 4.00E+06 7.91E+06 1.16E+07 1.50E+07 1.79E+07 2.03E+07 2.20E+07 2.32E+07 2.38E+07 2.38E+07 2.33E+07 2.25E+07 2.12E+07 1.96E+07 1.78E+07 1.58E+07 1.38E+07 1.18E+07 9.94E+06 8.21E+06 6.64E+06 5.26E+06 4.06E+06 3.06E+06 2.24E+06 1.59E+06 1.09E+06 7.30E+05 1.19E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.142  9.56E+08 6.27E+08 1.46E+10 6.76E+06 1.34E+07 1.98E+07 2.56E+07 3.07E+07 3.47E+07 3.77E+07 3.97E+07 4.08E+07 4.09E+07 4.03E+07 3.90E+07 3.70E+07 3.44E+07 3.14E+07 2.81E+07 2.47E+07 2.13E+07 1.80E+07 1.50E+07 1.22E+07 9.73E+06 7.56E+06 5.73E+06 4.22E+06 2.99E+06 2.06E+06 1.38E+06 2.36E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.177  1.82E+09 1.10E+09 2.58E+10 1.14E+07 2.28E+07 3.37E+07 4.37E+07 5.25E+07 5.95E+07 6.47E+07 6.81E+07 6.99E+07 7.02E+07 6.96E+07 6.77E+07 6.46E+07 6.05E+07 5.56E+07 5.00E+07 4.42E+07 3.82E+07 3.26E+07 2.73E+07 2.24E+07 1.80E+07 1.41E+07 1.07E+07 7.93E+06 5.62E+06 3.88E+06 2.60E+06 4.68E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.211  3.33E+09 1.92E+09 4.57E+10 1.93E+07 3.87E+07 5.74E+07 7.46E+07 8.99E+07 1.02E+08 1.11E+08 1.17E+08 1.20E+08 1.21E+08 1.20E+08 1.17E+08 1.13E+08 1.06E+08 9.83E+07 8.90E+07 7.90E+07 6.88E+07 5.90E+07 4.97E+07 4.11E+07 3.33E+07 2.62E+07 2.01E+07 1.49E+07 1.06E+07 7.30E+06 4.91E+06 9.28E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.244  5.96E+09 3.36E+09 8.10E+10 3.27E+07 6.57E+07 9.78E+07 1.28E+08 1.54E+08 1.75E+08 1.90E+08 2.00E+08 2.05E+08 2.07E+08 2.07E+08 2.04E+08 1.97E+08 1.87E+08 1.74E+08 1.58E+08 1.41E+08 1.24E+08 1.07E+08 9.06E+07 7.54E+07 6.17E+07 4.88E+07 3.77E+07 2.81E+07 1.99E+07 1.38E+07 9.27E+06 1.84E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.277  1.06E+10 5.88E+09 1.44E+11 5.52E+07 1.12E+08 1.67E+08 2.18E+08 2.64E+08 2.99E+08 3.25E+08 3.42E+08 3.51E+08 3.56E+08 3.58E+08 3.54E+08 3.44E+08 3.29E+08 3.08E+08 2.82E+08 2.53E+08 2.23E+08 1.93E+08 1.65E+08 1.38E+08 1.14E+08 9.09E+07 7.05E+07 5.28E+07 3.74E+07 2.59E+07 1.75E+07 3.65E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.354  4.79E+10 2.40E+10 6.07E+11 2.05E+08 4.19E+08 6.32E+08 8.31E+08 1.01E+09 1.15E+09 1.25E+09 1.31E+09 1.35E+09 1.38E+09 1.40E+09 1.40E+09 1.39E+09 1.35E+09 1.28E+09 1.19E+09 1.08E+09 9.66E+08 8.53E+08 7.40E+08 6.33E+08 5.33E+08 4.30E+08 3.39E+08 2.56E+08 1.82E+08 1.26E+08 8.56E+07 2.03E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.427  2.01E+11 9.83E+10 2.58E+12 7.62E+08 1.57E+09 2.39E+09 3.17E+09 3.88E+09 4.42E+09 4.79E+09 5.03E+09 5.19E+09 5.33E+09 5.49E+09 5.58E+09 5.60E+09 5.53E+09 5.33E+09 5.03E+09 4.63E+09 4.19E+09 3.76E+09 3.32E+09 2.89E+09 2.48E+09 2.04E+09 1.63E+09 1.24E+09 8.83E+08 6.15E+08 4.19E+08 1.12E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.563  4.66E+12 1.69E+12 4.77E+13 1.05E+10 2.22E+10 3.44E+10 4.62E+10 5.72E+10 6.53E+10 7.06E+10 7.42E+10 7.67E+10 7.97E+10 8.42E+10 8.79E+10 9.11E+10 9.30E+10 9.24E+10 8.97E+10 8.49E+10 7.90E+10 7.32E+10 6.68E+10 6.03E+10 5.40E+10 4.56E+10 3.75E+10 2.93E+10 2.08E+10 1.46E+10 1.00E+10 3.46E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
