                    *********************************************************************************
                    *  Z= 69 A=171: Positive-Parity Spin-dependent Level Density [MeV-1] for TM171  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
  30.00  1.389  2.30E+15 8.52E+14 1.49E+16 1.36E+13 2.71E+13 4.83E+13 7.29E+13 7.41E+13 6.82E+13 7.40E+13 7.83E+13 6.92E+13 6.34E+13 5.66E+13 4.43E+13 3.69E+13 2.72E+13 2.27E+13 1.81E+13 1.39E+13 1.09E+13 8.06E+12 6.37E+12 4.79E+12 3.41E+12 3.00E+12 2.05E+12 1.47E+12 1.28E+12 1.03E+12 5.80E+11 4.53E+11 2.98E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.604  2.27E+18 4.52E+17 9.30E+18 4.49E+15 8.96E+15 1.86E+16 3.26E+16 3.15E+16 2.78E+16 3.28E+16 3.90E+16 3.46E+16 3.39E+16 3.25E+16 2.51E+16 2.25E+16 1.66E+16 1.56E+16 1.34E+16 1.12E+16 9.44E+15 7.48E+15 6.41E+15 5.38E+15 4.09E+15 4.31E+15 3.05E+15 2.35E+15 2.53E+15 2.30E+15 1.38E+15 1.10E+15 9.64E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.793  9.04E+18 9.03E+17 1.86E+19 8.97E+15 1.79E+16 3.71E+16 6.52E+16 6.30E+16 5.55E+16 6.56E+16 7.80E+16 6.91E+16 6.78E+16 6.49E+16 5.01E+16 4.50E+16 3.31E+16 3.12E+16 2.68E+16 2.23E+16 1.89E+16 1.50E+16 1.28E+16 1.07E+16 8.18E+15 8.61E+15 6.10E+15 4.71E+15 5.05E+15 4.61E+15 2.76E+15 2.19E+15 1.93E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.965  2.26E+19 1.80E+18 3.71E+19 1.79E+16 3.57E+16 7.41E+16 1.30E+17 1.26E+17 1.11E+17 1.31E+17 1.56E+17 1.38E+17 1.35E+17 1.30E+17 1.00E+17 9.00E+16 6.62E+16 6.24E+16 5.35E+16 4.46E+16 3.77E+16 2.99E+16 2.56E+16 2.15E+16 1.64E+16 1.72E+16 1.22E+16 9.41E+15 1.01E+16 9.21E+15 5.52E+15 4.38E+15 3.86E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.122  4.96E+19 3.61E+18 7.42E+19 3.58E+16 7.14E+16 1.48E+17 2.60E+17 2.51E+17 2.22E+17 2.62E+17 3.11E+17 2.76E+17 2.71E+17 2.59E+17 2.00E+17 1.80E+17 1.32E+17 1.25E+17 1.07E+17 8.91E+16 7.54E+16 5.98E+16 5.12E+16 4.29E+16 3.27E+16 3.44E+16 2.44E+16 1.88E+16 2.02E+16 1.84E+16 1.10E+16 8.77E+15 7.71E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.269  1.04E+20 7.20E+18 1.48E+20 7.14E+16 1.43E+17 2.96E+17 5.20E+17 5.02E+17 4.43E+17 5.23E+17 6.22E+17 5.51E+17 5.41E+17 5.18E+17 4.00E+17 3.59E+17 2.64E+17 2.49E+17 2.14E+17 1.78E+17 1.51E+17 1.19E+17 1.02E+17 8.59E+16 6.54E+16 6.88E+16 4.87E+16 3.76E+16 4.04E+16 3.68E+16 2.21E+16 1.75E+16 1.54E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.406  2.12E+20 1.44E+19 2.96E+20 1.43E+17 2.85E+17 5.91E+17 1.04E+18 1.00E+18 8.84E+17 1.04E+18 1.24E+18 1.10E+18 1.08E+18 1.04E+18 7.99E+17 7.18E+17 5.28E+17 4.98E+17 4.27E+17 3.56E+17 3.01E+17 2.39E+17 2.05E+17 1.72E+17 1.31E+17 1.38E+17 9.75E+16 7.52E+16 8.07E+16 7.36E+16 4.41E+16 3.51E+16 3.08E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.536  4.27E+20 2.88E+19 5.92E+20 2.85E+17 5.68E+17 1.18E+18 2.07E+18 2.00E+18 1.77E+18 2.09E+18 2.48E+18 2.20E+18 2.16E+18 2.07E+18 1.60E+18 1.44E+18 1.06E+18 9.95E+17 8.53E+17 7.12E+17 6.02E+17 4.77E+17 4.09E+17 3.43E+17 2.61E+17 2.75E+17 1.95E+17 1.50E+17 1.61E+17 1.47E+17 8.82E+16 7.01E+16 6.16E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.660  8.59E+20 5.75E+19 1.18E+21 5.69E+17 1.14E+18 2.36E+18 4.14E+18 4.00E+18 3.53E+18 4.17E+18 4.96E+18 4.39E+18 4.32E+18 4.13E+18 3.19E+18 2.87E+18 2.11E+18 1.99E+18 1.71E+18 1.42E+18 1.20E+18 9.54E+17 8.17E+17 6.86E+17 5.22E+17 5.50E+17 3.90E+17 3.01E+17 3.23E+17 2.94E+17 1.76E+17 1.40E+17 1.23E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.778  1.72E+21 1.15E+20 2.36E+21 1.14E+18 2.27E+18 4.71E+18 8.28E+18 8.00E+18 7.05E+18 8.33E+18 9.91E+18 8.78E+18 8.62E+18 8.26E+18 6.37E+18 5.73E+18 4.21E+18 3.97E+18 3.41E+18 2.84E+18 2.40E+18 1.91E+18 1.63E+18 1.37E+18 1.04E+18 1.10E+18 7.79E+17 6.01E+17 6.45E+17 5.89E+17 3.53E+17 2.80E+17 2.47E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.892  3.44E+21 2.29E+20 4.73E+21 2.27E+18 4.53E+18 9.40E+18 1.65E+19 1.60E+19 1.41E+19 1.66E+19 1.98E+19 1.75E+19 1.72E+19 1.65E+19 1.27E+19 1.15E+19 8.42E+18 7.94E+18 6.81E+18 5.68E+18 4.81E+18 3.81E+18 3.27E+18 2.74E+18 2.09E+18 2.20E+18 1.56E+18 1.20E+18 1.29E+18 1.18E+18 7.05E+17 5.60E+17 4.93E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.001  6.88E+21 4.58E+20 9.44E+21 4.53E+18 9.04E+18 1.88E+19 3.30E+19 3.19E+19 2.81E+19 3.32E+19 3.96E+19 3.50E+19 3.44E+19 3.30E+19 2.55E+19 2.29E+19 1.68E+19 1.59E+19 1.36E+19 1.14E+19 9.61E+18 7.62E+18 6.53E+18 5.48E+18 4.17E+18 4.39E+18 3.11E+18 2.40E+18 2.58E+18 2.35E+18 1.41E+18 1.12E+18 9.86E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.106  1.38E+22 9.16E+20 1.89E+22 9.04E+18 1.81E+19 3.75E+19 6.60E+19 6.38E+19 5.62E+19 6.64E+19 7.90E+19 7.00E+19 6.88E+19 6.59E+19 5.09E+19 4.58E+19 3.36E+19 3.17E+19 2.72E+19 2.27E+19 1.92E+19 1.52E+19 1.31E+19 1.10E+19 8.35E+18 8.79E+18 6.22E+18 4.81E+18 5.16E+18 4.71E+18 2.82E+18 2.24E+18 1.97E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.208  2.75E+22 1.83E+21 3.77E+22 1.81E+19 3.60E+19 7.49E+19 1.32E+20 1.27E+20 1.12E+20 1.33E+20 1.58E+20 1.40E+20 1.37E+20 1.32E+20 1.02E+20 9.14E+19 6.72E+19 6.34E+19 5.44E+19 4.54E+19 3.84E+19 3.05E+19 2.61E+19 2.19E+19 1.67E+19 1.76E+19 1.24E+19 9.61E+18 1.03E+19 9.41E+18 5.64E+18 4.48E+18 3.94E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.307  5.49E+22 3.66E+21 7.54E+22 3.61E+19 7.20E+19 1.50E+20 2.64E+20 2.54E+20 2.24E+20 2.65E+20 3.15E+20 2.80E+20 2.75E+20 2.63E+20 2.03E+20 1.83E+20 1.34E+20 1.27E+20 1.09E+20 9.07E+19 7.67E+19 6.09E+19 5.22E+19 4.38E+19 3.34E+19 3.51E+19 2.49E+19 1.92E+19 2.06E+19 1.88E+19 1.13E+19 8.96E+18 7.88E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.403  1.10E+23 7.31E+21 1.51E+23 7.20E+19 1.44E+20 2.99E+20 5.26E+20 5.08E+20 4.48E+20 5.29E+20 6.30E+20 5.58E+20 5.49E+20 5.26E+20 4.06E+20 3.65E+20 2.68E+20 2.53E+20 2.17E+20 1.81E+20 1.53E+20 1.22E+20 1.04E+20 8.75E+19 6.67E+19 7.02E+19 4.97E+19 3.84E+19 4.12E+19 3.76E+19 2.25E+19 1.79E+19 1.58E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.496  2.19E+23 1.46E+22 3.01E+23 1.44E+20 2.87E+20 5.97E+20 1.05E+21 1.02E+21 8.94E+20 1.06E+21 1.26E+21 1.12E+21 1.10E+21 1.05E+21 8.11E+20 7.30E+20 5.36E+20 5.06E+20 4.34E+20 3.62E+20 3.07E+20 2.43E+20 2.08E+20 1.75E+20 1.33E+20 1.40E+20 9.95E+19 7.68E+19 8.25E+19 7.52E+19 4.51E+19 3.58E+19 3.15E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.587  4.38E+23 2.92E+22 6.02E+23 2.87E+20 5.73E+20 1.19E+21 2.10E+21 2.03E+21 1.79E+21 2.11E+21 2.52E+21 2.23E+21 2.19E+21 2.10E+21 1.62E+21 1.46E+21 1.07E+21 1.01E+21 8.68E+20 7.24E+20 6.13E+20 4.86E+20 4.17E+20 3.50E+20 2.66E+20 2.81E+20 1.99E+20 1.54E+20 1.65E+20 1.50E+20 9.01E+19 7.16E+19 6.30E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
