                    *********************************************************************************
                    *  Z= 30 A= 65: Positive-Parity Spin-dependent Level Density [MeV-1] for ZN 65  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   1.25  0.453  2.00E+00 2.30E+00 1.86E+01 0.00E+00 8.76E-02 6.48E-01 7.41E-01 7.14E-01 1.06E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.496  3.00E+00 3.68E+00 2.93E+01 0.00E+00 1.27E-01 1.36E+00 7.66E-01 1.32E+00 1.06E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.536  4.00E+00 6.66E+00 4.90E+01 1.54E-02 1.45E+00 1.57E+00 1.38E+00 2.14E+00 1.06E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.573  6.00E+00 1.05E+01 8.32E+01 7.30E-01 1.81E+00 1.53E+00 1.60E+00 3.45E+00 7.92E-01 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.608  1.00E+01 1.65E+01 1.39E+02 1.44E+00 2.04E+00 2.54E+00 2.68E+00 4.37E+00 1.40E+00 1.32E+00 6.16E-02 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.641  1.40E+01 2.07E+01 1.75E+02 1.55E+00 2.91E+00 3.01E+00 3.87E+00 3.94E+00 3.33E+00 1.43E+00 6.16E-02 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.672  2.00E+01 2.82E+01 2.33E+02 2.26E+00 3.37E+00 4.78E+00 6.24E+00 4.36E+00 4.97E+00 1.53E+00 6.16E-02 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.702  2.80E+01 3.51E+01 3.01E+02 2.63E+00 4.25E+00 4.90E+00 8.38E+00 4.67E+00 6.05E+00 2.84E+00 6.70E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.730  3.90E+01 5.04E+01 4.39E+02 4.43E+00 4.46E+00 9.70E+00 9.26E+00 8.14E+00 8.32E+00 3.45E+00 1.28E+00 7.14E-01 0.00E+00 0.00E+00 3.50E-02 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.758  5.30E+01 5.72E+01 5.07E+02 4.25E+00 5.39E+00 1.19E+01 9.23E+00 8.90E+00 9.25E+00 4.88E+00 1.45E+00 1.32E+00 0.00E+00 0.00E+00 3.50E-02 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.785  6.90E+01 7.85E+01 7.08E+02 4.77E+00 7.76E+00 1.47E+01 1.18E+01 1.40E+01 1.45E+01 6.73E+00 2.31E+00 1.32E+00 0.00E+00 0.00E+00 3.50E-02 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.810  9.20E+01 1.05E+02 9.76E+02 5.01E+00 1.08E+01 1.76E+01 1.84E+01 1.82E+01 1.69E+01 1.08E+01 3.36E+00 2.54E+00 1.56E-01 0.00E+00 6.44E-01 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.835  1.24E+02 1.50E+02 1.39E+03 1.10E+01 1.63E+01 2.22E+01 2.40E+01 2.49E+01 2.51E+01 1.26E+01 6.01E+00 4.47E+00 3.45E-01 7.12E-01 1.25E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.860  1.68E+02 1.97E+02 1.85E+03 1.43E+01 2.02E+01 3.04E+01 3.27E+01 3.44E+01 2.97E+01 1.63E+01 6.72E+00 5.08E+00 1.85E+00 1.32E+00 2.01E+00 1.93E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.883  2.27E+02 2.77E+02 2.57E+03 2.03E+01 3.45E+01 3.93E+01 4.37E+01 4.76E+01 4.17E+01 2.05E+01 1.32E+01 6.05E+00 2.57E+00 3.25E+00 2.14E+00 1.93E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.906  3.04E+02 3.41E+02 3.21E+03 2.52E+01 4.02E+01 4.75E+01 5.18E+01 5.84E+01 5.69E+01 2.47E+01 1.63E+01 7.59E+00 3.18E+00 3.86E+00 2.46E+00 3.15E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.950  5.42E+02 6.09E+02 5.86E+03 4.67E+01 7.38E+01 8.53E+01 9.08E+01 9.84E+01 8.09E+01 4.99E+01 3.65E+01 1.60E+01 1.20E+01 6.65E+00 4.08E+00 4.98E+00 1.38E+00 1.83E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.993  9.75E+02 1.12E+03 1.08E+04 9.33E+01 1.37E+02 1.60E+02 1.59E+02 1.70E+02 1.45E+02 1.04E+02 6.04E+01 3.52E+01 1.97E+01 1.38E+01 9.24E+00 7.76E+00 5.03E+00 2.44E+00 5.32E-02 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  1.033  1.76E+03 2.02E+03 1.93E+04 1.75E+02 2.55E+02 2.98E+02 2.87E+02 2.97E+02 2.53E+02 1.87E+02 1.11E+02 5.88E+01 3.46E+01 2.15E+01 1.73E+01 1.14E+01 8.18E+00 4.98E+00 1.47E+00 1.22E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  1.072  3.16E+03 3.57E+03 3.43E+04 3.16E+02 4.54E+02 5.19E+02 5.02E+02 5.16E+02 4.39E+02 3.27E+02 1.91E+02 1.09E+02 7.11E+01 4.01E+01 2.81E+01 2.98E+01 1.48E+01 9.45E+00 3.90E+00 2.58E+00 6.09E-01 0.00E+00 1.17E-02 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  1.110  5.64E+03 6.33E+03 6.17E+04 5.29E+02 8.14E+02 9.05E+02 8.95E+02 9.01E+02 7.53E+02 6.05E+02 3.40E+02 2.07E+02 1.29E+02 7.45E+01 5.71E+01 4.78E+01 3.64E+01 2.37E+01 6.88E+00 7.56E+00 7.98E-01 1.29E-01 1.23E+00 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  1.146  9.99E+03 1.11E+04 1.09E+05 9.21E+02 1.43E+03 1.50E+03 1.57E+03 1.57E+03 1.32E+03 1.03E+03 6.21E+02 4.10E+02 2.21E+02 1.42E+02 1.15E+02 9.55E+01 6.40E+01 3.55E+01 1.92E+01 1.19E+01 2.39E+00 3.17E+00 1.38E+00 1.83E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  1.181  1.76E+04 1.95E+04 1.95E+05 1.59E+03 2.44E+03 2.66E+03 2.82E+03 2.69E+03 2.29E+03 1.75E+03 1.19E+03 7.62E+02 4.19E+02 2.82E+02 2.00E+02 1.68E+02 1.30E+02 6.82E+01 4.39E+01 2.01E+01 1.00E+01 5.61E+00 1.83E+00 3.04E+00 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  1.216  3.12E+04 3.48E+04 3.49E+05 2.87E+03 4.40E+03 4.66E+03 5.07E+03 4.63E+03 4.02E+03 3.03E+03 2.12E+03 1.39E+03 8.01E+02 5.43E+02 3.99E+02 3.18E+02 2.07E+02 1.45E+02 9.06E+01 3.74E+01 1.89E+01 1.10E+01 4.27E+00 5.58E+00 1.38E+00 1.83E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  1.249  5.52E+04 6.10E+04 6.20E+05 4.94E+03 7.50E+03 8.51E+03 8.75E+03 7.99E+03 6.84E+03 5.23E+03 3.78E+03 2.50E+03 1.54E+03 1.06E+03 7.27E+02 5.77E+02 4.38E+02 2.66E+02 1.69E+02 9.05E+01 3.47E+01 2.16E+01 1.35E+01 8.27E+00 6.86E+00 2.44E+00 5.15E-02 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  1.281  9.71E+04 1.07E+05 1.10E+06 8.38E+03 1.30E+04 1.50E+04 1.53E+04 1.38E+04 1.16E+04 9.07E+03 6.55E+03 4.52E+03 2.87E+03 2.02E+03 1.40E+03 1.09E+03 7.82E+02 5.22E+02 3.16E+02 1.62E+02 8.27E+01 5.39E+01 2.81E+01 1.99E+01 8.62E+00 5.48E+00 6.60E-01 1.22E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  1.344  3.11E+05 3.22E+05 3.37E+06 2.42E+04 3.97E+04 4.62E+04 4.60E+04 3.99E+04 3.35E+04 2.64E+04 1.95E+04 1.41E+04 9.75E+03 6.73E+03 4.92E+03 3.66E+03 2.69E+03 1.88E+03 1.09E+03 6.81E+02 3.81E+02 1.86E+02 1.29E+02 7.34E+01 5.22E+01 2.76E+01 6.94E+00 8.52E+00 1.36E+00 1.12E-01 1.22E+00 6.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  1.404  9.49E+05 9.53E+05 1.01E+07 7.18E+04 1.18E+05 1.37E+05 1.34E+05 1.15E+05 9.53E+04 7.56E+04 5.73E+04 4.31E+04 3.09E+04 2.19E+04 1.61E+04 1.18E+04 8.85E+03 6.21E+03 3.97E+03 2.48E+03 1.48E+03 8.37E+02 5.11E+02 3.36E+02 1.88E+02 1.08E+02 5.12E+01 2.63E+01 1.24E+01 6.81E+00 2.29E+00 4.26E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  1.461  2.81E+06 2.76E+06 2.98E+07 2.07E+05 3.43E+05 3.95E+05 3.83E+05 3.26E+05 2.68E+05 2.13E+05 1.65E+05 1.27E+05 9.39E+04 6.86E+04 5.07E+04 3.79E+04 2.81E+04 2.01E+04 1.35E+04 8.85E+03 5.30E+03 3.24E+03 2.02E+03 1.26E+03 7.90E+02 4.43E+02 2.44E+02 1.35E+02 4.77E+01 3.17E+01 2.28E+01 1.84E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.516  8.11E+06 7.84E+06 8.62E+07 5.85E+05 9.67E+05 1.11E+06 1.07E+06 9.08E+05 7.42E+05 5.92E+05 4.63E+05 3.67E+05 2.77E+05 2.08E+05 1.55E+05 1.17E+05 8.71E+04 6.29E+04 4.38E+04 2.93E+04 1.86E+04 1.19E+04 7.44E+03 4.86E+03 2.99E+03 1.78E+03 1.02E+03 5.48E+02 2.77E+02 1.52E+02 8.00E+01 1.10E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.569  1.81E+07 1.21E+07 1.34E+08 8.89E+05 1.51E+06 1.73E+06 1.65E+06 1.40E+06 1.13E+06 9.10E+05 7.10E+05 5.67E+05 4.32E+05 3.26E+05 2.45E+05 1.86E+05 1.39E+05 1.01E+05 7.08E+04 4.81E+04 3.13E+04 1.99E+04 1.30E+04 8.25E+03 5.13E+03 3.19E+03 1.74E+03 1.10E+03 5.52E+02 2.64E+02 1.71E+02 2.00E+02 1.64E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.621  3.35E+07 1.88E+07 2.08E+08 1.35E+06 2.36E+06 2.68E+06 2.55E+06 2.16E+06 1.72E+06 1.40E+06 1.09E+06 8.76E+05 6.74E+05 5.13E+05 3.86E+05 2.96E+05 2.21E+05 1.62E+05 1.14E+05 7.90E+04 5.27E+04 3.33E+04 2.27E+04 1.40E+04 8.82E+03 5.73E+03 2.96E+03 1.65E+03 8.27E+02 3.75E+02 2.62E+02 2.91E+02 3.28E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.671  5.75E+07 2.91E+07 3.24E+08 2.05E+06 3.68E+06 4.17E+06 3.92E+06 3.34E+06 2.62E+06 2.15E+06 1.67E+06 1.35E+06 1.05E+06 8.07E+05 6.09E+05 4.71E+05 3.53E+05 2.61E+05 1.85E+05 1.30E+05 8.87E+04 5.58E+04 3.96E+04 2.38E+04 1.51E+04 1.03E+04 5.05E+03 2.47E+03 1.10E+03 4.87E+02 3.53E+02 3.82E+02 4.92E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.719  9.45E+07 4.50E+07 5.05E+08 3.11E+06 5.75E+06 6.47E+06 6.04E+06 5.15E+06 3.98E+06 3.31E+06 2.55E+06 2.09E+06 1.64E+06 1.27E+06 9.61E+05 7.49E+05 5.63E+05 4.19E+05 2.99E+05 2.13E+05 1.49E+05 9.35E+04 6.92E+04 4.05E+04 2.60E+04 1.84E+04 8.61E+03 3.71E+03 1.38E+03 5.99E+02 4.44E+02 4.72E+02 6.57E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.766  1.52E+08 6.97E+07 7.87E+08 4.71E+06 8.98E+06 1.00E+07 9.30E+06 7.96E+06 6.06E+06 5.10E+06 3.91E+06 3.23E+06 2.56E+06 2.00E+06 1.51E+06 1.19E+06 8.98E+05 6.73E+05 4.84E+05 3.49E+05 2.51E+05 1.57E+05 1.21E+05 6.88E+04 4.47E+04 3.30E+04 1.47E+04 5.56E+03 1.72E+03 7.11E+02 5.35E+02 5.63E+02 8.21E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
