                    *********************************************************************************
                    *  Z= 29 A= 64: Positive-Parity Spin-dependent Level Density [MeV-1] for CU 64  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  20.00  1.854  1.80E+07 5.49E+06 6.57E+07 8.37E+04 1.60E+06 6.10E+05 4.68E+05 1.24E+05 2.28E+05 2.15E+05 3.13E+05 3.12E+05 3.03E+05 2.85E+05 2.14E+05 2.07E+05 1.47E+05 1.09E+05 1.01E+05 4.74E+04 5.82E+04 3.69E+04 1.10E+04 8.45E+03 2.26E+03 1.04E+03 8.39E+02 2.78E+02 1.14E+02 7.51E+01 1.18E+00 2.61E+00 5.63E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.967  3.96E+07 1.17E+07 1.48E+08 2.72E+05 3.92E+06 1.03E+06 6.26E+05 1.15E+05 3.05E+05 3.34E+05 6.18E+05 6.68E+05 6.84E+05 6.77E+05 4.93E+05 5.34E+05 3.72E+05 2.84E+05 3.01E+05 1.21E+05 1.98E+05 1.25E+05 2.71E+04 2.11E+04 3.73E+03 1.37E+03 1.14E+03 3.78E+02 1.53E+02 1.04E+02 1.02E+00 3.45E+00 7.97E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.073  8.74E+07 2.65E+07 3.52E+08 8.86E+05 9.59E+06 1.74E+06 8.38E+05 1.06E+05 4.09E+05 5.20E+05 1.22E+06 1.43E+06 1.54E+06 1.61E+06 1.14E+06 1.37E+06 9.44E+05 7.40E+05 8.97E+05 3.11E+05 6.71E+05 4.23E+05 6.68E+04 5.27E+04 6.14E+03 1.81E+03 1.44E+03 4.78E+02 1.91E+02 1.32E+02 8.57E-01 4.29E+00 1.03E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.271  5.37E+08 1.53E+08 2.24E+09 9.37E+06 5.73E+07 4.98E+06 1.50E+06 9.02E+04 7.32E+05 1.26E+06 4.76E+06 6.53E+06 7.84E+06 9.14E+06 6.06E+06 9.13E+06 6.06E+06 5.02E+06 7.97E+06 2.04E+06 7.72E+06 4.86E+06 4.07E+05 3.29E+05 1.67E+04 3.17E+03 2.30E+03 6.79E+02 2.69E+02 1.90E+02 5.32E-01 5.96E+00 1.50E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.622  3.79E+10 7.33E+09 1.31E+11 1.05E+09 2.05E+09 4.07E+07 4.81E+06 6.56E+04 2.35E+06 7.42E+06 7.24E+07 1.36E+08 2.02E+08 2.93E+08 1.72E+08 4.02E+08 2.50E+08 2.31E+08 6.29E+08 8.77E+07 1.02E+09 6.41E+08 1.51E+07 1.28E+07 1.23E+05 9.67E+03 5.86E+03 1.08E+03 4.24E+02 3.04E+02 0.00E+00 9.31E+00 2.44E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.932  1.05E+12 1.96E+11 3.55E+12 2.09E+09 7.34E+10 3.32E+08 1.54E+07 4.77E+04 7.54E+06 4.36E+07 1.10E+09 2.85E+09 5.23E+09 9.42E+09 4.89E+09 1.77E+10 1.03E+10 1.06E+10 4.96E+10 3.77E+09 2.04E+09 1.28E+09 5.60E+08 4.99E+08 9.11E+05 2.95E+04 1.49E+04 1.48E+03 5.78E+02 4.19E+02 0.00E+00 1.27E+01 3.38E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.211  4.76E+13 9.10E+12 1.95E+14 4.16E+09 2.62E+12 2.71E+09 4.94E+07 3.47E+04 2.42E+07 2.57E+08 1.67E+10 5.96E+10 1.35E+11 3.03E+11 1.39E+11 7.82E+11 4.25E+11 4.90E+11 3.92E+12 1.62E+11 4.06E+09 2.54E+09 2.08E+10 1.94E+10 6.73E+06 9.03E+04 3.81E+04 2.03E+03 7.33E+02 5.33E+02 0.00E+00 1.60E+01 4.31E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.469  2.62E+15 5.04E+14 1.25E+16 8.28E+09 9.38E+13 2.22E+10 1.58E+08 2.52E+04 7.77E+07 1.51E+09 2.55E+11 1.25E+12 3.49E+12 9.71E+12 3.94E+12 3.44E+13 1.75E+13 2.25E+13 3.09E+14 6.96E+12 8.10E+09 5.07E+09 7.71E+11 7.56E+11 4.97E+07 2.76E+05 9.70E+04 2.79E+03 8.88E+02 6.48E+02 0.00E+00 1.94E+01 5.25E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.708  1.65E+17 3.19E+16 8.77E+17 1.65E+10 3.36E+15 1.81E+11 5.07E+08 1.83E+04 2.49E+08 8.87E+09 3.87E+12 2.60E+13 9.03E+13 3.12E+14 1.12E+14 1.52E+15 7.23E+14 1.04E+15 2.44E+16 2.99E+14 1.61E+10 1.01E+10 2.86E+13 2.94E+13 3.67E+08 8.42E+05 2.47E+05 3.82E+03 1.04E+03 7.62E+02 0.00E+00 2.27E+01 6.19E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.933  1.14E+19 2.22E+18 6.47E+19 3.28E+10 1.20E+17 1.48E+12 1.62E+09 1.33E+04 8.01E+08 5.21E+10 5.89E+13 5.44E+14 2.33E+15 1.00E+16 3.18E+15 6.69E+16 2.98E+16 4.77E+16 1.92E+18 1.29E+16 3.21E+10 2.01E+10 1.06E+15 1.15E+15 2.71E+09 2.57E+06 6.31E+05 5.24E+03 1.20E+03 8.77E+02 0.00E+00 2.61E+01 7.13E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.146  8.40E+20 1.64E+20 4.92E+21 6.54E+10 4.29E+18 1.21E+13 5.21E+09 9.70E+03 2.57E+09 3.07E+11 8.96E+14 1.14E+16 6.03E+16 3.22E+17 9.02E+16 2.95E+18 1.23E+18 2.20E+18 1.52E+20 5.53E+17 6.41E+10 4.01E+10 3.94E+16 4.46E+16 2.01E+10 7.86E+06 1.61E+06 7.19E+03 1.38E+03 9.92E+02 0.00E+00 2.94E+01 8.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.348  6.39E+22 1.24E+22 3.80E+23 1.30E+11 1.54E+20 9.86E+13 1.67E+10 7.05E+03 8.25E+09 1.80E+12 1.36E+16 2.38E+17 1.56E+18 1.03E+19 2.56E+18 1.30E+20 5.07E+19 1.01E+20 1.20E+22 2.38E+19 1.28E+11 7.99E+10 1.46E+18 1.74E+18 1.48E+11 2.40E+07 4.10E+06 9.86E+03 1.58E+03 1.11E+03 0.00E+00 3.28E+01 9.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.541  4.95E+24 9.64E+23 2.97E+25 2.59E+11 5.50E+21 8.05E+14 5.35E+10 5.13E+03 2.65E+10 1.06E+13 2.07E+17 4.97E+18 4.03E+19 3.32E+20 7.27E+19 5.73E+21 2.09E+21 4.66E+21 9.44E+23 1.02E+21 2.54E+11 1.59E+11 5.42E+19 6.76E+19 1.09E+12 7.34E+07 1.04E+07 1.35E+04 1.81E+03 1.22E+03 0.00E+00 3.61E+01 9.94E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.727  3.86E+26 7.53E+25 2.33E+27 5.16E+11 1.97E+23 6.58E+15 1.71E+11 3.73E+03 8.50E+10 6.23E+13 3.15E+18 1.04E+20 1.04E+21 1.06E+22 2.06E+21 2.53E+23 8.62E+22 2.14E+23 7.45E+25 4.40E+22 5.07E+11 3.17E+11 2.01E+21 2.63E+21 8.08E+12 2.24E+08 2.66E+07 1.85E+04 2.08E+03 1.35E+03 0.00E+00 3.95E+01 1.09E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.905  3.03E+28 5.91E+27 1.83E+29 1.03E+12 7.03E+24 5.37E+16 5.49E+11 2.71E+03 2.73E+11 3.66E+14 4.80E+19 2.17E+21 2.69E+22 3.42E+23 5.86E+22 1.11E+25 3.56E+24 9.86E+24 5.88E+27 1.89E+24 1.01E+12 6.32E+11 7.45E+22 1.03E+23 5.97E+13 6.85E+08 6.79E+07 2.54E+04 2.39E+03 1.49E+03 0.00E+00 4.28E+01 1.18E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  5.078  2.39E+30 4.65E+29 1.44E+31 2.05E+12 2.51E+26 4.39E+17 1.76E+12 1.97E+03 8.76E+11 2.15E+15 7.29E+20 4.54E+22 6.95E+23 1.10E+25 1.66E+24 4.91E+26 1.47E+26 4.54E+26 4.64E+29 8.12E+25 2.01E+12 1.26E+12 2.76E+24 3.99E+24 4.41E+14 2.09E+09 1.73E+08 3.49E+04 2.75E+03 1.64E+03 0.00E+00 4.62E+01 1.28E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  5.244  1.88E+32 3.67E+31 1.14E+33 4.07E+12 9.00E+27 3.58E+18 5.64E+12 1.43E+03 2.81E+12 1.27E+16 1.11E+22 9.48E+23 1.80E+25 3.52E+26 4.72E+25 2.16E+28 6.05E+27 2.09E+28 3.66E+31 3.49E+27 4.01E+12 2.51E+12 1.03E+26 1.55E+26 3.26E+15 6.39E+09 4.41E+08 4.79E+04 3.16E+03 1.81E+03 0.00E+00 4.95E+01 1.37E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  5.405  1.48E+34 2.89E+33 8.96E+34 8.11E+12 3.22E+29 2.93E+19 1.81E+13 1.04E+03 9.02E+12 7.45E+16 1.69E+23 1.98E+25 4.64E+26 1.13E+28 1.34E+27 9.53E+29 2.49E+29 9.62E+29 2.89E+33 1.50E+29 7.98E+12 5.00E+12 3.80E+27 6.05E+27 2.41E+16 1.95E+10 1.13E+09 6.56E+04 3.62E+03 2.00E+03 0.00E+00 5.29E+01 1.46E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  5.562  1.17E+36 2.28E+35 7.06E+36 1.62E+13 1.15E+31 2.39E+20 5.79E+13 7.58E+02 2.90E+13 4.38E+17 2.57E+24 4.14E+26 1.20E+28 3.63E+29 3.81E+28 4.20E+31 1.03E+31 4.43E+31 2.28E+35 6.45E+30 1.59E+13 9.96E+12 1.41E+29 2.36E+29 1.78E+17 5.97E+10 2.87E+09 9.00E+04 4.16E+03 2.21E+03 0.00E+00 5.62E+01 1.56E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  5.715  9.22E+37 1.80E+37 5.57E+38 3.22E+13 4.12E+32 1.95E+21 1.86E+14 4.74E+02 9.30E+13 2.58E+18 3.90E+25 8.65E+27 3.10E+29 1.17E+31 1.08E+30 1.85E+33 4.24E+32 2.04E+33 1.80E+37 2.77E+32 3.17E+13 1.98E+13 5.23E+30 9.18E+30 1.31E+18 1.82E+11 7.31E+09 1.23E+05 4.78E+03 2.43E+03 0.00E+00 5.96E+01 1.65E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  5.863  7.27E+39 1.42E+39 4.40E+40 6.40E+13 1.47E+34 1.59E+22 5.95E+14 1.89E+02 2.98E+14 1.51E+19 5.94E+26 1.81E+29 8.02E+30 3.75E+32 3.07E+31 8.16E+34 1.75E+34 9.38E+34 1.42E+39 1.19E+34 6.32E+13 3.95E+13 1.94E+32 3.57E+32 9.71E+18 5.57E+11 1.86E+10 1.69E+05 5.49E+03 2.69E+03 0.00E+00 6.29E+01 1.74E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 29 A= 66: Positive-Parity Spin-dependent Level Density [MeV-1] for CU 66  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.204  1.00E+00 4.45E+00 1.98E+01 1.00E+00 2.30E-01 2.22E+00 1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.289  2.00E+00 3.90E+00 1.78E+01 8.33E-01 1.92E-01 1.95E+00 8.33E-01 9.58E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.354  3.00E+00 4.05E+00 2.32E+01 0.00E+00 7.96E-01 1.67E+00 8.65E-01 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.408  4.00E+00 5.97E+00 2.86E+01 7.96E-01 1.59E+00 1.76E+00 1.11E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.456  6.00E+00 7.69E+00 4.40E+01 8.79E-01 1.59E+00 1.29E+00 2.38E+00 9.20E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.500  8.00E+00 1.15E+01 5.85E+01 2.39E+00 2.31E+00 1.76E+00 3.25E+00 1.08E+00 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.540  1.20E+01 1.44E+01 7.91E+01 2.64E+00 2.94E+00 1.84E+00 3.58E+00 1.96E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.577  1.60E+01 1.66E+01 9.42E+01 2.72E+00 3.10E+00 2.25E+00 4.54E+00 2.60E+00 1.43E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.612  2.00E+01 2.16E+01 1.18E+02 4.94E+00 2.72E+00 3.38E+00 5.90E+00 2.48E+00 2.22E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.645  2.70E+01 2.81E+01 1.57E+02 7.88E+00 3.43E+00 3.92E+00 6.70E+00 3.15E+00 1.74E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.20E-02 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.677  3.50E+01 3.53E+01 2.27E+02 9.50E+00 3.21E+00 4.49E+00 6.56E+00 5.21E+00 2.82E+00 1.56E+00 6.32E-01 0.00E+00 5.80E-02 0.00E+00 6.54E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.707  4.50E+01 4.72E+01 3.05E+02 1.22E+01 5.05E+00 6.03E+00 8.95E+00 5.74E+00 3.37E+00 2.63E+00 1.26E+00 6.32E-01 5.80E-02 0.00E+00 6.54E-01 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.736  6.00E+01 7.35E+01 5.38E+02 1.49E+01 7.46E+00 1.34E+01 1.27E+01 6.89E+00 5.76E+00 3.35E+00 2.18E+00 2.11E+00 5.80E-02 8.03E-01 3.18E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.764  8.00E+01 8.98E+01 6.36E+02 2.04E+01 8.91E+00 1.67E+01 1.43E+01 7.38E+00 7.56E+00 4.14E+00 2.89E+00 2.23E+00 5.80E-02 1.44E+00 3.18E+00 6.32E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
