                    *********************************************************************************
                    *  Z= 48 A=112: Positive-Parity Spin-dependent Level Density [MeV-1] for CD112  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
  15.00  1.230  1.10E+09 8.37E+08 9.00E+09 5.65E+07 1.01E+08 1.25E+08 1.18E+08 1.04E+08 8.38E+07 6.67E+07 4.96E+07 3.76E+07 2.77E+07 2.01E+07 1.47E+07 1.03E+07 7.35E+06 5.02E+06 3.38E+06 2.29E+06 1.52E+06 1.01E+06 6.63E+05 4.36E+05 2.83E+05 1.83E+05 1.19E+05 7.60E+04 4.92E+04 3.20E+04 2.36E+04 3.00E+04 1.62E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.271  2.23E+09 1.44E+09 1.56E+10 9.43E+07 1.69E+08 2.14E+08 2.00E+08 1.78E+08 1.43E+08 1.15E+08 8.58E+07 6.55E+07 4.82E+07 3.57E+07 2.64E+07 1.86E+07 1.33E+07 9.17E+06 6.22E+06 4.25E+06 2.82E+06 1.89E+06 1.25E+06 8.28E+05 5.38E+05 3.51E+05 2.30E+05 1.47E+05 9.64E+04 6.25E+04 4.65E+04 5.92E+04 2.49E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.310  4.18E+09 2.46E+09 2.71E+10 1.57E+08 2.85E+08 3.66E+08 3.40E+08 3.04E+08 2.46E+08 1.98E+08 1.48E+08 1.14E+08 8.39E+07 6.33E+07 4.72E+07 3.34E+07 2.41E+07 1.67E+07 1.15E+07 7.90E+06 5.25E+06 3.54E+06 2.37E+06 1.57E+06 1.02E+06 6.74E+05 4.43E+05 2.86E+05 1.89E+05 1.22E+05 9.16E+04 1.17E+05 3.36E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.348  7.53E+09 4.22E+09 4.70E+10 2.62E+08 4.80E+08 6.28E+08 5.77E+08 5.18E+08 4.21E+08 3.40E+08 2.57E+08 1.99E+08 1.46E+08 1.12E+08 8.45E+07 5.99E+07 4.38E+07 3.06E+07 2.11E+07 1.47E+07 9.76E+06 6.63E+06 4.47E+06 2.98E+06 1.95E+06 1.29E+06 8.56E+05 5.56E+05 3.70E+05 2.39E+05 1.81E+05 2.31E+05 4.23E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.385  1.33E+10 7.25E+09 8.16E+10 4.37E+08 8.08E+08 1.08E+09 9.81E+08 8.83E+08 7.21E+08 5.86E+08 4.44E+08 3.46E+08 2.54E+08 1.99E+08 1.51E+08 1.08E+08 7.93E+07 5.58E+07 3.88E+07 2.72E+07 1.82E+07 1.24E+07 8.44E+06 5.65E+06 3.71E+06 2.48E+06 1.65E+06 1.08E+06 7.24E+05 4.67E+05 3.56E+05 4.55E+05 5.10E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.421  2.31E+10 1.25E+10 1.42E+11 7.29E+08 1.36E+09 1.84E+09 1.67E+09 1.51E+09 1.23E+09 1.01E+09 7.69E+08 6.04E+08 4.43E+08 3.53E+08 2.70E+08 1.93E+08 1.44E+08 1.02E+08 7.15E+07 5.05E+07 3.38E+07 2.33E+07 1.60E+07 1.07E+07 7.06E+06 4.75E+06 3.19E+06 2.09E+06 1.42E+06 9.13E+05 7.02E+05 8.98E+05 5.97E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.507  9.90E+10 4.82E+10 5.67E+11 2.62E+09 5.00E+09 7.10E+09 6.27E+09 5.72E+09 4.74E+09 3.92E+09 3.03E+09 2.42E+09 1.77E+09 1.48E+09 1.16E+09 8.37E+08 6.36E+08 4.59E+08 3.29E+08 2.37E+08 1.60E+08 1.12E+08 7.83E+07 5.30E+07 3.53E+07 2.42E+07 1.65E+07 1.10E+07 7.62E+06 4.88E+06 3.83E+06 4.91E+06 8.15E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.588  3.93E+11 1.87E+11 2.28E+12 9.41E+09 1.84E+10 2.73E+10 2.36E+10 2.17E+10 1.82E+10 1.52E+10 1.19E+10 9.69E+09 7.08E+09 6.20E+09 4.96E+09 3.62E+09 2.81E+09 2.07E+09 1.51E+09 1.11E+09 7.53E+08 5.36E+08 3.84E+08 2.63E+08 1.76E+08 1.23E+08 8.56E+07 5.77E+07 4.09E+07 2.61E+07 2.09E+07 2.69E+07 1.03E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.740  8.00E+12 2.85E+12 3.74E+13 1.21E+11 2.48E+11 4.04E+11 3.34E+11 3.14E+11 2.68E+11 2.30E+11 1.85E+11 1.56E+11 1.13E+11 1.09E+11 9.08E+10 6.78E+10 5.50E+10 4.20E+10 3.20E+10 2.45E+10 1.68E+10 1.23E+10 9.24E+09 6.44E+09 4.40E+09 3.20E+09 2.30E+09 1.59E+09 1.18E+09 7.45E+08 6.23E+08 8.04E+08 1.47E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.009  3.51E+15 6.98E+14 1.09E+16 2.02E+13 4.53E+13 8.85E+13 6.68E+13 6.53E+13 5.82E+13 5.25E+13 4.45E+13 4.01E+13 2.90E+13 3.35E+13 3.05E+13 2.38E+13 2.10E+13 1.73E+13 1.43E+13 1.19E+13 8.34E+12 6.54E+12 5.36E+12 3.88E+12 2.74E+12 2.15E+12 1.66E+12 1.21E+12 9.79E+11 6.08E+11 5.52E+11 7.21E+11 2.97E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.246  1.40E+16 1.39E+15 2.17E+16 4.02E+13 9.04E+13 1.77E+14 1.33E+14 1.30E+14 1.16E+14 1.05E+14 8.87E+13 8.00E+13 5.79E+13 6.70E+13 6.10E+13 4.74E+13 4.20E+13 3.46E+13 2.87E+13 2.37E+13 1.67E+13 1.31E+13 1.07E+13 7.75E+12 5.48E+12 4.30E+12 3.31E+12 2.42E+12 1.96E+12 1.21E+12 1.10E+12 1.44E+12 5.99E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.461  3.48E+16 2.78E+15 4.34E+16 8.02E+13 1.80E+14 3.52E+14 2.66E+14 2.60E+14 2.32E+14 2.09E+14 1.77E+14 1.60E+14 1.16E+14 1.34E+14 1.22E+14 9.47E+13 8.40E+13 6.91E+13 5.73E+13 4.74E+13 3.33E+13 2.61E+13 2.14E+13 1.55E+13 1.10E+13 8.60E+12 6.61E+12 4.83E+12 3.91E+12 2.43E+12 2.21E+12 2.88E+12 1.21E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.658  7.64E+16 5.55E+15 8.67E+16 1.60E+14 3.60E+14 7.03E+14 5.30E+14 5.19E+14 4.63E+14 4.17E+14 3.53E+14 3.19E+14 2.31E+14 2.67E+14 2.43E+14 1.89E+14 1.68E+14 1.38E+14 1.14E+14 9.47E+13 6.65E+13 5.22E+13 4.27E+13 3.09E+13 2.19E+13 1.72E+13 1.32E+13 9.66E+12 7.82E+12 4.85E+12 4.41E+12 5.75E+12 2.45E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.841  1.60E+17 1.11E+16 1.73E+17 3.19E+14 7.17E+14 1.40E+15 1.06E+15 1.03E+15 9.23E+14 8.32E+14 7.05E+14 6.37E+14 4.60E+14 5.33E+14 4.86E+14 3.78E+14 3.35E+14 2.76E+14 2.29E+14 1.89E+14 1.33E+14 1.04E+14 8.54E+13 6.18E+13 4.37E+13 3.44E+13 2.64E+13 1.93E+13 1.56E+13 9.70E+12 8.82E+12 1.15E+13 4.95E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.014  3.25E+17 2.21E+16 3.45E+17 6.36E+14 1.43E+15 2.80E+15 2.11E+15 2.07E+15 1.84E+15 1.66E+15 1.41E+15 1.27E+15 9.19E+14 1.06E+15 9.70E+14 7.55E+14 6.69E+14 5.51E+14 4.57E+14 3.78E+14 2.66E+14 2.08E+14 1.71E+14 1.24E+14 8.74E+13 6.87E+13 5.28E+13 3.86E+13 3.12E+13 1.94E+13 1.76E+13 2.30E+13 1.00E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.177  6.56E+17 4.41E+16 6.90E+17 1.27E+15 2.85E+15 5.59E+15 4.21E+15 4.12E+15 3.68E+15 3.31E+15 2.81E+15 2.54E+15 1.83E+15 2.13E+15 1.94E+15 1.51E+15 1.34E+15 1.10E+15 9.12E+14 7.55E+14 5.31E+14 4.16E+14 3.41E+14 2.47E+14 1.75E+14 1.37E+14 1.05E+14 7.71E+13 6.24E+13 3.88E+13 3.52E+13 4.60E+13 2.02E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  3.332  1.32E+18 8.80E+16 1.38E+18 2.53E+15 5.69E+15 1.11E+16 8.40E+15 8.22E+15 7.34E+15 6.61E+15 5.61E+15 5.06E+15 3.66E+15 4.25E+15 3.87E+15 3.01E+15 2.67E+15 2.20E+15 1.82E+15 1.51E+15 1.06E+15 8.32E+14 6.81E+14 4.93E+14 3.49E+14 2.74E+14 2.11E+14 1.54E+14 1.25E+14 7.75E+13 7.04E+13 9.19E+13 4.09E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  3.480  2.64E+18 1.76E+17 2.75E+18 5.04E+15 1.13E+16 2.22E+16 1.68E+16 1.64E+16 1.46E+16 1.32E+16 1.12E+16 1.01E+16 7.31E+15 8.48E+15 7.72E+15 6.01E+15 5.33E+15 4.39E+15 3.64E+15 3.01E+15 2.12E+15 1.66E+15 1.36E+15 9.86E+14 6.98E+14 5.48E+14 4.21E+14 3.08E+14 2.49E+14 1.55E+14 1.41E+14 1.84E+14 8.26E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.622  5.27E+18 3.51E+17 5.49E+18 1.01E+16 2.26E+16 4.44E+16 3.34E+16 3.27E+16 2.92E+16 2.63E+16 2.23E+16 2.02E+16 1.46E+16 1.69E+16 1.54E+16 1.20E+16 1.06E+16 8.77E+15 7.27E+15 6.02E+15 4.23E+15 3.32E+15 2.72E+15 1.97E+15 1.39E+15 1.10E+15 8.42E+14 6.16E+14 4.99E+14 3.09E+14 2.81E+14 3.67E+14 1.67E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.759  1.05E+19 7.00E+17 1.10E+19 2.01E+16 4.51E+16 8.86E+16 6.67E+16 6.53E+16 5.83E+16 5.26E+16 4.46E+16 4.03E+16 2.91E+16 3.38E+16 3.08E+16 2.40E+16 2.13E+16 1.75E+16 1.45E+16 1.20E+16 8.46E+15 6.63E+15 5.44E+15 3.94E+15 2.79E+15 2.19E+15 1.68E+15 1.23E+15 9.97E+14 6.19E+14 5.63E+14 7.34E+14 3.38E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.891  2.10E+19 1.40E+18 2.19E+19 4.00E+16 9.01E+16 1.77E+17 1.33E+17 1.30E+17 1.16E+17 1.05E+17 8.90E+16 8.04E+16 5.81E+16 6.75E+16 6.15E+16 4.79E+16 4.25E+16 3.50E+16 2.90E+16 2.40E+16 1.69E+16 1.33E+16 1.09E+16 7.87E+15 5.57E+15 4.38E+15 3.36E+15 2.46E+15 1.99E+15 1.24E+15 1.12E+15 1.47E+15 6.82E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.018  4.19E+19 2.79E+18 4.37E+19 7.97E+16 1.80E+17 3.53E+17 2.66E+17 2.60E+17 2.32E+17 2.09E+17 1.78E+17 1.60E+17 1.16E+17 1.35E+17 1.23E+17 9.56E+16 8.49E+16 6.99E+16 5.80E+16 4.80E+16 3.38E+16 2.65E+16 2.17E+16 1.57E+16 1.11E+16 8.74E+15 6.72E+15 4.92E+15 3.98E+15 2.47E+15 2.25E+15 2.93E+15 1.38E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  4.142  8.37E+19 5.56E+18 8.72E+19 1.59E+17 3.58E+17 7.04E+17 5.30E+17 5.19E+17 4.63E+17 4.18E+17 3.54E+17 3.20E+17 2.32E+17 2.69E+17 2.45E+17 1.91E+17 1.70E+17 1.40E+17 1.16E+17 9.59E+16 6.74E+16 5.29E+16 4.34E+16 3.14E+16 2.22E+16 1.75E+16 1.34E+16 9.83E+15 7.96E+15 4.94E+15 4.49E+15 5.86E+15 2.79E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  4.262  1.67E+20 1.11E+19 1.74E+20 3.17E+17 7.15E+17 1.40E+18 1.06E+18 1.03E+18 9.24E+17 8.34E+17 7.08E+17 6.39E+17 4.62E+17 5.37E+17 4.90E+17 3.81E+17 3.39E+17 2.79E+17 2.31E+17 1.92E+17 1.35E+17 1.06E+17 8.67E+16 6.28E+16 4.44E+16 3.49E+16 2.69E+16 1.96E+16 1.59E+16 9.87E+15 8.98E+15 1.17E+16 5.63E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  4.379  3.33E+20 2.22E+19 3.48E+20 6.32E+17 1.43E+18 2.80E+18 2.11E+18 2.06E+18 1.84E+18 1.66E+18 1.41E+18 1.28E+18 9.22E+17 1.07E+18 9.78E+17 7.62E+17 6.76E+17 5.57E+17 4.62E+17 3.83E+17 2.69E+17 2.11E+17 1.73E+17 1.25E+17 8.88E+16 6.98E+16 5.37E+16 3.93E+16 3.18E+16 1.97E+16 1.79E+16 2.34E+16 1.14E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  4.493  6.65E+20 4.42E+19 6.94E+20 1.26E+18 2.84E+18 5.59E+18 4.21E+18 4.12E+18 3.68E+18 3.32E+18 2.82E+18 2.55E+18 1.84E+18 2.14E+18 1.95E+18 1.52E+18 1.35E+18 1.11E+18 9.24E+17 7.65E+17 5.38E+17 4.22E+17 3.46E+17 2.51E+17 1.77E+17 1.39E+17 1.07E+17 7.85E+16 6.36E+16 3.94E+16 3.59E+16 4.68E+16 2.30E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 48 A=111: Positive-Parity Spin-dependent Level Density [MeV-1] for CD111  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.157  1.00E+00 5.68E+00 2.65E+01 2.00E+00 2.25E-01 3.11E+00 2.25E-01 1.13E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.223  3.00E+00 5.75E+00 2.69E+01 1.67E+00 1.02E+00 2.59E+00 3.75E-01 9.38E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.273  4.00E+00 8.53E+00 3.78E+01 3.57E+00 1.14E+00 2.54E+00 1.04E+00 1.61E-01 8.04E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.315  7.00E+00 9.10E+00 4.34E+01 2.86E+00 2.02E+00 2.54E+00 1.28E+00 3.22E-01 8.04E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.352  9.00E+00 1.38E+01 7.48E+01 3.02E+00 2.89E+00 4.30E+00 2.29E+00 1.12E+00 1.61E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.386  1.40E+01 1.87E+01 9.50E+01 5.96E+00 4.02E+00 3.74E+00 3.25E+00 1.36E+00 3.22E-01 8.04E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.416  1.90E+01 2.69E+01 1.57E+02 6.12E+00 6.70E+00 6.45E+00 3.65E+00 2.15E+00 1.12E+00 8.04E-02 0.00E+00 0.00E+00 2.61E-02 6.34E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.445  2.70E+01 3.85E+01 2.20E+02 1.03E+01 9.04E+00 9.39E+00 4.13E+00 2.63E+00 1.44E+00 2.94E-01 0.00E+00 6.34E-01 2.61E-02 6.34E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
