                    *********************************************************************************
                    *  Z= 76 A=188: Positive-Parity Spin-dependent Level Density [MeV-1] for OS188  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   9.50  0.746  5.27E+06 7.91E+06 9.63E+07 3.29E+05 3.35E+05 8.79E+05 8.19E+05 1.06E+06 8.50E+05 8.79E+05 6.77E+05 5.91E+05 4.43E+05 3.22E+05 2.36E+05 1.66E+05 1.17E+05 7.99E+04 5.49E+04 2.74E+04 1.32E+04 7.82E+03 5.05E+03 3.69E+03 2.43E+03 1.79E+03 1.15E+03 8.06E+02 4.71E+02 3.51E+02 1.90E+02 1.40E+02 1.59E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.765  1.15E+07 1.71E+07 2.10E+08 7.02E+05 7.14E+05 1.88E+06 1.75E+06 2.28E+06 1.83E+06 1.90E+06 1.47E+06 1.29E+06 9.78E+05 7.17E+05 5.31E+05 3.77E+05 2.69E+05 1.86E+05 1.03E+05 4.95E+04 2.69E+04 1.75E+04 1.20E+04 8.95E+03 6.17E+03 4.58E+03 3.03E+03 2.16E+03 1.34E+03 9.48E+02 5.31E+02 4.16E+02 4.77E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.802  5.92E+07 7.81E+07 9.63E+08 3.13E+06 3.19E+06 8.40E+06 7.88E+06 1.03E+07 8.33E+06 8.71E+06 6.82E+06 6.05E+06 4.64E+06 3.45E+06 2.60E+06 1.89E+06 1.16E+06 6.07E+05 3.11E+05 1.81E+05 1.20E+05 8.83E+04 6.54E+04 4.97E+04 3.64E+04 2.70E+04 1.90E+04 1.37E+04 9.28E+03 6.53E+03 4.16E+03 3.06E+03 4.35E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.838  2.70E+08 3.43E+08 4.18E+09 1.37E+07 1.39E+07 3.68E+07 3.46E+07 4.56E+07 3.70E+07 3.89E+07 3.08E+07 2.75E+07 2.13E+07 1.61E+07 1.12E+07 6.30E+06 3.20E+06 1.74E+06 1.07E+06 7.49E+05 5.57E+05 4.34E+05 3.36E+05 2.61E+05 1.98E+05 1.49E+05 1.09E+05 8.04E+04 5.68E+04 4.07E+04 2.77E+04 2.09E+04 3.21E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.872  1.15E+09 1.42E+09 1.68E+10 5.86E+07 5.95E+07 1.58E+08 1.49E+08 1.97E+08 1.61E+08 1.70E+08 1.35E+08 1.22E+08 8.21E+07 5.30E+07 2.81E+07 1.61E+07 8.91E+06 5.82E+06 4.17E+06 3.22E+06 2.56E+06 2.06E+06 1.65E+06 1.30E+06 1.01E+06 7.80E+05 5.87E+05 4.40E+05 3.22E+05 2.37E+05 1.67E+05 1.31E+05 2.14E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.905  4.41E+09 5.10E+09 5.50E+10 2.46E+08 2.50E+08 6.65E+08 6.28E+08 8.33E+08 6.56E+08 6.08E+08 3.99E+08 3.00E+08 1.67E+08 1.12E+08 6.07E+07 4.15E+07 2.74E+07 2.11E+07 1.67E+07 1.39E+07 1.15E+07 9.47E+06 7.72E+06 6.23E+06 4.94E+06 3.87E+06 2.99E+06 2.28E+06 1.71E+06 1.29E+06 9.40E+05 7.59E+05 1.31E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.937  1.09E+10 7.77E+09 7.87E+10 4.52E+08 4.58E+08 1.26E+09 1.10E+09 1.30E+09 9.28E+08 7.71E+08 4.39E+08 3.51E+08 1.84E+08 1.41E+08 7.99E+07 6.26E+07 4.46E+07 3.68E+07 3.04E+07 2.57E+07 2.16E+07 1.80E+07 1.48E+07 1.20E+07 9.61E+06 7.60E+06 5.91E+06 4.55E+06 3.45E+06 2.63E+06 1.94E+06 1.58E+06 2.78E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.968  2.08E+10 1.22E+10 1.17E+11 8.28E+08 8.40E+08 2.37E+09 1.94E+09 2.03E+09 1.31E+09 9.79E+08 4.83E+08 4.10E+08 2.03E+08 1.79E+08 1.05E+08 9.42E+07 7.26E+07 6.43E+07 5.52E+07 4.78E+07 4.07E+07 3.42E+07 2.84E+07 2.32E+07 1.87E+07 1.49E+07 1.17E+07 9.09E+06 6.95E+06 5.37E+06 3.99E+06 3.30E+06 5.91E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.997  3.69E+10 1.98E+10 1.79E+11 1.52E+09 1.54E+09 4.49E+09 3.41E+09 3.17E+09 1.86E+09 1.24E+09 5.32E+08 4.79E+08 2.24E+08 2.26E+08 1.38E+08 1.42E+08 1.18E+08 1.12E+08 1.00E+08 8.88E+07 7.66E+07 6.51E+07 5.44E+07 4.48E+07 3.64E+07 2.92E+07 2.31E+07 1.81E+07 1.40E+07 1.09E+07 8.23E+06 6.89E+06 1.26E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.026  6.31E+10 3.28E+10 2.83E+11 2.79E+09 2.82E+09 8.48E+09 5.99E+09 4.95E+09 2.63E+09 1.58E+09 5.85E+08 5.60E+08 2.47E+08 2.85E+08 1.82E+08 2.14E+08 1.92E+08 1.96E+08 1.82E+08 1.65E+08 1.44E+08 1.24E+08 1.04E+08 8.66E+07 7.09E+07 5.73E+07 4.58E+07 3.62E+07 2.83E+07 2.23E+07 1.70E+07 1.44E+07 2.67E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.054  1.07E+11 5.56E+10 4.61E+11 5.11E+09 5.17E+09 1.60E+10 1.05E+10 7.73E+09 3.72E+09 2.00E+09 6.44E+08 6.55E+08 2.73E+08 3.60E+08 2.39E+08 3.22E+08 3.13E+08 3.42E+08 3.30E+08 3.06E+08 2.72E+08 2.35E+08 2.00E+08 1.67E+08 1.38E+08 1.12E+08 9.07E+07 7.23E+07 5.70E+07 4.54E+07 3.50E+07 2.99E+07 5.68E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.082  1.83E+11 9.57E+10 7.70E+11 9.37E+09 9.48E+09 3.03E+10 1.85E+10 1.21E+10 5.26E+09 2.54E+09 7.08E+08 7.65E+08 3.01E+08 4.56E+08 3.14E+08 4.84E+08 5.09E+08 5.97E+08 5.99E+08 5.69E+08 5.12E+08 4.47E+08 3.83E+08 3.23E+08 2.69E+08 2.21E+08 1.79E+08 1.44E+08 1.15E+08 9.26E+07 7.21E+07 6.25E+07 1.21E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.147  7.95E+11 3.94E+11 3.04E+12 4.27E+10 4.31E+10 1.49E+11 7.57E+10 3.67E+10 1.25E+10 4.61E+09 8.99E+08 1.13E+09 3.84E+08 8.18E+08 6.23E+08 1.35E+09 1.72E+09 2.40E+09 2.66E+09 2.67E+09 2.49E+09 2.23E+09 1.95E+09 1.67E+09 1.42E+09 1.19E+09 9.89E+08 8.11E+08 6.63E+08 5.49E+08 4.40E+08 3.92E+08 7.96E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.209  3.43E+12 1.71E+12 1.31E+13 1.94E+11 1.96E+11 7.29E+11 3.10E+11 1.12E+11 2.98E+10 8.35E+09 1.14E+09 1.67E+09 4.90E+08 1.47E+09 1.24E+09 3.75E+09 5.81E+09 9.68E+09 1.18E+10 1.26E+10 1.21E+10 1.11E+10 9.91E+09 8.67E+09 7.52E+09 6.41E+09 5.45E+09 4.57E+09 3.83E+09 3.26E+09 2.69E+09 2.46E+09 5.25E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.325  9.60E+13 3.53E+13 2.85E+14 4.03E+12 4.06E+12 1.76E+13 5.20E+12 1.04E+12 1.69E+11 2.75E+10 1.84E+09 3.64E+09 7.98E+08 4.74E+09 4.86E+09 2.90E+10 6.64E+10 1.57E+11 2.33E+11 2.78E+11 2.87E+11 2.76E+11 2.57E+11 2.33E+11 2.10E+11 1.86E+11 1.66E+11 1.45E+11 1.28E+11 1.14E+11 1.00E+11 9.72E+10 2.28E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.530  8.93E+16 1.78E+16 1.88E+17 1.74E+15 1.74E+15 1.02E+16 1.46E+15 8.93E+13 5.41E+12 2.98E+11 4.78E+09 1.73E+10 2.12E+09 4.93E+10 7.53E+10 1.74E+12 8.65E+12 4.13E+13 9.06E+13 1.36E+14 1.61E+14 1.70E+14 1.72E+14 1.68E+14 1.64E+14 1.57E+14 1.53E+14 1.45E+14 1.42E+14 1.41E+14 1.39E+14 1.51E+14 4.32E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.710  3.95E+17 4.34E+16 4.48E+17 3.47E+15 3.48E+15 2.04E+16 2.91E+15 7.69E+15 1.74E+14 3.22E+12 1.24E+10 8.23E+10 5.62E+09 5.12E+11 1.16E+12 1.04E+14 1.72E+13 8.24E+13 1.81E+14 2.71E+14 3.22E+14 3.41E+14 3.43E+14 3.35E+14 3.28E+14 3.14E+14 3.05E+14 2.90E+14 2.83E+14 2.83E+14 2.77E+14 3.02E+14 8.63E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.874  4.33E+18 7.44E+17 6.92E+18 6.92E+15 6.95E+15 4.07E+16 5.82E+15 6.61E+17 5.57E+15 3.49E+13 3.23E+10 3.91E+11 1.49E+10 5.33E+12 1.80E+13 6.23E+15 3.43E+13 1.64E+14 3.62E+14 5.41E+14 6.44E+14 6.81E+14 6.86E+14 6.70E+14 6.56E+14 6.27E+14 6.10E+14 5.79E+14 5.66E+14 5.65E+14 5.54E+14 6.04E+14 1.73E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.024  2.96E+20 5.76E+19 5.25E+20 1.38E+16 1.39E+16 8.14E+16 1.16E+16 5.69E+19 1.79E+17 3.78E+14 8.38E+10 1.86E+12 3.96E+10 5.54E+13 2.79E+14 3.73E+17 6.84E+13 3.28E+14 7.22E+14 1.08E+15 1.29E+15 1.36E+15 1.37E+15 1.34E+15 1.31E+15 1.25E+15 1.22E+15 1.16E+15 1.13E+15 1.13E+15 1.11E+15 1.21E+15 3.45E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.164  2.52E+22 4.93E+21 4.47E+22 2.76E+16 2.77E+16 1.63E+17 2.32E+16 4.90E+21 5.74E+18 4.09E+15 2.18E+11 8.85E+12 1.05E+11 5.77E+14 4.32E+15 2.24E+19 1.36E+14 6.55E+14 1.44E+15 2.16E+15 2.57E+15 2.72E+15 2.74E+15 2.68E+15 2.62E+15 2.50E+15 2.44E+15 2.31E+15 2.26E+15 2.26E+15 2.22E+15 2.42E+15 6.90E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.295  2.16E+24 4.23E+23 3.83E+24 5.52E+16 5.54E+16 3.25E+17 4.63E+16 4.21E+23 1.84E+20 4.43E+16 5.66E+11 4.21E+13 2.79E+11 6.00E+15 6.68E+16 1.34E+21 2.72E+14 1.31E+15 2.88E+15 4.32E+15 5.14E+15 5.43E+15 5.48E+15 5.35E+15 5.24E+15 5.01E+15 4.88E+15 4.63E+15 4.52E+15 4.52E+15 4.43E+15 4.83E+15 1.38E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.419  1.86E+26 3.64E+25 3.28E+26 1.10E+17 1.11E+17 6.49E+17 9.24E+16 3.63E+25 5.90E+21 4.80E+17 1.47E+12 2.00E+14 7.41E+11 6.24E+16 1.03E+18 8.03E+22 5.41E+14 2.61E+15 5.75E+15 8.62E+15 1.03E+16 1.09E+16 1.09E+16 1.07E+16 1.05E+16 1.00E+16 9.75E+15 9.25E+15 9.04E+15 9.03E+15 8.85E+15 9.66E+15 2.76E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.537  1.60E+28 3.13E+27 2.82E+28 2.20E+17 2.21E+17 1.30E+18 1.85E+17 3.12E+27 1.89E+23 5.20E+18 3.82E+12 9.51E+14 1.97E+12 6.49E+17 1.60E+19 4.81E+24 1.08E+15 5.21E+15 1.15E+16 1.72E+16 2.05E+16 2.17E+16 2.19E+16 2.14E+16 2.09E+16 2.00E+16 1.95E+16 1.85E+16 1.81E+16 1.81E+16 1.77E+16 1.93E+16 5.52E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.650  1.38E+30 2.69E+29 2.42E+30 4.40E+17 4.41E+17 2.59E+18 3.68E+17 2.69E+29 6.08E+24 5.63E+19 9.93E+12 4.52E+15 5.22E+12 6.75E+18 2.48E+20 2.88E+26 2.15E+15 1.04E+16 2.30E+16 3.44E+16 4.10E+16 4.34E+16 4.37E+16 4.27E+16 4.18E+16 4.00E+16 3.89E+16 3.69E+16 3.61E+16 3.61E+16 3.54E+16 3.86E+16 1.10E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.758  1.18E+32 2.31E+31 2.08E+32 8.79E+17 8.82E+17 5.18E+18 7.36E+17 2.31E+31 1.95E+26 6.10E+20 2.58E+13 2.15E+16 1.39E+13 7.02E+19 3.83E+21 1.73E+28 4.28E+15 2.08E+16 4.59E+16 6.88E+16 8.19E+16 8.67E+16 8.74E+16 8.54E+16 8.36E+16 7.99E+16 7.78E+16 7.39E+16 7.22E+16 7.22E+16 7.08E+16 7.72E+16 2.21E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.862  1.02E+34 1.99E+33 1.79E+34 1.76E+18 1.76E+18 1.04E+19 1.47E+18 1.99E+33 6.26E+27 6.60E+21 6.70E+13 1.02E+17 3.68E+13 7.30E+20 5.93E+22 1.03E+30 8.52E+15 4.15E+16 9.16E+16 1.37E+17 1.64E+17 1.73E+17 1.75E+17 1.71E+17 1.67E+17 1.60E+17 1.56E+17 1.48E+17 1.44E+17 1.44E+17 1.41E+17 1.54E+17 4.41E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.963  8.76E+35 1.71E+35 1.54E+36 3.51E+18 3.52E+18 2.07E+19 2.93E+18 1.71E+35 2.01E+29 7.15E+22 1.74E+14 4.86E+17 9.77E+13 7.59E+21 9.18E+23 6.19E+31 1.70E+16 8.28E+16 1.83E+17 2.75E+17 3.27E+17 3.46E+17 3.49E+17 3.41E+17 3.34E+17 3.19E+17 3.11E+17 2.95E+17 2.89E+17 2.88E+17 2.83E+17 3.08E+17 8.82E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.060  7.54E+37 1.47E+37 1.33E+38 7.01E+18 7.03E+18 4.14E+19 5.85E+18 1.47E+37 6.44E+30 7.74E+23 4.52E+14 2.31E+18 2.59E+14 7.89E+22 1.42E+25 3.71E+33 3.38E+16 1.65E+17 3.65E+17 5.48E+17 6.54E+17 6.92E+17 6.98E+17 6.81E+17 6.68E+17 6.38E+17 6.22E+17 5.90E+17 5.77E+17 5.77E+17 5.65E+17 6.17E+17 1.76E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.154  6.49E+39 1.27E+39 1.14E+40 1.40E+19 1.40E+19 8.26E+19 1.17E+19 1.27E+39 2.07E+32 8.39E+24 1.18E+15 1.10E+19 6.88E+14 8.21E+23 2.20E+26 2.22E+35 6.74E+16 3.30E+17 7.30E+17 1.10E+18 1.31E+18 1.38E+18 1.39E+18 1.36E+18 1.33E+18 1.28E+18 1.24E+18 1.18E+18 1.15E+18 1.15E+18 1.13E+18 1.23E+18 3.52E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.245  5.58E+41 1.09E+41 9.82E+41 2.80E+19 2.81E+19 1.65E+20 2.33E+19 1.09E+41 6.63E+33 9.08E+25 3.05E+15 5.23E+19 1.83E+15 8.54E+24 3.40E+27 1.33E+37 1.34E+17 6.58E+17 1.46E+18 2.19E+18 2.61E+18 2.76E+18 2.79E+18 2.72E+18 2.67E+18 2.55E+18 2.48E+18 2.36E+18 2.31E+18 2.31E+18 2.26E+18 2.47E+18 7.05E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.334  4.80E+43 9.38E+42 8.45E+43 5.59E+19 5.60E+19 3.30E+20 4.66E+19 9.38E+42 2.13E+35 9.84E+26 7.93E+15 2.49E+20 4.85E+15 8.88E+25 5.27E+28 7.97E+38 2.68E+17 1.31E+18 2.91E+18 4.37E+18 5.22E+18 5.52E+18 5.57E+18 5.44E+18 5.33E+18 5.10E+18 4.97E+18 4.71E+18 4.61E+18 4.61E+18 4.52E+18 4.93E+18 1.41E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.421  4.13E+45 8.07E+44 7.27E+45 1.12E+20 1.12E+20 6.59E+20 9.30E+19 8.07E+44 6.83E+36 1.07E+28 2.06E+16 1.18E+21 1.29E+16 9.24E+26 8.15E+29 4.77E+40 5.33E+17 2.62E+18 5.82E+18 8.74E+18 1.04E+19 1.10E+19 1.11E+19 1.09E+19 1.07E+19 1.02E+19 9.93E+18 9.42E+18 9.21E+18 9.21E+18 9.03E+18 9.86E+18 2.82E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 76 A=188: Negative-parity Spin-dependent Level Density [MeV-1] for OS188  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.121  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.171  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.209  1.00E+00 7.90E-01 3.80E+00 0.00E+00 7.55E-02 7.14E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
